,State,Year,Quarter,Txn_type,No_of_txn,amount
2126,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2127,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
2128,madhya-pradesh,2020,1,Others,351379,170790656.30339786
2129,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2130,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2131,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2132,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
2133,madhya-pradesh,2020,2,Others,215376,104956802.17437972
2134,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2135,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2136,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2137,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
2138,madhya-pradesh,2020,3,Others,316321,144259293.31583393
2139,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2140,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2141,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2142,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
2143,madhya-pradesh,2020,4,Others,487537,264996097.6059612
2144,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2145,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2146,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2147,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
2148,madhya-pradesh,2021,1,Others,445569,274786748.1299523
2149,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2150,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2151,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2152,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
2153,madhya-pradesh,2021,2,Others,526333,317753606.01156956
2154,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2155,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2156,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2157,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
2158,madhya-pradesh,2021,3,Others,742972,408508699.4365407
2159,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2160,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2161,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2162,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
2163,madhya-pradesh,2021,4,Others,996331,568617375.5894115
2164,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
2165,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
2166,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
2167,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
2168,madhya-pradesh,2022,1,Others,909453,495513514.75128734
2169,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
2170,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
2171,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
2172,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
2173,madhya-pradesh,2022,2,Others,713506,381178326.32090586
2174,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
2175,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
2176,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
2177,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
2178,madhya-pradesh,2022,3,Others,750665,442608716.71893203
2179,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
2180,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
2181,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
2182,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
2183,madhya-pradesh,2022,4,Others,785003,521508120.7286146
2184,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
2185,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
2186,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
2187,madhya-pradesh,2023,1,Financial Services,226835,236606773.0
2188,madhya-pradesh,2023,1,Others,618522,393634973.0
2189,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
2190,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2191,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2192,madhya-pradesh,2023,2,Financial Services,248905,289207465.0
2193,madhya-pradesh,2023,2,Others,579296,375754606.0
2194,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
2195,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
2196,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
2197,maharashtra,2018,1,Financial Services,235051,60997258.060299724
2198,maharashtra,2018,1,Others,637197,506188032.9539564
2199,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2200,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2201,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2202,maharashtra,2018,2,Financial Services,262875,85545909.43528841
2203,maharashtra,2018,2,Others,559987,536758077.84638786
2204,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2205,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2206,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2207,maharashtra,2018,3,Financial Services,234598,52348968.006728604
2208,maharashtra,2018,3,Others,664880,492227795.6386977
2209,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2210,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2211,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2212,maharashtra,2018,4,Financial Services,325121,77345546.53012432
2213,maharashtra,2018,4,Others,821705,621519669.4818641
2214,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2215,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2216,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2217,maharashtra,2019,1,Financial Services,287569,49487746.20873056
2218,maharashtra,2019,1,Others,821624,569019903.8604956
2219,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2220,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2221,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2222,maharashtra,2019,2,Financial Services,182840,45291636.10507481
2223,maharashtra,2019,2,Others,1170993,765228265.7976472
2224,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2225,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2226,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2227,maharashtra,2019,3,Financial Services,231467,54108447.39407451
2228,maharashtra,2019,3,Others,1519376,814284077.8637518
2229,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2230,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2231,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2232,maharashtra,2019,4,Financial Services,129755,49622863.824426055
2233,maharashtra,2019,4,Others,1501192,672210824.9770112
2234,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2235,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2236,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2237,maharashtra,2020,1,Financial Services,123476,91363684.1276232
2238,maharashtra,2020,1,Others,1215959,558931962.876125
2239,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2240,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2241,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2242,maharashtra,2020,2,Financial Services,206461,211733275.7829895
2243,maharashtra,2020,2,Others,466502,242917371.3033281
2244,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2245,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2246,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2247,maharashtra,2020,3,Financial Services,325453,333669599.61883616
2248,maharashtra,2020,3,Others,658737,331024593.0721529
2249,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2250,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2251,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2252,maharashtra,2020,4,Financial Services,398409,418399992.5395771
2253,maharashtra,2020,4,Others,1078433,627692680.4078207
2254,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2255,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2256,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2257,maharashtra,2021,1,Financial Services,439551,492900202.68315214
2258,maharashtra,2021,1,Others,966668,630909553.4508264
2259,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2260,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2261,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2262,maharashtra,2021,2,Financial Services,504252,536780917.0359157
2263,maharashtra,2021,2,Others,1094842,699738247.6695637
2264,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2265,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2266,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2267,maharashtra,2021,3,Financial Services,448646,579098938.658318
2268,maharashtra,2021,3,Others,1477851,873324624.1826177
2269,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2270,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2271,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2272,maharashtra,2021,4,Financial Services,606265,707102765.3058928
2273,maharashtra,2021,4,Others,1918093,1188658731.1175365
2274,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
2275,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
2276,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
2277,maharashtra,2022,1,Financial Services,583243,677612619.2786882
2278,maharashtra,2022,1,Others,1758926,1084139453.7274752
2279,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
2280,maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
2281,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
2282,maharashtra,2022,2,Financial Services,490152,559321829.4503716
2283,maharashtra,2022,2,Others,1542719,930827919.303539
2284,maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
2285,maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
2286,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
2287,maharashtra,2022,3,Financial Services,521362,571583115.6687979
2288,maharashtra,2022,3,Others,1222420,831183386.4681726
2289,maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
2290,maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
2291,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
2292,maharashtra,2022,4,Financial Services,620124,699276779.1906543
2293,maharashtra,2022,4,Others,1228291,914951674.4842072
2294,maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
2295,maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
2296,maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
2297,maharashtra,2023,1,Financial Services,667987,763120514.0
2298,maharashtra,2023,1,Others,1280074,953990262.0
2299,maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
2300,maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
2301,maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
2302,maharashtra,2023,2,Financial Services,697164,821061690.0
2303,maharashtra,2023,2,Others,1152916,870693412.0
2304,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
2305,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
2306,manipur,2018,1,Financial Services,2660,412579.53985461866
2307,manipur,2018,1,Merchant payments,1614,3616475.6407912206
2308,manipur,2018,1,Others,3201,2058760.6368871084
2309,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
2310,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
2311,manipur,2018,2,Financial Services,5992,1241901.2660397931
2312,manipur,2018,2,Merchant payments,4041,5366759.827729835
2313,manipur,2018,2,Others,3332,2902422.6498233806
2314,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
2315,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
2316,manipur,2018,3,Merchant payments,7396,9180953.977358334
2317,manipur,2018,3,Financial Services,2577,333081.6368315
2318,manipur,2018,3,Others,2758,2135468.510417797
2319,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
2320,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
2321,manipur,2018,4,Merchant payments,13333,20685433.28430717
2322,manipur,2018,4,Financial Services,1452,307325.2437723951
2323,manipur,2018,4,Others,2946,3783141.5353601985
2324,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
2325,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
2326,manipur,2019,1,Merchant payments,15190,14580183.380707521
2327,manipur,2019,1,Financial Services,800,174777.17283837448
2328,manipur,2019,1,Others,2352,3116398.755848917
2329,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
2330,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
2331,manipur,2019,2,Merchant payments,18044,15996651.145700552
2332,manipur,2019,2,Financial Services,387,91955.01538259834
2333,manipur,2019,2,Others,2341,3342252.5754885403
2334,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
2335,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
2336,manipur,2019,3,Merchant payments,17683,20490224.443041254
2337,manipur,2019,3,Financial Services,358,367865.7884662621
2338,manipur,2019,3,Others,1945,2723638.649764262
2339,manipur,2019,4,Recharge & bill payments,212136,44202546.57396081
2340,manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
2341,manipur,2019,4,Merchant payments,23094,30486780.446382143
2342,manipur,2019,4,Financial Services,548,240641.7657683481
2343,manipur,2019,4,Others,1639,2709234.857456133
2344,manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
2345,manipur,2020,1,Recharge & bill payments,285234,62688260.379548095
2346,manipur,2020,1,Merchant payments,78067,74202067.0664826
2347,manipur,2020,1,Financial Services,622,354184.4660589617
2348,manipur,2020,1,Others,3145,3252467.2243867153
2349,manipur,2020,2,Peer-to-peer payments,533206,2980242535.075443
2350,manipur,2020,2,Recharge & bill payments,450830,107589094.29890464
2351,manipur,2020,2,Merchant payments,92110,106540409.29886684
2352,manipur,2020,2,Financial Services,1676,1457570.8004862315
2353,manipur,2020,2,Others,5246,3106603.331810386
2354,manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
2355,manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
2356,manipur,2020,3,Merchant payments,170653,195132026.6311202
2357,manipur,2020,3,Financial Services,1878,1593035.944066228
2358,manipur,2020,3,Others,8192,4775719.8143366445
2359,manipur,2020,4,Peer-to-peer payments,892853,5172499337.530437
2360,manipur,2020,4,Recharge & bill payments,436450,114202616.34869762
2361,manipur,2020,4,Merchant payments,289050,307902115.38207734
2362,manipur,2020,4,Financial Services,1806,2448402.9142817147
2363,manipur,2020,4,Others,7693,5172086.283260544
2364,manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
2365,manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
2366,manipur,2021,1,Merchant payments,377280,433297594.1352152
2367,manipur,2021,1,Financial Services,3398,4385333.1754908115
2368,manipur,2021,1,Others,8438,6280890.914669826
2369,manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
2370,manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
2371,manipur,2021,2,Merchant payments,510734,531484849.4914169
2372,manipur,2021,2,Financial Services,4165,4256098.232237183
2373,manipur,2021,2,Others,10603,7145346.314942012
2374,manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
2375,manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
2376,manipur,2021,3,Merchant payments,735707,889317377.086526
2377,manipur,2021,3,Financial Services,3460,5625517.975461649
2378,manipur,2021,3,Others,14222,9447098.78230339
2379,manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
2380,manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
2381,manipur,2021,4,Merchant payments,1013985,1229517397.4561875
2382,manipur,2021,4,Financial Services,4671,5941100.580610943
2383,manipur,2021,4,Others,17325,11393578.842227157
2384,manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
2385,manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
2386,manipur,2022,1,Merchant payments,1247205,1489604137.2090888
2387,manipur,2022,1,Financial Services,4878,6057615.527015026
2388,manipur,2022,1,Others,15494,10435303.87979853
2389,manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
2390,manipur,2022,2,Merchant payments,1709547,1757831052.0706987
2391,manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
2392,manipur,2022,2,Financial Services,4069,4753628.558008127
2393,manipur,2022,2,Others,14812,7175748.992065379
2394,manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
2395,manipur,2022,3,Merchant payments,1829741,2010460357.0881667
2396,manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
2397,manipur,2022,3,Financial Services,4524,4671353.405444902
2398,manipur,2022,3,Others,11300,6411090.828254536
2399,manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
2400,manipur,2022,4,Merchant payments,1828984,2074698993.4220653
2401,manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
2402,manipur,2022,4,Financial Services,4691,5754919.963910458
2403,manipur,2022,4,Others,9959,5742049.403589871
2404,manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
2405,manipur,2023,1,Merchant payments,933135,1083073192.0
2406,manipur,2023,1,Recharge & bill payments,613398,214427498.0
2407,manipur,2023,1,Financial Services,3529,3178295.0
2408,manipur,2023,1,Others,4579,3104024.0
2409,manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
2410,manipur,2023,2,Merchant payments,499534,569980400.0
2411,manipur,2023,2,Recharge & bill payments,290239,127777535.0
2412,manipur,2023,2,Financial Services,1849,1430976.0
2413,manipur,2023,2,Others,1807,1144176.0
2414,meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356
2415,meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314
2416,meghalaya,2018,1,Merchant payments,1605,2395888.4397623385
2417,meghalaya,2018,1,Financial Services,532,144318.2545571151
2418,meghalaya,2018,1,Others,2303,1738080.43060439
2419,meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296
2420,meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239843
2421,meghalaya,2018,2,Merchant payments,2929,3663446.436220131
2422,meghalaya,2018,2,Financial Services,592,580648.3434132106
2423,meghalaya,2018,2,Others,1817,1962212.2350756058
2424,meghalaya,2018,3,Recharge & bill payments,60625,14231601.453371253
2425,meghalaya,2018,3,Peer-to-peer payments,40832,187460582.05754715
2426,meghalaya,2018,3,Merchant payments,5802,5458930.689379572
2427,meghalaya,2018,3,Financial Services,748,552674.5783359876
2428,meghalaya,2018,3,Others,2283,2149872.755760235
2429,meghalaya,2018,4,Recharge & bill payments,82962,18100891.637344178
2430,meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927
2431,meghalaya,2018,4,Merchant payments,15768,14434314.193342488
2432,meghalaya,2018,4,Financial Services,763,190875.18848979956
2433,meghalaya,2018,4,Others,2687,2918155.2795046642
2434,meghalaya,2019,1,Recharge & bill payments,98817,23006751.795504905
2435,meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898
2436,meghalaya,2019,1,Merchant payments,16073,14297275.230527855
2437,meghalaya,2019,1,Financial Services,659,62335.064750311045
2438,meghalaya,2019,1,Others,2498,2738667.957962149
2439,meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357
2440,meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17356837
2441,meghalaya,2019,2,Merchant payments,22588,15600927.006629137
2442,meghalaya,2019,2,Financial Services,460,106800.75308155928
2443,meghalaya,2019,2,Others,3019,3437756.744766518
2444,meghalaya,2019,3,Recharge & bill payments,155949,38916251.42165714
2445,meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315
2446,meghalaya,2019,3,Merchant payments,31201,23461321.889810227
2447,meghalaya,2019,3,Financial Services,421,584192.9488108774
2448,meghalaya,2019,3,Others,2811,3035023.204323471
2449,meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875
2450,meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696
2451,meghalaya,2019,4,Merchant payments,24430,25344714.50557894
2452,meghalaya,2019,4,Financial Services,382,124511.63613216748
2453,meghalaya,2019,4,Others,2351,2485447.192519395
2454,meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793
2455,meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.3935763
2456,meghalaya,2020,1,Merchant payments,57245,44125206.34755945
2457,meghalaya,2020,1,Financial Services,473,402779.89033132966
2458,meghalaya,2020,1,Others,2329,2207471.061039081
2459,meghalaya,2020,2,Recharge & bill payments,382662,100570200.25271696
2460,meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111593
2461,meghalaya,2020,2,Merchant payments,46014,48980521.41595118
2462,meghalaya,2020,2,Financial Services,1186,2944583.114737345
2463,meghalaya,2020,2,Others,3263,2488953.643832149
2464,meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674
2465,meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.7126106
2466,meghalaya,2020,3,Merchant payments,55595,67511647.1349487
2467,meghalaya,2020,3,Financial Services,1587,4049966.8133478058
2468,meghalaya,2020,3,Others,3465,2821792.5880408054
2469,meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504
2470,meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.0670543
2471,meghalaya,2020,4,Merchant payments,111471,115136797.58942303
2472,meghalaya,2020,4,Financial Services,1809,2774557.112070617
2473,meghalaya,2020,4,Others,4470,3678221.666272167
2474,meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.3188953
2475,meghalaya,2021,1,Recharge & bill payments,306634,106098525.65614726
2476,meghalaya,2021,1,Merchant payments,108805,147747773.01896822
2477,meghalaya,2021,1,Financial Services,1777,3981898.0457751974
2478,meghalaya,2021,1,Others,3437,2941223.950049905
2479,meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258
2480,meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.7970467
2481,meghalaya,2021,2,Merchant payments,147406,173894963.00439677
2482,meghalaya,2021,2,Financial Services,1766,2306496.854595862
2483,meghalaya,2021,2,Others,4052,3342835.5268340455
2484,meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644
2485,meghalaya,2021,3,Recharge & bill payments,418429,144363692.75220004
2486,meghalaya,2021,3,Merchant payments,199427,270311210.8907223
2487,meghalaya,2021,3,Financial Services,1556,2379067.1150075165
2488,meghalaya,2021,3,Others,5045,3937887.553600684
2489,meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197
2490,meghalaya,2021,4,Recharge & bill payments,447310,165277548.45940137
2491,meghalaya,2021,4,Merchant payments,314445,442464385.0377933
2492,meghalaya,2021,4,Financial Services,1989,2464327.9242311358
2493,meghalaya,2021,4,Others,6756,5348877.036531466
2494,meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001157
2495,meghalaya,2022,1,Recharge & bill payments,459530,192026788.60457045
2496,meghalaya,2022,1,Merchant payments,405859,563004043.9315958
2497,meghalaya,2022,1,Financial Services,2134,3019251.8598936894
2498,meghalaya,2022,1,Others,6218,5116238.235718384
2499,meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877
2500,meghalaya,2022,2,Merchant payments,591364,714995836.5962032
2501,meghalaya,2022,2,Recharge & bill payments,467745,200896879.69103926
2502,meghalaya,2022,2,Financial Services,1880,2406087.095158501
2503,meghalaya,2022,2,Others,5844,4192522.344518611
2504,meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.507147
2505,meghalaya,2022,3,Merchant payments,1486098,1468318733.1353962
2506,meghalaya,2022,3,Recharge & bill payments,810017,330230375.9276109
2507,meghalaya,2022,3,Financial Services,3504,3106775.3857113793
2508,meghalaya,2022,3,Others,8604,5329459.165683068
2509,meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.3339405
2510,meghalaya,2022,4,Merchant payments,1334431,1381013596.832624
2511,meghalaya,2022,4,Recharge & bill payments,685678,278377945.43169147
2512,meghalaya,2022,4,Financial Services,3544,3564357.119764914
2513,meghalaya,2022,4,Others,7124,4671532.630633753
2514,meghalaya,2023,1,Peer-to-peer payments,2111009,8309060918.0
2515,meghalaya,2023,1,Merchant payments,1232691,1407372935.0
2516,meghalaya,2023,1,Recharge & bill payments,810151,358800191.0
2517,meghalaya,2023,1,Financial Services,3991,4692287.0
2518,meghalaya,2023,1,Others,6863,4914284.0
2519,meghalaya,2023,2,Peer-to-peer payments,2509275,8997569260.0
2520,meghalaya,2023,2,Merchant payments,1701913,1698962028.0
2521,meghalaya,2023,2,Recharge & bill payments,855108,378639410.0
2522,meghalaya,2023,2,Financial Services,4075,4633858.0
2523,meghalaya,2023,2,Others,6841,4701930.0
2524,mizoram,2018,1,Recharge & bill payments,10155,2199565.258913744
2525,mizoram,2018,1,Peer-to-peer payments,6845,41186717.278001666
2526,mizoram,2018,1,Merchant payments,616,1066002.1670622267
2527,mizoram,2018,1,Financial Services,260,65022.49896840689
2528,mizoram,2018,1,Others,685,709912.772844791
2529,mizoram,2018,2,Recharge & bill payments,13550,3107406.501616686
2530,mizoram,2018,2,Peer-to-peer payments,11427,77040044.25291511
2531,mizoram,2018,2,Merchant payments,1310,2368711.975892641
2532,mizoram,2018,2,Financial Services,167,60939.77304627103
2533,mizoram,2018,2,Others,597,931303.0542636234
2534,mizoram,2018,3,Peer-to-peer payments,18564,108783543.9098094
2535,mizoram,2018,3,Recharge & bill payments,17610,4050433.5962071815
2536,mizoram,2018,3,Merchant payments,2310,2952533.8004545765
2537,mizoram,2018,3,Financial Services,240,43891.23943201654
2538,mizoram,2018,3,Others,592,770335.5794872268
2539,mizoram,2018,4,Peer-to-peer payments,26212,177049162.13058332
2540,mizoram,2018,4,Recharge & bill payments,24533,5523702.976434887
2541,mizoram,2018,4,Merchant payments,3699,6911586.608122997
2542,mizoram,2018,4,Financial Services,145,35654.18337878893
2543,mizoram,2018,4,Others,653,906746.6310095722
2544,mizoram,2019,1,Peer-to-peer payments,35126,204183867.4116538
2545,mizoram,2019,1,Recharge & bill payments,30327,6760113.704148788
2546,mizoram,2019,1,Merchant payments,3984,6470456.031897823
2547,mizoram,2019,1,Financial Services,133,33512.39606736117
2548,mizoram,2019,1,Others,736,712945.8536347556
2549,mizoram,2019,2,Peer-to-peer payments,37364,233471780.00357005
2550,mizoram,2019,2,Recharge & bill payments,31903,7823562.397702506
2551,mizoram,2019,2,Merchant payments,5646,5889316.861228463
2552,mizoram,2019,2,Financial Services,80,14455.380988399309
2553,mizoram,2019,2,Others,678,817593.4915248882
2554,mizoram,2019,3,Recharge & bill payments,49073,12966806.696277115
