,State,Year,Quarter,Pincode,Registered_users
1522,chhattisgarh,2023,1,497001,175004
1523,chhattisgarh,2023,1,491001,145556
1524,chhattisgarh,2023,1,491441,130250
1525,chhattisgarh,2023,1,496005,120618
1526,chhattisgarh,2023,1,492009,111857
1527,chhattisgarh,2023,1,490023,111318
1528,chhattisgarh,2023,1,495450,97597
1529,chhattisgarh,2023,1,494001,96517
1530,chhattisgarh,2023,2,492001,310425
1531,chhattisgarh,2023,2,495001,249785
1532,chhattisgarh,2023,2,497001,182451
1533,chhattisgarh,2023,2,491001,151138
1534,chhattisgarh,2023,2,491441,135501
1535,chhattisgarh,2023,2,496005,125306
1536,chhattisgarh,2023,2,492009,115855
1537,chhattisgarh,2023,2,490023,115541
1538,chhattisgarh,2023,2,495450,101392
1539,chhattisgarh,2023,2,494001,100315
1540,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,26888
1541,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,12153
1542,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,6390
1543,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,5140
1544,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,1330
1545,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,767
1546,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,365
1547,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,134
1548,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,91
1549,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,36053
1550,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,16275
1551,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,8687
1552,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,7032
1553,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,1728
1554,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,930
1555,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,463
1556,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,182
1557,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,108
1558,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,46381
1559,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,20999
1560,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,11408
1561,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,9245
1562,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,2056
1563,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1076
1564,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,573
1565,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,244
1566,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,125
1567,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,58055
1568,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,27039
1569,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,14722
1570,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,11778
1571,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,2456
1572,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,1336
1573,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,686
1574,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,308
1575,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,131
1576,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,69568
1577,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,32703
1578,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,18018
1579,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,14419
1580,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,2879
1581,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,1582
1582,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,842
1583,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,372
1584,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,149
1585,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,78132
1586,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,37160
1587,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,20428
1588,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,16250
1589,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,3291
1590,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,1785
1591,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,947
1592,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,417
1593,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,170
1594,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,87039
1595,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,41395
1596,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,22996
1597,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,18290
1598,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,3618
1599,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,1908
1600,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1044
1601,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,463
1602,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,176
1603,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,97116
1604,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,46041
1605,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,25932
1606,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,20689
1607,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,3953
1608,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,2041
1609,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,1138
1610,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,497
1611,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,191
1612,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,107112
1613,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,50829
1614,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,28959
1615,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,23143
1616,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,4269
1617,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,2223
1618,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,1217
1619,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,541
1620,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,203
1621,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,119858
1622,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,56796
1623,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,32569
1624,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,26145
1625,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,4635
1626,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,2541
1627,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,1398
1628,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,651
1629,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,221
1630,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,131460
1631,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,61967
1632,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,35428
1633,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,28723
1634,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,5010
1635,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,2821
1636,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,1581
1637,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,713
1638,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,243
1639,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,145541
1640,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,68594
1641,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,39109
1642,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,31891
1643,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,5447
1644,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,3079
1645,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,1750
1646,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,808
1647,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,274
1648,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,157679
1649,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,74340
1650,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,42510
1651,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,34583
1652,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,5885
1653,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,3337
1654,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,1890
1655,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,878
1656,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,294
1657,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,169433
1658,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,79673
1659,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,45646
1660,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,37083
1661,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,6307
1662,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,3577
1663,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,2027
1664,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,939
1665,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,309
1666,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,182708
1667,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,85704
1668,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,49261
1669,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,40023
1670,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,6787
1671,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,3850
1672,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,2189
1673,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,1011
1674,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,341
1675,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,196135
1676,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,91807
1677,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,52915
1678,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,42975
1679,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,7231
1680,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,4107
1681,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,2349
1682,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,1084
1683,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,360
1684,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,208830
1685,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,97488
1686,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,56396
1687,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,45747
1688,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,7714
1689,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,4360
1690,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,2504
1691,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,1145
1692,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,386
1693,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,220980
1694,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,103014
1695,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,59641
1696,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,48364
1697,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,8149
1698,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362571,4611
1699,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362540,2642
1700,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,1206
1701,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362570,409
1702,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396230,233674
1703,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396210,108872
1704,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396215,63078
1705,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396235,51249
1706,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362520,8564
1707,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362571,4883
1708,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362540,2790
1709,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,396220,1269
1710,dadra-&-nagar-haveli-&-daman-&-diu,2022,3,362570,428
1711,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396230,246264
1712,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396210,114561
1713,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396215,66595
1714,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396235,53953
1715,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362520,8942
1716,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362571,5114
1717,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362540,2925
1718,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,396220,1325
1719,dadra-&-nagar-haveli-&-daman-&-diu,2022,4,362570,446
1720,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396230,258320
1721,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396210,120136
1722,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396215,69913
1723,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396235,56631
1724,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362520,9335
1725,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362571,5384
1726,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362540,3057
1727,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,396220,1383
1728,dadra-&-nagar-haveli-&-daman-&-diu,2023,1,362570,458
1729,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396230,269152
1730,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396210,124984
1731,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396215,72836
1732,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396235,58973
1733,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362520,9700
1734,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362571,5612
1735,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362540,3177
1736,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,396220,1447
1737,dadra-&-nagar-haveli-&-daman-&-diu,2023,2,362570,483
1738,delhi,2018,1,110059,95496
1739,delhi,2018,1,110092,83600
1740,delhi,2018,1,110085,61333
1741,delhi,2018,1,110086,59970
1742,delhi,2018,1,110044,55765
1743,delhi,2018,1,110096,50625
1744,delhi,2018,1,110041,47451
1745,delhi,2018,1,110043,46307
1746,delhi,2018,1,110084,44143
1747,delhi,2018,1,110042,42647
1748,delhi,2018,2,110059,124901
1749,delhi,2018,2,110092,108175
1750,delhi,2018,2,110086,79557
1751,delhi,2018,2,110085,79225
1752,delhi,2018,2,110044,73732
1753,delhi,2018,2,110096,66744
1754,delhi,2018,2,110041,63649
1755,delhi,2018,2,110043,60887
1756,delhi,2018,2,110084,57380
1757,delhi,2018,2,110042,56366
1758,delhi,2018,3,110059,156028
1759,delhi,2018,3,110092,136676
1760,delhi,2018,3,110085,101332
1761,delhi,2018,3,110086,100850
1762,delhi,2018,3,110044,91279
1763,delhi,2018,3,110096,84164
1764,delhi,2018,3,110041,80112
1765,delhi,2018,3,110043,74435
1766,delhi,2018,3,110084,71154
1767,delhi,2018,3,110042,71056
1768,delhi,2018,4,110059,206537
1769,delhi,2018,4,110092,177133
1770,delhi,2018,4,110086,133412
1771,delhi,2018,4,110085,132600
1772,delhi,2018,4,110044,121802
1773,delhi,2018,4,110096,114255
1774,delhi,2018,4,110041,106984
1775,delhi,2018,4,110043,98358
1776,delhi,2018,4,110042,95335
1777,delhi,2018,4,110094,94322
1778,delhi,2019,1,110059,246566
1779,delhi,2019,1,110092,206805
1780,delhi,2019,1,110086,158267
1781,delhi,2019,1,110085,152640
1782,delhi,2019,1,110044,145716
1783,delhi,2019,1,110096,135423
1784,delhi,2019,1,110041,129476
1785,delhi,2019,1,110043,117835
1786,delhi,2019,1,110094,114562
1787,delhi,2019,1,110042,113898
1788,delhi,2019,2,110059,274593
1789,delhi,2019,2,110092,228546
1790,delhi,2019,2,110086,177199
1791,delhi,2019,2,110085,167307
1792,delhi,2019,2,110044,162716
1793,delhi,2019,2,110096,150097
1794,delhi,2019,2,110041,146820
1795,delhi,2019,2,110043,131498
1796,delhi,2019,2,110094,130660
1797,delhi,2019,2,110042,129008
1798,delhi,2019,3,110059,300007
1799,delhi,2019,3,110092,248727
1800,delhi,2019,3,110086,194575
1801,delhi,2019,3,110085,180186
1802,delhi,2019,3,110044,178410
1803,delhi,2019,3,110096,164301
1804,delhi,2019,3,110041,163228
1805,delhi,2019,3,110001,148352
1806,delhi,2019,3,110094,146798
1807,delhi,2019,3,110043,144276
1808,delhi,2019,4,110059,320535
1809,delhi,2019,4,110092,264380
1810,delhi,2019,4,110086,209488
1811,delhi,2019,4,110044,192424
1812,delhi,2019,4,110085,189774
1813,delhi,2019,4,110041,177838
1814,delhi,2019,4,110096,176194
1815,delhi,2019,4,110094,161096
1816,delhi,2019,4,110001,160180
1817,delhi,2019,4,110053,156000
1818,delhi,2020,1,110059,342152
1819,delhi,2020,1,110092,280039
1820,delhi,2020,1,110086,226703
1821,delhi,2020,1,110044,207511
1822,delhi,2020,1,110085,200098
1823,delhi,2020,1,110041,194243
1824,delhi,2020,1,110096,187975
1825,delhi,2020,1,110094,175645
1826,delhi,2020,1,110001,171087
1827,delhi,2020,1,110053,170522
1828,delhi,2020,2,110059,365614
1829,delhi,2020,2,110092,295000
1830,delhi,2020,2,110086,246312
1831,delhi,2020,2,110044,223161
1832,delhi,2020,2,110041,211987
1833,delhi,2020,2,110085,211869
1834,delhi,2020,2,110096,199631
1835,delhi,2020,2,110094,192135
1836,delhi,2020,2,110053,186853
1837,delhi,2020,2,110042,186007
1838,delhi,2020,3,110059,393571
1839,delhi,2020,3,110092,314384
1840,delhi,2020,3,110086,267186
1841,delhi,2020,3,110044,240937
1842,delhi,2020,3,110041,231602
1843,delhi,2020,3,110085,225882
1844,delhi,2020,3,110096,213595
1845,delhi,2020,3,110094,210508
1846,delhi,2020,3,110053,205752
1847,delhi,2020,3,110042,202151
1848,delhi,2020,4,110059,423149
1849,delhi,2020,4,110092,335783
1850,delhi,2020,4,110086,288308
1851,delhi,2020,4,110044,259476
1852,delhi,2020,4,110041,252304
1853,delhi,2020,4,110085,241334
1854,delhi,2020,4,110094,230259
1855,delhi,2020,4,110096,228635
1856,delhi,2020,4,110053,226890
1857,delhi,2020,4,110042,219941
1858,delhi,2021,1,110059,454201
1859,delhi,2021,1,110092,359376
1860,delhi,2021,1,110086,310419
1861,delhi,2021,1,110044,278606
1862,delhi,2021,1,110041,272303
1863,delhi,2021,1,110085,257921
1864,delhi,2021,1,110094,248570
1865,delhi,2021,1,110053,245562
1866,delhi,2021,1,110096,245046
1867,delhi,2021,1,110042,237271
1868,delhi,2021,2,110059,485328
1869,delhi,2021,2,110092,383095
1870,delhi,2021,2,110086,332618
1871,delhi,2021,2,110044,297678
1872,delhi,2021,2,110041,291909
1873,delhi,2021,2,110085,275085
1874,delhi,2021,2,110094,266143
1875,delhi,2021,2,110053,262977
1876,delhi,2021,2,110096,261791
1877,delhi,2021,2,110042,254105
1878,delhi,2021,3,110059,520096
1879,delhi,2021,3,110092,409520
1880,delhi,2021,3,110086,357590
1881,delhi,2021,3,110044,319096
1882,delhi,2021,3,110041,314015
1883,delhi,2021,3,110085,293937
1884,delhi,2021,3,110094,285714
1885,delhi,2021,3,110053,282380
1886,delhi,2021,3,110096,280334
1887,delhi,2021,3,110042,273110
1888,delhi,2021,4,110059,555449
1889,delhi,2021,4,110092,436075
1890,delhi,2021,4,110086,382858
1891,delhi,2021,4,110044,340833
1892,delhi,2021,4,110041,336405
1893,delhi,2021,4,110085,312819
1894,delhi,2021,4,110094,305422
1895,delhi,2021,4,110053,301988
1896,delhi,2021,4,110096,299233
1897,delhi,2021,4,110042,292597
1898,delhi,2022,1,110059,588266
1899,delhi,2022,1,110092,460951
1900,delhi,2022,1,110086,406863
1901,delhi,2022,1,110044,361314
1902,delhi,2022,1,110041,357509
1903,delhi,2022,1,110085,330413
1904,delhi,2022,1,110094,324145
1905,delhi,2022,1,110053,320362
1906,delhi,2022,1,110096,316906
1907,delhi,2022,1,110042,310672
1908,delhi,2022,2,110059,619737
1909,delhi,2022,2,110092,484816
1910,delhi,2022,2,110086,429566
1911,delhi,2022,2,110044,381041
1912,delhi,2022,2,110041,377721
1913,delhi,2022,2,110085,347243
1914,delhi,2022,2,110094,341936
1915,delhi,2022,2,110053,337770
1916,delhi,2022,2,110096,333973
1917,delhi,2022,2,110042,328052
1918,delhi,2022,3,110059,652328
1919,delhi,2022,3,110092,509260
1920,delhi,2022,3,110086,453393
1921,delhi,2022,3,110044,401386
1922,delhi,2022,3,110041,398712
1923,delhi,2022,3,110085,364644
1924,delhi,2022,3,110094,360554
1925,delhi,2022,3,110053,356138
1926,delhi,2022,3,110096,351480
1927,delhi,2022,3,110042,346285
1928,delhi,2022,4,110059,685596
1929,delhi,2022,4,110092,534009
1930,delhi,2022,4,110086,477514
1931,delhi,2022,4,110044,422192
1932,delhi,2022,4,110041,419823
1933,delhi,2022,4,110085,382113
1934,delhi,2022,4,110094,379346
1935,delhi,2022,4,110053,374689
1936,delhi,2022,4,110096,369272
1937,delhi,2022,4,110042,364573
1938,delhi,2023,1,110059,716856
1939,delhi,2023,1,110092,557488
1940,delhi,2023,1,110086,500213
1941,delhi,2023,1,110044,441996
1942,delhi,2023,1,110041,439789
1943,delhi,2023,1,110085,398902
1944,delhi,2023,1,110094,397220
1945,delhi,2023,1,110053,392197
1946,delhi,2023,1,110096,386108
1947,delhi,2023,1,110042,381910
1948,delhi,2023,2,110059,744061
1949,delhi,2023,2,110092,577301
1950,delhi,2023,2,110086,520976
1951,delhi,2023,2,110044,459541
1952,delhi,2023,2,110041,457756
1953,delhi,2023,2,110094,413225
1954,delhi,2023,2,110085,413127
1955,delhi,2023,2,110053,407624
1956,delhi,2023,2,110096,400907
1957,delhi,2023,2,110042,397341
1958,goa,2018,1,403516,6466
1959,goa,2018,1,403601,5251
1960,goa,2018,1,403001,5240
1961,goa,2018,1,403401,5138
1962,goa,2018,1,403802,3850
1963,goa,2018,1,403722,3844
1964,goa,2018,1,403507,3831
1965,goa,2018,1,403521,2841
1966,goa,2018,1,403515,2443
1967,goa,2018,1,403509,2386
1968,goa,2018,2,403516,8301
1969,goa,2018,2,403001,7089
1970,goa,2018,2,403601,6974
1971,goa,2018,2,403401,6685
1972,goa,2018,2,403722,5343
1973,goa,2018,2,403802,5119
1974,goa,2018,2,403507,4991
1975,goa,2018,2,403521,3804
1976,goa,2018,2,403515,3277
1977,goa,2018,2,403509,3077
1978,goa,2018,3,403516,9997
1979,goa,2018,3,403001,8932
1980,goa,2018,3,403601,8721
1981,goa,2018,3,403401,8256
1982,goa,2018,3,403722,7084
1983,goa,2018,3,403802,6453
1984,goa,2018,3,403507,6272
1985,goa,2018,3,403521,4797
1986,goa,2018,3,403515,4153
1987,goa,2018,3,403801,3775
1988,goa,2018,4,403516,12486
1989,goa,2018,4,403001,11471
1990,goa,2018,4,403601,10977
1991,goa,2018,4,403401,10356
1992,goa,2018,4,403722,9148
1993,goa,2018,4,403802,8151
1994,goa,2018,4,403507,7980
1995,goa,2018,4,403521,6106
1996,goa,2018,4,403515,5194
1997,goa,2018,4,403509,4753
1998,goa,2019,1,403516,15021
1999,goa,2019,1,403001,14063
2000,goa,2019,1,403601,13406
2001,goa,2019,1,403401,12431
2002,goa,2019,1,403722,11012
2003,goa,2019,1,403802,9859
2004,goa,2019,1,403507,9777
2005,goa,2019,1,403521,7471
2006,goa,2019,1,403515,6247
2007,goa,2019,1,403512,5763
2008,goa,2019,2,403516,17020
2009,goa,2019,2,403001,16546
2010,goa,2019,2,403601,15906
2011,goa,2019,2,403401,14462
2012,goa,2019,2,403722,12443
2013,goa,2019,2,403802,11642
2014,goa,2019,2,403507,11602
2015,goa,2019,2,403521,8708
2016,goa,2019,2,403515,7164
2017,goa,2019,2,403512,6805
2018,goa,2019,3,403516,19191
2019,goa,2019,3,403001,18952
2020,goa,2019,3,403601,18205
2021,goa,2019,3,403401,16425
2022,goa,2019,3,403722,13795
2023,goa,2019,3,403507,13252
2024,goa,2019,3,403802,13185
2025,goa,2019,3,403521,10022
2026,goa,2019,3,403515,8059
2027,goa,2019,3,403512,7853
2028,goa,2019,4,403516,21230
2029,goa,2019,4,403001,20952
2030,goa,2019,4,403601,20128
2031,goa,2019,4,403401,18284
2032,goa,2019,4,403722,15231
2033,goa,2019,4,403507,14800
2034,goa,2019,4,403802,14490
2035,goa,2019,4,403521,11139
2036,goa,2019,4,403515,8917
2037,goa,2019,4,403512,8854
2038,goa,2020,1,403516,23160
2039,goa,2020,1,403001,22905
2040,goa,2020,1,403601,22252
2041,goa,2020,1,403401,20276
2042,goa,2020,1,403722,16611
2043,goa,2020,1,403507,16487
2044,goa,2020,1,403802,16084
2045,goa,2020,1,403521,12266
2046,goa,2020,1,403512,9989
2047,goa,2020,1,403515,9727
2048,goa,2020,2,403001,24693
2049,goa,2020,2,403601,24596
2050,goa,2020,2,403516,24526
2051,goa,2020,2,403401,22379
2052,goa,2020,2,403507,18333
2053,goa,2020,2,403722,17947
2054,goa,2020,2,403802,17824
2055,goa,2020,2,403521,13409
2056,goa,2020,2,403512,11037
2057,goa,2020,2,403515,10353
2058,goa,2020,3,403601,27208
2059,goa,2020,3,403001,26737
2060,goa,2020,3,403516,26198
2061,goa,2020,3,403401,24797
2062,goa,2020,3,403507,20441
2063,goa,2020,3,403802,19674
2064,goa,2020,3,403722,19552
2065,goa,2020,3,403521,14524
2066,goa,2020,3,403512,12307
2067,goa,2020,3,403515,11111
2068,goa,2020,4,403601,30363
2069,goa,2020,4,403001,29484
2070,goa,2020,4,403516,28745
2071,goa,2020,4,403401,27577
2072,goa,2020,4,403507,22919
2073,goa,2020,4,403802,21866
2074,goa,2020,4,403722,21365
2075,goa,2020,4,403521,16004
2076,goa,2020,4,403512,13802
2077,goa,2020,4,403515,12169
2078,goa,2021,1,403601,32812
2079,goa,2021,1,403001,31639
2080,goa,2021,1,403516,31109
2081,goa,2021,1,403401,29759
2082,goa,2021,1,403507,24789
2083,goa,2021,1,403802,23590
