,State,Year,Quarter,Pincode,Registered_users
4103,lakshadweep,2023,1,682559,427
4104,lakshadweep,2023,1,682554,298
4105,lakshadweep,2023,1,682558,42
4106,lakshadweep,2023,2,682555,2739
4107,lakshadweep,2023,2,682551,1775
4108,lakshadweep,2023,2,682557,867
4109,lakshadweep,2023,2,682552,740
4110,lakshadweep,2023,2,682556,663
4111,lakshadweep,2023,2,682559,446
4112,lakshadweep,2023,2,682554,312
4113,lakshadweep,2023,2,682558,43
4114,madhya-pradesh,2018,1,452001,42977
4115,madhya-pradesh,2018,1,452010,40850
4116,madhya-pradesh,2018,1,455001,37899
4117,madhya-pradesh,2018,1,482002,37645
4118,madhya-pradesh,2018,1,462001,27351
4119,madhya-pradesh,2018,1,482001,26665
4120,madhya-pradesh,2018,1,452016,25256
4121,madhya-pradesh,2018,1,457001,24909
4122,madhya-pradesh,2018,1,485001,24806
4123,madhya-pradesh,2018,1,462022,24661
4124,madhya-pradesh,2018,2,452001,55837
4125,madhya-pradesh,2018,2,452010,52677
4126,madhya-pradesh,2018,2,455001,50091
4127,madhya-pradesh,2018,2,482002,49877
4128,madhya-pradesh,2018,2,462001,36311
4129,madhya-pradesh,2018,2,482001,35303
4130,madhya-pradesh,2018,2,457001,33608
4131,madhya-pradesh,2018,2,452016,32883
4132,madhya-pradesh,2018,2,480001,32800
4133,madhya-pradesh,2018,2,485001,32316
4134,madhya-pradesh,2018,3,452001,67243
4135,madhya-pradesh,2018,3,452010,63537
4136,madhya-pradesh,2018,3,455001,61117
4137,madhya-pradesh,2018,3,482002,60999
4138,madhya-pradesh,2018,3,462001,43609
4139,madhya-pradesh,2018,3,482001,43593
4140,madhya-pradesh,2018,3,457001,41975
4141,madhya-pradesh,2018,3,480001,40061
4142,madhya-pradesh,2018,3,452016,39967
4143,madhya-pradesh,2018,3,485001,39351
4144,madhya-pradesh,2018,4,452001,81206
4145,madhya-pradesh,2018,4,482002,77791
4146,madhya-pradesh,2018,4,452010,76811
4147,madhya-pradesh,2018,4,455001,73952
4148,madhya-pradesh,2018,4,462001,54496
4149,madhya-pradesh,2018,4,482001,54390
4150,madhya-pradesh,2018,4,457001,51238
4151,madhya-pradesh,2018,4,480001,50803
4152,madhya-pradesh,2018,4,485001,50329
4153,madhya-pradesh,2018,4,452016,48626
4154,madhya-pradesh,2019,1,452001,94894
4155,madhya-pradesh,2019,1,482002,92148
4156,madhya-pradesh,2019,1,452010,89541
4157,madhya-pradesh,2019,1,455001,87837
4158,madhya-pradesh,2019,1,462001,65450
4159,madhya-pradesh,2019,1,482001,64389
4160,madhya-pradesh,2019,1,457001,61687
4161,madhya-pradesh,2019,1,480001,60744
4162,madhya-pradesh,2019,1,485001,59332
4163,madhya-pradesh,2019,1,452016,57554
4164,madhya-pradesh,2019,2,452001,108587
4165,madhya-pradesh,2019,2,482002,104846
4166,madhya-pradesh,2019,2,452010,99616
4167,madhya-pradesh,2019,2,455001,98265
4168,madhya-pradesh,2019,2,462001,75250
4169,madhya-pradesh,2019,2,482001,74711
4170,madhya-pradesh,2019,2,457001,70728
4171,madhya-pradesh,2019,2,480001,69139
4172,madhya-pradesh,2019,2,485001,66578
4173,madhya-pradesh,2019,2,452016,65634
4174,madhya-pradesh,2019,3,452001,122796
4175,madhya-pradesh,2019,3,482002,119882
4176,madhya-pradesh,2019,3,452010,110196
4177,madhya-pradesh,2019,3,455001,109090
4178,madhya-pradesh,2019,3,462001,85889
4179,madhya-pradesh,2019,3,482001,85035
4180,madhya-pradesh,2019,3,457001,80045
4181,madhya-pradesh,2019,3,480001,77495
4182,madhya-pradesh,2019,3,485001,74626
4183,madhya-pradesh,2019,3,452016,73956
4184,madhya-pradesh,2019,4,452001,134323
4185,madhya-pradesh,2019,4,482002,134193
4186,madhya-pradesh,2019,4,452010,120352
4187,madhya-pradesh,2019,4,455001,120057
4188,madhya-pradesh,2019,4,462001,96155
4189,madhya-pradesh,2019,4,482001,93550
4190,madhya-pradesh,2019,4,457001,89121
4191,madhya-pradesh,2019,4,480001,85991
4192,madhya-pradesh,2019,4,485001,82766
4193,madhya-pradesh,2019,4,452016,81668
4194,madhya-pradesh,2020,1,482002,146207
4195,madhya-pradesh,2020,1,452001,144699
4196,madhya-pradesh,2020,1,455001,130830
4197,madhya-pradesh,2020,1,452010,129645
4198,madhya-pradesh,2020,1,462001,106091
4199,madhya-pradesh,2020,1,482001,101513
4200,madhya-pradesh,2020,1,457001,98886
4201,madhya-pradesh,2020,1,480001,94636
4202,madhya-pradesh,2020,1,485001,90615
4203,madhya-pradesh,2020,1,452016,89460
4204,madhya-pradesh,2020,2,482002,158954
4205,madhya-pradesh,2020,2,452001,153695
4206,madhya-pradesh,2020,2,455001,144023
4207,madhya-pradesh,2020,2,452010,139367
4208,madhya-pradesh,2020,2,462001,116167
4209,madhya-pradesh,2020,2,457001,111581
4210,madhya-pradesh,2020,2,482001,110268
4211,madhya-pradesh,2020,2,480001,104519
4212,madhya-pradesh,2020,2,452016,98532
4213,madhya-pradesh,2020,2,485001,98080
4214,madhya-pradesh,2020,3,482002,173274
4215,madhya-pradesh,2020,3,452001,162767
4216,madhya-pradesh,2020,3,455001,155823
4217,madhya-pradesh,2020,3,452010,149318
4218,madhya-pradesh,2020,3,462001,127166
4219,madhya-pradesh,2020,3,457001,122974
4220,madhya-pradesh,2020,3,482001,119294
4221,madhya-pradesh,2020,3,480001,114237
4222,madhya-pradesh,2020,3,485001,107317
4223,madhya-pradesh,2020,3,452016,107084
4224,madhya-pradesh,2020,4,482002,188460
4225,madhya-pradesh,2020,4,452001,173333
4226,madhya-pradesh,2020,4,455001,167885
4227,madhya-pradesh,2020,4,452010,160146
4228,madhya-pradesh,2020,4,462001,138574
4229,madhya-pradesh,2020,4,457001,134427
4230,madhya-pradesh,2020,4,482001,128730
4231,madhya-pradesh,2020,4,480001,124525
4232,madhya-pradesh,2020,4,474001,116379
4233,madhya-pradesh,2020,4,452016,116281
4234,madhya-pradesh,2021,1,482002,202915
4235,madhya-pradesh,2021,1,452001,185582
4236,madhya-pradesh,2021,1,455001,180488
4237,madhya-pradesh,2021,1,452010,171754
4238,madhya-pradesh,2021,1,462001,149137
4239,madhya-pradesh,2021,1,457001,145248
4240,madhya-pradesh,2021,1,482001,138100
4241,madhya-pradesh,2021,1,480001,134163
4242,madhya-pradesh,2021,1,474001,125599
4243,madhya-pradesh,2021,1,485001,125104
4244,madhya-pradesh,2021,2,482002,216522
4245,madhya-pradesh,2021,2,452001,198059
4246,madhya-pradesh,2021,2,455001,193208
4247,madhya-pradesh,2021,2,452010,183345
4248,madhya-pradesh,2021,2,462001,159236
4249,madhya-pradesh,2021,2,457001,155865
4250,madhya-pradesh,2021,2,482001,147363
4251,madhya-pradesh,2021,2,480001,143414
4252,madhya-pradesh,2021,2,474001,134469
4253,madhya-pradesh,2021,2,485001,133879
4254,madhya-pradesh,2021,3,482002,231582
4255,madhya-pradesh,2021,3,452001,211664
4256,madhya-pradesh,2021,3,455001,207599
4257,madhya-pradesh,2021,3,452010,196173
4258,madhya-pradesh,2021,3,462001,170393
4259,madhya-pradesh,2021,3,457001,167859
4260,madhya-pradesh,2021,3,482001,157536
4261,madhya-pradesh,2021,3,480001,153878
4262,madhya-pradesh,2021,3,474001,144518
4263,madhya-pradesh,2021,3,485001,143700
4264,madhya-pradesh,2021,4,482002,246911
4265,madhya-pradesh,2021,4,452001,225433
4266,madhya-pradesh,2021,4,455001,222066
4267,madhya-pradesh,2021,4,452010,208931
4268,madhya-pradesh,2021,4,462001,181784
4269,madhya-pradesh,2021,4,457001,179603
4270,madhya-pradesh,2021,4,482001,167796
4271,madhya-pradesh,2021,4,480001,164329
4272,madhya-pradesh,2021,4,474001,154609
4273,madhya-pradesh,2021,4,485001,153628
4274,madhya-pradesh,2022,1,482002,261115
4275,madhya-pradesh,2022,1,452001,238296
4276,madhya-pradesh,2022,1,455001,235768
4277,madhya-pradesh,2022,1,452010,220888
4278,madhya-pradesh,2022,1,462001,192336
4279,madhya-pradesh,2022,1,457001,190837
4280,madhya-pradesh,2022,1,482001,177586
4281,madhya-pradesh,2022,1,480001,174161
4282,madhya-pradesh,2022,1,474001,164039
4283,madhya-pradesh,2022,1,485001,163020
4284,madhya-pradesh,2022,2,482002,274815
4285,madhya-pradesh,2022,2,452001,250461
4286,madhya-pradesh,2022,2,455001,248656
4287,madhya-pradesh,2022,2,452010,232223
4288,madhya-pradesh,2022,2,462001,202395
4289,madhya-pradesh,2022,2,457001,201497
4290,madhya-pradesh,2022,2,482001,186815
4291,madhya-pradesh,2022,2,480001,183624
4292,madhya-pradesh,2022,2,474001,173002
4293,madhya-pradesh,2022,2,485001,172044
4294,madhya-pradesh,2022,3,482002,288913
4295,madhya-pradesh,2022,3,452001,263235
4296,madhya-pradesh,2022,3,455001,262081
4297,madhya-pradesh,2022,3,452010,243950
4298,madhya-pradesh,2022,3,462001,212978
4299,madhya-pradesh,2022,3,457001,212433
4300,madhya-pradesh,2022,3,482001,196282
4301,madhya-pradesh,2022,3,480001,193259
4302,madhya-pradesh,2022,3,474001,182361
4303,madhya-pradesh,2022,3,485001,181296
4304,madhya-pradesh,2022,4,482002,303133
4305,madhya-pradesh,2022,4,452001,276072
4306,madhya-pradesh,2022,4,455001,274876
4307,madhya-pradesh,2022,4,452010,255626
4308,madhya-pradesh,2022,4,462001,223606
4309,madhya-pradesh,2022,4,457001,223077
4310,madhya-pradesh,2022,4,482001,205810
4311,madhya-pradesh,2022,4,480001,202602
4312,madhya-pradesh,2022,4,474001,191690
4313,madhya-pradesh,2022,4,485001,190477
4314,madhya-pradesh,2023,1,482002,317133
4315,madhya-pradesh,2023,1,452001,288286
4316,madhya-pradesh,2023,1,455001,287746
4317,madhya-pradesh,2023,1,452010,266938
4318,madhya-pradesh,2023,1,462001,233726
4319,madhya-pradesh,2023,1,457001,233495
4320,madhya-pradesh,2023,1,482001,215070
4321,madhya-pradesh,2023,1,480001,211859
4322,madhya-pradesh,2023,1,474001,200550
4323,madhya-pradesh,2023,1,485001,199604
4324,madhya-pradesh,2023,2,482002,328764
4325,madhya-pradesh,2023,2,455001,299405
4326,madhya-pradesh,2023,2,452001,298290
4327,madhya-pradesh,2023,2,452010,276442
4328,madhya-pradesh,2023,2,457001,243148
4329,madhya-pradesh,2023,2,462001,242442
4330,madhya-pradesh,2023,2,482001,222664
4331,madhya-pradesh,2023,2,480001,220177
4332,madhya-pradesh,2023,2,474001,208417
4333,madhya-pradesh,2023,2,485001,207361
4334,maharashtra,2018,1,410501,55174
4335,maharashtra,2018,1,411057,54638
4336,maharashtra,2018,1,411033,53647
4337,maharashtra,2018,1,411014,52495
4338,maharashtra,2018,1,431003,49627
4339,maharashtra,2018,1,421302,48926
4340,maharashtra,2018,1,421201,46211
4341,maharashtra,2018,1,410206,44726
4342,maharashtra,2018,1,411041,41663
4343,maharashtra,2018,1,411046,41385
4344,maharashtra,2018,2,410501,72841
4345,maharashtra,2018,2,411057,69458
4346,maharashtra,2018,2,411033,68851
4347,maharashtra,2018,2,411014,68126
4348,maharashtra,2018,2,421302,68039
4349,maharashtra,2018,2,431003,64163
4350,maharashtra,2018,2,421201,62765
4351,maharashtra,2018,2,410206,61067
4352,maharashtra,2018,2,411046,54537
4353,maharashtra,2018,2,411041,53923
4354,maharashtra,2018,3,410501,91512
4355,maharashtra,2018,3,421302,88889
4356,maharashtra,2018,3,411057,84490
4357,maharashtra,2018,3,411014,84300
4358,maharashtra,2018,3,411033,82739
4359,maharashtra,2018,3,421201,80013
4360,maharashtra,2018,3,410206,77756
4361,maharashtra,2018,3,431003,76860
4362,maharashtra,2018,3,400072,67915
4363,maharashtra,2018,3,411046,67300
4364,maharashtra,2018,4,421302,130390
4365,maharashtra,2018,4,410501,113676
4366,maharashtra,2018,4,421201,106288
4367,maharashtra,2018,4,411014,106132
4368,maharashtra,2018,4,411057,103325
4369,maharashtra,2018,4,410206,102393
4370,maharashtra,2018,4,411033,102306
4371,maharashtra,2018,4,431003,93461
4372,maharashtra,2018,4,411028,88343
4373,maharashtra,2018,4,400072,87905
4374,maharashtra,2019,1,421302,164019
4375,maharashtra,2019,1,410501,137359
4376,maharashtra,2019,1,421201,133341
4377,maharashtra,2019,1,410206,129314
4378,maharashtra,2019,1,411014,126623
4379,maharashtra,2019,1,411033,123678
4380,maharashtra,2019,1,411057,120482
4381,maharashtra,2019,1,431003,110778
4382,maharashtra,2019,1,400072,105695
4383,maharashtra,2019,1,411028,105603
4384,maharashtra,2019,2,421302,190214
4385,maharashtra,2019,2,410501,156028
4386,maharashtra,2019,2,421201,153146
4387,maharashtra,2019,2,410206,151268
4388,maharashtra,2019,2,411014,143887
4389,maharashtra,2019,2,411033,141507
4390,maharashtra,2019,2,411057,134886
4391,maharashtra,2019,2,431003,124330
4392,maharashtra,2019,2,411046,122222
4393,maharashtra,2019,2,411028,120199
4394,maharashtra,2019,3,421302,217009
4395,maharashtra,2019,3,410501,175465
4396,maharashtra,2019,3,410206,172371
4397,maharashtra,2019,3,421201,171833
4398,maharashtra,2019,3,411014,160987
4399,maharashtra,2019,3,411033,159530
4400,maharashtra,2019,3,411057,149071
4401,maharashtra,2019,3,411046,140288
4402,maharashtra,2019,3,431003,139768
4403,maharashtra,2019,3,411028,134946
4404,maharashtra,2019,4,421302,243170
4405,maharashtra,2019,4,410501,194467
4406,maharashtra,2019,4,410206,190844
4407,maharashtra,2019,4,421201,186756
4408,maharashtra,2019,4,411014,174293
4409,maharashtra,2019,4,411033,173559
4410,maharashtra,2019,4,411057,159468
4411,maharashtra,2019,4,411046,154739
4412,maharashtra,2019,4,431003,154167
4413,maharashtra,2019,4,411028,146715
4414,maharashtra,2020,1,421302,270275
4415,maharashtra,2020,1,410501,212525
4416,maharashtra,2020,1,410206,208988
4417,maharashtra,2020,1,421201,201500
4418,maharashtra,2020,1,411014,186363
4419,maharashtra,2020,1,411033,186165
4420,maharashtra,2020,1,411046,168527
4421,maharashtra,2020,1,411057,168309
4422,maharashtra,2020,1,431003,166778
4423,maharashtra,2020,1,411028,157439
4424,maharashtra,2020,2,421302,298762
4425,maharashtra,2020,2,410206,228984
4426,maharashtra,2020,2,410501,227567
4427,maharashtra,2020,2,421201,219871
4428,maharashtra,2020,2,411033,196984
4429,maharashtra,2020,2,411014,195723
4430,maharashtra,2020,2,411046,180438
4431,maharashtra,2020,2,431003,179082
4432,maharashtra,2020,2,411057,174526
4433,maharashtra,2020,2,421301,171283
4434,maharashtra,2020,3,421302,328833
4435,maharashtra,2020,3,410206,249631
4436,maharashtra,2020,3,410501,246816
4437,maharashtra,2020,3,421201,237605
4438,maharashtra,2020,3,411033,210139
4439,maharashtra,2020,3,411014,207577
4440,maharashtra,2020,3,411046,194368
4441,maharashtra,2020,3,431003,192623
4442,maharashtra,2020,3,421301,186022
4443,maharashtra,2020,3,411057,183054
4444,maharashtra,2020,4,421302,365506
4445,maharashtra,2020,4,410206,275019
4446,maharashtra,2020,4,410501,272167
4447,maharashtra,2020,4,421201,259489
4448,maharashtra,2020,4,411033,226460
4449,maharashtra,2020,4,411014,223378
4450,maharashtra,2020,4,411046,211381
4451,maharashtra,2020,4,431003,207632
4452,maharashtra,2020,4,421301,203721
4453,maharashtra,2020,4,400612,198677
4454,maharashtra,2021,1,421302,396179
4455,maharashtra,2021,1,410206,296340
4456,maharashtra,2021,1,410501,294563
4457,maharashtra,2021,1,421201,278568
4458,maharashtra,2021,1,411033,242613
4459,maharashtra,2021,1,411014,239079
4460,maharashtra,2021,1,411046,227047
4461,maharashtra,2021,1,431003,222366
4462,maharashtra,2021,1,421301,219310
4463,maharashtra,2021,1,400612,215326
4464,maharashtra,2021,2,421302,424376
4465,maharashtra,2021,2,410206,316643
4466,maharashtra,2021,2,410501,314922
4467,maharashtra,2021,2,421201,297460
4468,maharashtra,2021,2,411033,258524
4469,maharashtra,2021,2,411014,254412
4470,maharashtra,2021,2,411046,241933
4471,maharashtra,2021,2,431003,236990
4472,maharashtra,2021,2,421301,234225
4473,maharashtra,2021,2,400612,230486
4474,maharashtra,2021,3,421302,456284
4475,maharashtra,2021,3,410206,339230
4476,maharashtra,2021,3,410501,338109
4477,maharashtra,2021,3,421201,318461
4478,maharashtra,2021,3,411033,276031
4479,maharashtra,2021,3,411014,271372
4480,maharashtra,2021,3,411046,258494
4481,maharashtra,2021,3,431003,253190
4482,maharashtra,2021,3,421301,250903
4483,maharashtra,2021,3,400612,247336
4484,maharashtra,2021,4,421302,488443
4485,maharashtra,2021,4,410501,361651
4486,maharashtra,2021,4,410206,361639
4487,maharashtra,2021,4,421201,339622
4488,maharashtra,2021,4,411033,293493
4489,maharashtra,2021,4,411014,288386
4490,maharashtra,2021,4,411046,275050
4491,maharashtra,2021,4,431003,269570
4492,maharashtra,2021,4,421301,267613
4493,maharashtra,2021,4,400612,264454
4494,maharashtra,2022,1,421302,518716
4495,maharashtra,2022,1,410501,383878
4496,maharashtra,2022,1,410206,382909
4497,maharashtra,2022,1,421201,359195
4498,maharashtra,2022,1,411033,309834
4499,maharashtra,2022,1,411014,304204
4500,maharashtra,2022,1,411046,290395
4501,maharashtra,2022,1,431003,285232
4502,maharashtra,2022,1,421301,283274
4503,maharashtra,2022,1,400612,280349
4504,maharashtra,2022,2,421302,547501
4505,maharashtra,2022,2,410501,405030
4506,maharashtra,2022,2,410206,402926
4507,maharashtra,2022,2,421201,377989
4508,maharashtra,2022,2,411033,325347
4509,maharashtra,2022,2,411014,319102
4510,maharashtra,2022,2,411046,304859
4511,maharashtra,2022,2,431003,299893
4512,maharashtra,2022,2,421301,298201
4513,maharashtra,2022,2,400612,295518
4514,maharashtra,2022,3,421302,577754
4515,maharashtra,2022,3,410501,426978
4516,maharashtra,2022,3,410206,423682
4517,maharashtra,2022,3,421201,397304
4518,maharashtra,2022,3,411033,341226
4519,maharashtra,2022,3,411014,334370
4520,maharashtra,2022,3,411046,319916
4521,maharashtra,2022,3,431003,315106
4522,maharashtra,2022,3,421301,313660
4523,maharashtra,2022,3,400612,311391
4524,maharashtra,2022,4,421302,608005
4525,maharashtra,2022,4,410501,448917
4526,maharashtra,2022,4,410206,443926
4527,maharashtra,2022,4,421201,416996
4528,maharashtra,2022,4,411033,357121
4529,maharashtra,2022,4,411014,349702
4530,maharashtra,2022,4,411046,335006
4531,maharashtra,2022,4,431003,330549
4532,maharashtra,2022,4,421301,329184
4533,maharashtra,2022,4,400612,327401
4534,maharashtra,2023,1,421302,636458
4535,maharashtra,2023,1,410501,469695
4536,maharashtra,2023,1,410206,463523
4537,maharashtra,2023,1,421201,435681
4538,maharashtra,2023,1,411033,372363
4539,maharashtra,2023,1,411014,364299
4540,maharashtra,2023,1,411046,349377
4541,maharashtra,2023,1,431003,345051
4542,maharashtra,2023,1,421301,343824
4543,maharashtra,2023,1,400612,342471
4544,maharashtra,2023,2,421302,662196
4545,maharashtra,2023,2,410501,488059
4546,maharashtra,2023,2,410206,480675
4547,maharashtra,2023,2,421201,451655
4548,maharashtra,2023,2,411033,384994
4549,maharashtra,2023,2,411014,376210
4550,maharashtra,2023,2,411046,361178
4551,maharashtra,2023,2,431003,357173
4552,maharashtra,2023,2,421301,356662
4553,maharashtra,2023,2,400612,356058
4554,manipur,2018,1,795004,5825
4555,manipur,2018,1,795001,2063
4556,manipur,2018,1,795138,1608
4557,manipur,2018,1,795008,1230
4558,manipur,2018,1,795133,1211
4559,manipur,2018,1,795002,1189
4560,manipur,2018,1,795130,1034
4561,manipur,2018,1,795149,1034
4562,manipur,2018,1,795009,970
4563,manipur,2018,1,795010,948
4564,manipur,2018,2,795004,8370
4565,manipur,2018,2,795001,3001
4566,manipur,2018,2,795138,2602
4567,manipur,2018,2,795133,1893
4568,manipur,2018,2,795130,1795
4569,manipur,2018,2,795149,1775
4570,manipur,2018,2,795008,1773
4571,manipur,2018,2,795002,1728
4572,manipur,2018,2,795148,1539
4573,manipur,2018,2,795103,1516
4574,manipur,2018,3,795004,10911
4575,manipur,2018,3,795001,4101
4576,manipur,2018,3,795138,3219
4577,manipur,2018,3,795133,2534
4578,manipur,2018,3,795002,2316
4579,manipur,2018,3,795008,2279
4580,manipur,2018,3,795103,2219
4581,manipur,2018,3,795130,2128
4582,manipur,2018,3,795149,2114
4583,manipur,2018,3,795148,2056
4584,manipur,2018,4,795004,14342
4585,manipur,2018,4,795001,5526
4586,manipur,2018,4,795138,4221
4587,manipur,2018,4,795133,3508
4588,manipur,2018,4,795002,3077
4589,manipur,2018,4,795103,2985
4590,manipur,2018,4,795008,2877
4591,manipur,2018,4,795148,2734
4592,manipur,2018,4,795149,2679
4593,manipur,2018,4,795010,2549
4594,manipur,2019,1,795004,16916
4595,manipur,2019,1,795001,6562
4596,manipur,2019,1,795138,4947
4597,manipur,2019,1,795133,4247
4598,manipur,2019,1,795002,3738
4599,manipur,2019,1,795103,3612
4600,manipur,2019,1,795008,3437
4601,manipur,2019,1,795148,3259
4602,manipur,2019,1,795149,3182
4603,manipur,2019,1,795010,3025
4604,manipur,2019,2,795004,19706
4605,manipur,2019,2,795001,7662
4606,manipur,2019,2,795138,5616
4607,manipur,2019,2,795133,4966
4608,manipur,2019,2,795002,4424
4609,manipur,2019,2,795103,4265
4610,manipur,2019,2,795008,3990
4611,manipur,2019,2,795148,3777
4612,manipur,2019,2,795149,3589
4613,manipur,2019,2,795010,3558
4614,manipur,2019,3,795004,22710
4615,manipur,2019,3,795001,8963
4616,manipur,2019,3,795138,6388
4617,manipur,2019,3,795133,5752
4618,manipur,2019,3,795002,5070
4619,manipur,2019,3,795103,5001
4620,manipur,2019,3,795008,4684
4621,manipur,2019,3,795148,4254
4622,manipur,2019,3,795010,4102
4623,manipur,2019,3,795149,3974
4624,manipur,2019,4,795004,25471
4625,manipur,2019,4,795001,10002
4626,manipur,2019,4,795138,7206
4627,manipur,2019,4,795133,6672
4628,manipur,2019,4,795103,5745
4629,manipur,2019,4,795002,5696
4630,manipur,2019,4,795008,5365
4631,manipur,2019,4,795148,4925
4632,manipur,2019,4,795010,4709
4633,manipur,2019,4,795149,4512
4634,manipur,2020,1,795004,28400
4635,manipur,2020,1,795001,11267
4636,manipur,2020,1,795138,8206
4637,manipur,2020,1,795133,7649
4638,manipur,2020,1,795103,6635
4639,manipur,2020,1,795002,6376
4640,manipur,2020,1,795008,6066
4641,manipur,2020,1,795148,5614
4642,manipur,2020,1,795010,5397
4643,manipur,2020,1,795149,5197
4644,manipur,2020,2,795004,32442
4645,manipur,2020,2,795001,13115
4646,manipur,2020,2,795138,10076
4647,manipur,2020,2,795133,9675
4648,manipur,2020,2,795103,8426
4649,manipur,2020,2,795002,7522
4650,manipur,2020,2,795008,7283
4651,manipur,2020,2,795148,6862
4652,manipur,2020,2,795149,6744
4653,manipur,2020,2,795010,6572
4654,manipur,2020,3,795004,37728
4655,manipur,2020,3,795001,15470
4656,manipur,2020,3,795138,12056
4657,manipur,2020,3,795133,11530
4658,manipur,2020,3,795103,10017
4659,manipur,2020,3,795002,8812
4660,manipur,2020,3,795008,8766
4661,manipur,2020,3,795148,8207
4662,manipur,2020,3,795149,8206
4663,manipur,2020,3,795010,8105
4664,manipur,2020,4,795004,41917
4665,manipur,2020,4,795001,17273
4666,manipur,2020,4,795138,13264
4667,manipur,2020,4,795133,12893
4668,manipur,2020,4,795103,11106
4669,manipur,2020,4,795008,9845
4670,manipur,2020,4,795002,9803
4671,manipur,2020,4,795148,9237
4672,manipur,2020,4,795149,9058
4673,manipur,2020,4,795010,9055
4674,manipur,2021,1,795004,45367
4675,manipur,2021,1,795001,18706
4676,manipur,2021,1,795138,14339
4677,manipur,2021,1,795133,13896
4678,manipur,2021,1,795103,12018
4679,manipur,2021,1,795008,10659
4680,manipur,2021,1,795002,10577
4681,manipur,2021,1,795148,10038
4682,manipur,2021,1,795010,9835
4683,manipur,2021,1,795149,9752
4684,manipur,2021,2,795004,48527
4685,manipur,2021,2,795001,19987
4686,manipur,2021,2,795138,15383
4687,manipur,2021,2,795133,14912
4688,manipur,2021,2,795103,12882
4689,manipur,2021,2,795008,11401
4690,manipur,2021,2,795002,11348
4691,manipur,2021,2,795148,10740
4692,manipur,2021,2,795010,10542
4693,manipur,2021,2,795149,10473
4694,manipur,2021,3,795004,52013
4695,manipur,2021,3,795001,21440
4696,manipur,2021,3,795138,16512
4697,manipur,2021,3,795133,16112
4698,manipur,2021,3,795103,13914
4699,manipur,2021,3,795008,12242
4700,manipur,2021,3,795002,12236
4701,manipur,2021,3,795148,11534
4702,manipur,2021,3,795010,11378
4703,manipur,2021,3,795149,11323
4704,manipur,2021,4,795004,55504
4705,manipur,2021,4,795001,22870
4706,manipur,2021,4,795138,17655
4707,manipur,2021,4,795133,17290
4708,manipur,2021,4,795103,14898
4709,manipur,2021,4,795002,13103
4710,manipur,2021,4,795008,13084
4711,manipur,2021,4,795148,12351
4712,manipur,2021,4,795010,12210
4713,manipur,2021,4,795149,12180
4714,manipur,2022,1,795004,58698
4715,manipur,2022,1,795001,24200
4716,manipur,2022,1,795138,18698
4717,manipur,2022,1,795133,18416
4718,manipur,2022,1,795103,15858
4719,manipur,2022,1,795002,13936
4720,manipur,2022,1,795008,13884
4721,manipur,2022,1,795148,13156
4722,manipur,2022,1,795010,12970
4723,manipur,2022,1,795149,12932
4724,manipur,2022,2,795004,61814
4725,manipur,2022,2,795001,25501
4726,manipur,2022,2,795138,19715
4727,manipur,2022,2,795133,19429
4728,manipur,2022,2,795103,16787
4729,manipur,2022,2,795002,14709
4730,manipur,2022,2,795008,14659
4731,manipur,2022,2,795148,13885
4732,manipur,2022,2,795010,13673
4733,manipur,2022,2,795149,13652
4734,manipur,2022,3,795004,65086
4735,manipur,2022,3,795001,26851
4736,manipur,2022,3,795138,20753
4737,manipur,2022,3,795133,20419
4738,manipur,2022,3,795103,17684
4739,manipur,2022,3,795002,15491
4740,manipur,2022,3,795008,15410
4741,manipur,2022,3,795148,14636
4742,manipur,2022,3,795149,14379
4743,manipur,2022,3,795010,14377
4744,manipur,2022,4,795004,68237
4745,manipur,2022,4,795001,28149
4746,manipur,2022,4,795138,21736
4747,manipur,2022,4,795133,21231
4748,manipur,2022,4,795103,18448
4749,manipur,2022,4,795002,16213
4750,manipur,2022,4,795008,16111
4751,manipur,2022,4,795148,15321
4752,manipur,2022,4,795149,15025
4753,manipur,2022,4,795010,15009
4754,manipur,2023,1,795004,71219
4755,manipur,2023,1,795001,29381
4756,manipur,2023,1,795138,22719
4757,manipur,2023,1,795133,22153
4758,manipur,2023,1,795103,19287
4759,manipur,2023,1,795002,16940
4760,manipur,2023,1,795008,16826
4761,manipur,2023,1,795148,16007
4762,manipur,2023,1,795149,15692
4763,manipur,2023,1,795010,15662
4764,manipur,2023,2,795004,73902
4765,manipur,2023,2,795001,30512
4766,manipur,2023,2,795138,23606
4767,manipur,2023,2,795133,23177
4768,manipur,2023,2,795103,20138
4769,manipur,2023,2,795002,17664
4770,manipur,2023,2,795008,17497
4771,manipur,2023,2,795148,16688
4772,manipur,2023,2,795010,16376
4773,manipur,2023,2,795149,16351
4774,meghalaya,2018,1,793001,2493
4775,meghalaya,2018,1,793002,1386
4776,meghalaya,2018,1,794001,1033
4777,meghalaya,2018,1,793210,999
4778,meghalaya,2018,1,793011,943
4779,meghalaya,2018,1,793101,908
4780,meghalaya,2018,1,794105,855
4781,meghalaya,2018,1,794101,752
4782,meghalaya,2018,1,793007,646
4783,meghalaya,2018,1,793004,613
4784,meghalaya,2018,2,793001,3410
4785,meghalaya,2018,2,793002,1857
4786,meghalaya,2018,2,793210,1430
4787,meghalaya,2018,2,794001,1415
4788,meghalaya,2018,2,793101,1379
4789,meghalaya,2018,2,793011,1320
4790,meghalaya,2018,2,794105,1233
