,State,Year,Quarter,District,Count,Amount
13824,uttar-pradesh,2018,3,ambedkar nagar district,264890,269943413.3178917
13825,uttar-pradesh,2018,3,bahraich district,128822,200437178.42282724
13826,uttar-pradesh,2018,3,jalaun district,142558,169360197.0591228
13827,uttar-pradesh,2018,3,rampur district,370270,284977719.9281094
13828,uttar-pradesh,2018,3,ballia district,259630,453562948.30364865
13829,uttar-pradesh,2018,3,shravasti district,29870,46461398.64261969
13830,uttar-pradesh,2018,3,kasganj district,58678,94116514.83083017
13831,uttar-pradesh,2018,3,varanasi district,3305134,2367346800.1463585
13832,uttar-pradesh,2018,3,gautam buddha nagar district,3256802,4828673888.270048
13833,uttar-pradesh,2018,3,basti district,181572,311025777.26409966
13834,uttar-pradesh,2018,3,shamli district,78033,143916458.48132676
13835,uttar-pradesh,2018,3,maharajganj district,251326,393493251.5590672
13836,uttar-pradesh,2018,3,etawah district,132527,187885317.91935676
13837,uttar-pradesh,2018,3,etah district,66044,126687687.08381574
13838,uttar-pradesh,2018,3,banda district,100068,124786815.22224602
13839,uttar-pradesh,2018,3,bijnor district,204728,369345535.9915008
13840,uttar-pradesh,2018,3,hardoi district,142922,195783949.2378096
13841,uttar-pradesh,2018,3,balrampur district,66029,134378011.19343144
13842,uttar-pradesh,2018,3,amroha district,100455,183940278.8866452
13843,uttar-pradesh,2018,3,pilibhit district,127083,141466796.26969764
13844,uttar-pradesh,2018,3,mainpuri district,132863,163732822.42209786
13845,uttar-pradesh,2018,3,kanpur dehat district,80659,128327549.52937222
13846,uttar-pradesh,2018,3,jaunpur district,381719,618303349.8107088
13847,uttar-pradesh,2018,3,kaushambi district,51040,72407851.83838873
13848,uttar-pradesh,2018,3,hapur district,135845,256753552.1045843
13849,uttar-pradesh,2018,3,hamirpur district,95140,105996112.71759164
13850,uttar-pradesh,2018,3,meerut district,439181,914592154.1711264
13851,uttar-pradesh,2018,3,mathura district,254457,497189255.17567295
13852,uttar-pradesh,2018,3,chitrakoot district,43872,66070986.60201372
13853,uttar-pradesh,2018,3,lalitpur district,84832,117829673.63676032
13854,uttar-pradesh,2018,3,mau district,174181,224554612.28490758
13855,uttar-pradesh,2018,3,mirzapur district,193581,235891741.50021005
13856,uttar-pradesh,2018,3,bulandshahr district,219961,384710306.2707491
13857,uttar-pradesh,2018,3,gonda district,180955,359187670.54018164
13858,uttar-pradesh,2018,3,jhansi district,305260,532106857.59149486
13859,uttar-pradesh,2018,3,chandauli district,286920,296736052.73655057
13860,uttar-pradesh,2018,3,bhadohi district,144640,193754417.68330258
13861,uttar-pradesh,2018,3,pratapgarh district,192406,256607675.7948947
13862,uttar-pradesh,2018,3,saharanpur district,291298,475751601.7841493
13863,uttar-pradesh,2018,3,bara banki district,165404,221289109.21528998
13864,uttar-pradesh,2018,3,bareilly district,530401,701813397.931004
13865,uttar-pradesh,2018,3,sitapur district,1244942,657116597.5883418
13866,uttar-pradesh,2018,3,sultanpur district,178628,264719605.61577424
13867,uttar-pradesh,2018,3,agra district,491708,934001805.3935691
13868,uttar-pradesh,2018,3,fatehpur district,121093,158496730.93156183
13869,uttar-pradesh,2018,3,rae bareli district,161980,219331961.49682626
13870,uttar-pradesh,2018,3,firozabad district,123057,222644453.9797347
13871,uttar-pradesh,2018,3,kheri district,588144,407114607.5597075
13872,uttar-pradesh,2018,3,gorakhpur district,589891,1060239355.7696368
13873,uttar-pradesh,2018,3,unnao district,135326,179580331.29400557
13874,uttar-pradesh,2018,3,prayagraj district,1091032,1590288136.836483
13875,uttar-pradesh,2018,3,sonbhadra district,233627,390785529.4547806
13876,uttar-pradesh,2018,3,ghazipur district,300379,479779397.3242098
13877,uttar-pradesh,2018,3,farrukhabad district,103556,151319932.08823365
13878,uttar-pradesh,2018,3,kannauj district,186578,177809589.23503107
13879,uttar-pradesh,2018,3,azamgarh district,307862,510111894.95135725
13880,uttar-pradesh,2018,3,ayodhya district,241948,328434663.6060386
13881,uttar-pradesh,2018,3,deoria district,309790,495910058.96542025
13882,uttar-pradesh,2018,3,ghaziabad district,1537030,2613540894.7239933
13883,uttar-pradesh,2018,4,amethi district,217755,320216703.9976958
13884,uttar-pradesh,2018,4,siddharthnagar district,224522,554110285.7995359
13885,uttar-pradesh,2018,4,auraiya district,172120,238641495.17246974
13886,uttar-pradesh,2018,4,sambhal district,125436,221153042.97730047
13887,uttar-pradesh,2018,4,kanpur nagar district,1254123,2045066575.82861
13888,uttar-pradesh,2018,4,aligarh district,447620,797646145.1770936
13889,uttar-pradesh,2018,4,mahoba district,71696,120548654.54538429
13890,uttar-pradesh,2018,4,lucknow district,2611582,4678614438.94069
13891,uttar-pradesh,2018,4,sant kabeer nagar district,161784,341396174.60754293
13892,uttar-pradesh,2018,4,hathras district,119900,215138949.07355016
13893,uttar-pradesh,2018,4,budaun district,158573,223748130.0860489
13894,uttar-pradesh,2018,4,moradabad district,347253,721241786.7206835
13895,uttar-pradesh,2018,4,kushinagar district,643682,1037935617.0609084
13896,uttar-pradesh,2018,4,baghpat district,165081,348857994.00375867
13897,uttar-pradesh,2018,4,shahjahanpur district,219554,305588308.9615815
13898,uttar-pradesh,2018,4,muzaffarnagar district,312409,597648868.0445137
13899,uttar-pradesh,2018,4,ambedkar nagar district,288963,375100390.9851628
13900,uttar-pradesh,2018,4,bahraich district,191449,312572457.47311395
13901,uttar-pradesh,2018,4,jalaun district,199122,260511686.58375
13902,uttar-pradesh,2018,4,rampur district,230817,294450956.40007424
13903,uttar-pradesh,2018,4,ballia district,419084,772748973.4912162
13904,uttar-pradesh,2018,4,shravasti district,54867,85494014.91305166
13905,uttar-pradesh,2018,4,kasganj district,87216,133261923.76046038
13906,uttar-pradesh,2018,4,varanasi district,1806800,2082572099.2679353
13907,uttar-pradesh,2018,4,gautam buddha nagar district,6083056,7483532543.63562
13908,uttar-pradesh,2018,4,basti district,312025,557770598.2115663
13909,uttar-pradesh,2018,4,shamli district,116324,249652750.04554063
13910,uttar-pradesh,2018,4,maharajganj district,374480,564684784.3314693
13911,uttar-pradesh,2018,4,etawah district,174001,301410901.27215564
13912,uttar-pradesh,2018,4,etah district,102642,197160950.42546722
13913,uttar-pradesh,2018,4,banda district,123768,158276578.0289125
13914,uttar-pradesh,2018,4,bijnor district,314498,560149244.8589183
13915,uttar-pradesh,2018,4,hardoi district,203874,300642408.61626077
13916,uttar-pradesh,2018,4,balrampur district,102204,240528458.28625107
13917,uttar-pradesh,2018,4,amroha district,170297,296873597.0146003
13918,uttar-pradesh,2018,4,pilibhit district,281104,223932379.9095542
13919,uttar-pradesh,2018,4,mainpuri district,158673,234152214.9360185
13920,uttar-pradesh,2018,4,kanpur dehat district,125159,215093100.8179539
13921,uttar-pradesh,2018,4,jaunpur district,578939,990610806.4562361
13922,uttar-pradesh,2018,4,kaushambi district,74106,117825844.90465787
13923,uttar-pradesh,2018,4,hapur district,241731,427896591.4985336
13924,uttar-pradesh,2018,4,hamirpur district,118516,150158878.3408767
13925,uttar-pradesh,2018,4,meerut district,700099,1476906079.0968897
13926,uttar-pradesh,2018,4,mathura district,396421,786701504.3756256
13927,uttar-pradesh,2018,4,chitrakoot district,65737,105741742.85271648
13928,uttar-pradesh,2018,4,lalitpur district,233847,186282846.30377722
13929,uttar-pradesh,2018,4,mau district,274518,390625308.9627446
13930,uttar-pradesh,2018,4,mirzapur district,292253,385922043.77289444
13931,uttar-pradesh,2018,4,bulandshahr district,342458,656793599.595126
13932,uttar-pradesh,2018,4,gonda district,274306,571261715.108981
13933,uttar-pradesh,2018,4,jhansi district,470280,822983950.2096269
13934,uttar-pradesh,2018,4,chandauli district,283080,391660402.92732894
13935,uttar-pradesh,2018,4,bhadohi district,194370,290705297.72941494
13936,uttar-pradesh,2018,4,pratapgarh district,273497,434763115.1752979
13937,uttar-pradesh,2018,4,saharanpur district,473870,763724835.5837415
13938,uttar-pradesh,2018,4,bara banki district,257423,350083111.55564934
13939,uttar-pradesh,2018,4,bareilly district,797506,1011406319.216877
13940,uttar-pradesh,2018,4,sitapur district,427785,367045918.21577764
13941,uttar-pradesh,2018,4,sultanpur district,292592,423080891.21484375
13942,uttar-pradesh,2018,4,agra district,705927,1401083560.6623816
13943,uttar-pradesh,2018,4,fatehpur district,166912,251177436.13282135
13944,uttar-pradesh,2018,4,rae bareli district,234605,360317857.23215294
13945,uttar-pradesh,2018,4,firozabad district,192346,353962131.81579304
13946,uttar-pradesh,2018,4,kheri district,470761,442391136.20100224
13947,uttar-pradesh,2018,4,gorakhpur district,879250,1682899421.8564157
13948,uttar-pradesh,2018,4,unnao district,209580,298283495.6356672
13949,uttar-pradesh,2018,4,prayagraj district,1603709,2373886785.8107786
13950,uttar-pradesh,2018,4,sonbhadra district,333564,573280272.4264697
13951,uttar-pradesh,2018,4,ghazipur district,482849,822620900.3065906
13952,uttar-pradesh,2018,4,farrukhabad district,172603,251542901.8751523
13953,uttar-pradesh,2018,4,kannauj district,178947,223722716.63191634
13954,uttar-pradesh,2018,4,azamgarh district,490180,837418335.3507676
13955,uttar-pradesh,2018,4,ayodhya district,385089,531445205.48784745
13956,uttar-pradesh,2018,4,deoria district,465824,804626102.8561076
13957,uttar-pradesh,2018,4,ghaziabad district,2891774,4117778328.278023
13958,uttar-pradesh,2019,1,amethi district,326845,421547862.21643007
13959,uttar-pradesh,2019,1,siddharthnagar district,302351,671054381.4997554
13960,uttar-pradesh,2019,1,auraiya district,207711,294870219.1369581
13961,uttar-pradesh,2019,1,sambhal district,167634,306890452.214322
13962,uttar-pradesh,2019,1,kanpur nagar district,2045370,2882041800.6601443
13963,uttar-pradesh,2019,1,aligarh district,616388,1034079162.0896344
13964,uttar-pradesh,2019,1,mahoba district,104306,143934422.22559807
13965,uttar-pradesh,2019,1,lucknow district,6724967,10007890617.082235
13966,uttar-pradesh,2019,1,sant kabeer nagar district,239347,462726217.58538276
13967,uttar-pradesh,2019,1,hathras district,174304,273821973.13173586
13968,uttar-pradesh,2019,1,budaun district,231747,313629446.05128956
13969,uttar-pradesh,2019,1,moradabad district,454392,905856097.7504036
13970,uttar-pradesh,2019,1,kushinagar district,1000902,1473390210.6098776
13971,uttar-pradesh,2019,1,baghpat district,249381,454044345.6599624
13972,uttar-pradesh,2019,1,shahjahanpur district,337264,406695935.7601104
13973,uttar-pradesh,2019,1,muzaffarnagar district,431271,786587840.046669
13974,uttar-pradesh,2019,1,ambedkar nagar district,465210,515880244.4764167
13975,uttar-pradesh,2019,1,bahraich district,248172,407089053.6966136
13976,uttar-pradesh,2019,1,jalaun district,252004,330609423.26976085
13977,uttar-pradesh,2019,1,rampur district,321906,401776328.21130365
13978,uttar-pradesh,2019,1,ballia district,659104,973228100.1421771
13979,uttar-pradesh,2019,1,shravasti district,70553,100068299.13101007
13980,uttar-pradesh,2019,1,kasganj district,123238,167843222.54848066
13981,uttar-pradesh,2019,1,varanasi district,2290282,2681050295.126403
13982,uttar-pradesh,2019,1,gautam buddha nagar district,10750094,10286434896.546099
13983,uttar-pradesh,2019,1,basti district,419396,772444094.9342802
13984,uttar-pradesh,2019,1,shamli district,160929,331584594.9941297
13985,uttar-pradesh,2019,1,maharajganj district,465056,735422361.1177148
13986,uttar-pradesh,2019,1,etawah district,259857,358358492.18644714
13987,uttar-pradesh,2019,1,etah district,141351,241505950.47302642
13988,uttar-pradesh,2019,1,banda district,203200,232838601.5668059
13989,uttar-pradesh,2019,1,bijnor district,445813,719664027.4644611
13990,uttar-pradesh,2019,1,hardoi district,290787,390884434.75340426
13991,uttar-pradesh,2019,1,balrampur district,131087,301914168.12572217
13992,uttar-pradesh,2019,1,amroha district,236538,416822133.8550206
13993,uttar-pradesh,2019,1,pilibhit district,351018,308217258.4205318
13994,uttar-pradesh,2019,1,mainpuri district,195238,281450804.75064
13995,uttar-pradesh,2019,1,kanpur dehat district,179306,271700353.33018994
13996,uttar-pradesh,2019,1,jaunpur district,840405,1184712382.0874712
13997,uttar-pradesh,2019,1,kaushambi district,110359,163354770.4238072
13998,uttar-pradesh,2019,1,hapur district,398797,587354810.1770575
13999,uttar-pradesh,2019,1,hamirpur district,155579,181681066.41100046
14000,uttar-pradesh,2019,1,meerut district,1120213,1863635814.4861012
14001,uttar-pradesh,2019,1,mathura district,594162,1014279623.4310343
14002,uttar-pradesh,2019,1,chitrakoot district,97299,143373050.38522738
14003,uttar-pradesh,2019,1,lalitpur district,253422,253074203.76345152
14004,uttar-pradesh,2019,1,mau district,353323,465619289.25446576
14005,uttar-pradesh,2019,1,mirzapur district,420967,514406789.9841273
14006,uttar-pradesh,2019,1,bulandshahr district,543452,895119004.8359941
14007,uttar-pradesh,2019,1,gonda district,351503,727849032.2573541
14008,uttar-pradesh,2019,1,jhansi district,714029,1067602094.8140204
14009,uttar-pradesh,2019,1,chandauli district,415199,499557403.3362822
14010,uttar-pradesh,2019,1,bhadohi district,320769,372400427.5067629
14011,uttar-pradesh,2019,1,pratapgarh district,397166,572695934.4218535
14012,uttar-pradesh,2019,1,saharanpur district,656076,1000734203.096807
14013,uttar-pradesh,2019,1,bara banki district,364428,450678161.5987823
14014,uttar-pradesh,2019,1,bareilly district,1150731,1325492844.7851303
14015,uttar-pradesh,2019,1,sitapur district,473527,457965021.4121072
14016,uttar-pradesh,2019,1,sultanpur district,499375,610606915.5462227
14017,uttar-pradesh,2019,1,agra district,1055850,1798577433.7026842
14018,uttar-pradesh,2019,1,fatehpur district,226784,316452146.79670477
14019,uttar-pradesh,2019,1,rae bareli district,312361,443410196.1237717
14020,uttar-pradesh,2019,1,firozabad district,265828,461030301.08055127
14021,uttar-pradesh,2019,1,kheri district,615443,548415887.9106755
14022,uttar-pradesh,2019,1,gorakhpur district,1266510,2149018597.784897
14023,uttar-pradesh,2019,1,unnao district,266970,377760951.7721302
14024,uttar-pradesh,2019,1,prayagraj district,2524007,3328073518.103963
14025,uttar-pradesh,2019,1,sonbhadra district,512752,724325762.6327823
14026,uttar-pradesh,2019,1,ghazipur district,739327,957958166.4289242
14027,uttar-pradesh,2019,1,farrukhabad district,197121,298981837.0585528
14028,uttar-pradesh,2019,1,kannauj district,203044,263647855.21869558
14029,uttar-pradesh,2019,1,azamgarh district,695137,1026685594.7636292
14030,uttar-pradesh,2019,1,ayodhya district,580371,733819037.5827813
14031,uttar-pradesh,2019,1,deoria district,753335,1046211029.9793364
14032,uttar-pradesh,2019,1,ghaziabad district,4604564,5631770850.217073
14033,uttar-pradesh,2019,2,amethi district,266904,451554167.6923269
14034,uttar-pradesh,2019,2,siddharthnagar district,310255,894965280.8870137
14035,uttar-pradesh,2019,2,auraiya district,187035,355103136.4210352
14036,uttar-pradesh,2019,2,sambhal district,140505,332684806.1640546
14037,uttar-pradesh,2019,2,kanpur nagar district,2572884,4421750497.07041
14038,uttar-pradesh,2019,2,aligarh district,636744,1206838766.035463
14039,uttar-pradesh,2019,2,mahoba district,88311,176742462.52018404
14040,uttar-pradesh,2019,2,lucknow district,12624404,22426462674.94428
14041,uttar-pradesh,2019,2,sant kabeer nagar district,235516,592340368.2448161
14042,uttar-pradesh,2019,2,hathras district,165078,315837612.6668841
14043,uttar-pradesh,2019,2,budaun district,192308,352038721.46108484
14044,uttar-pradesh,2019,2,moradabad district,408045,957026959.7072669
14045,uttar-pradesh,2019,2,kushinagar district,791535,1682457442.3442822
14046,uttar-pradesh,2019,2,baghpat district,230331,500645573.63814473
14047,uttar-pradesh,2019,2,shahjahanpur district,263493,445041438.19809544
14048,uttar-pradesh,2019,2,muzaffarnagar district,376962,826260658.1173649
14049,uttar-pradesh,2019,2,ambedkar nagar district,368546,581590905.8951519
14050,uttar-pradesh,2019,2,bahraich district,219659,479908955.7090823
14051,uttar-pradesh,2019,2,jalaun district,211738,402494738.83459663
14052,uttar-pradesh,2019,2,rampur district,228551,422959618.6737788
14053,uttar-pradesh,2019,2,ballia district,547294,1035719450.4146695
14054,uttar-pradesh,2019,2,shravasti district,59054,113684795.79887383
14055,uttar-pradesh,2019,2,kasganj district,111076,193472365.375418
14056,uttar-pradesh,2019,2,varanasi district,2098693,3382380917.5993013
14057,uttar-pradesh,2019,2,gautam buddha nagar district,9667218,10716810453.722048
14058,uttar-pradesh,2019,2,basti district,389946,927574165.0597105
14059,uttar-pradesh,2019,2,shamli district,155157,364131458.5697053
14060,uttar-pradesh,2019,2,maharajganj district,478890,876340120.0847826
14061,uttar-pradesh,2019,2,etawah district,215576,403035193.20454574
14062,uttar-pradesh,2019,2,etah district,138846,280149577.1676371
14063,uttar-pradesh,2019,2,banda district,157420,254375614.87611157
14064,uttar-pradesh,2019,2,bijnor district,379866,784443552.2939653
14065,uttar-pradesh,2019,2,hardoi district,259447,411747383.496356
14066,uttar-pradesh,2019,2,balrampur district,146778,439935664.9954252
14067,uttar-pradesh,2019,2,amroha district,206435,455744026.94157046
14068,uttar-pradesh,2019,2,pilibhit district,236078,310108647.3499657
14069,uttar-pradesh,2019,2,mainpuri district,197750,323456005.6560243
14070,uttar-pradesh,2019,2,kanpur dehat district,165783,319748875.88976467
14071,uttar-pradesh,2019,2,jaunpur district,786691,1547948139.9351149
14072,uttar-pradesh,2019,2,kaushambi district,97533,181710683.35481194
14073,uttar-pradesh,2019,2,hapur district,330314,596535269.5005661
14074,uttar-pradesh,2019,2,hamirpur district,130925,239592146.05533352
14075,uttar-pradesh,2019,2,meerut district,1123899,2212165528.988115
14076,uttar-pradesh,2019,2,mathura district,610141,1213007841.9239175
14077,uttar-pradesh,2019,2,chitrakoot district,83083,159972561.27380335
14078,uttar-pradesh,2019,2,lalitpur district,185877,299432267.8582648
14079,uttar-pradesh,2019,2,mau district,308586,541874420.758134
14080,uttar-pradesh,2019,2,mirzapur district,338746,595094512.5136702
14081,uttar-pradesh,2019,2,bulandshahr district,498918,1017739201.5246234
14082,uttar-pradesh,2019,2,gonda district,335254,922942819.2342424
14083,uttar-pradesh,2019,2,jhansi district,628279,1234386137.5550594
14084,uttar-pradesh,2019,2,chandauli district,331329,538498073.4868242
14085,uttar-pradesh,2019,2,bhadohi district,250504,411685597.86702055
14086,uttar-pradesh,2019,2,pratapgarh district,362782,673178075.8116037
14087,uttar-pradesh,2019,2,saharanpur district,609666,1197548161.8863935
14088,uttar-pradesh,2019,2,bara banki district,318729,502225831.0034278
14089,uttar-pradesh,2019,2,bareilly district,893059,1444372593.85735
14090,uttar-pradesh,2019,2,sitapur district,363567,513060347.75399524
14091,uttar-pradesh,2019,2,sultanpur district,381974,668113450.638437
14092,uttar-pradesh,2019,2,agra district,1094456,2048417269.886173
14093,uttar-pradesh,2019,2,fatehpur district,188877,356762072.1709555
14094,uttar-pradesh,2019,2,rae bareli district,273258,476603525.16169524
14095,uttar-pradesh,2019,2,firozabad district,279459,530230873.49751854
14096,uttar-pradesh,2019,2,kheri district,416412,569150953.1782918
14097,uttar-pradesh,2019,2,gorakhpur district,1168931,2516446619.5934477
14098,uttar-pradesh,2019,2,unnao district,260465,436025008.4026351
14099,uttar-pradesh,2019,2,prayagraj district,2300600,3610973840.451373
14100,uttar-pradesh,2019,2,sonbhadra district,383509,758680516.998383
14101,uttar-pradesh,2019,2,ghazipur district,616075,1140075904.2154357
14102,uttar-pradesh,2019,2,farrukhabad district,188426,349337598.8037064
14103,uttar-pradesh,2019,2,kannauj district,205350,280784087.0344801
14104,uttar-pradesh,2019,2,azamgarh district,643099,1270821808.341103
14105,uttar-pradesh,2019,2,ayodhya district,443014,791220563.4340049
14106,uttar-pradesh,2019,2,deoria district,642443,1284414150.0011582
14107,uttar-pradesh,2019,2,ghaziabad district,4679159,6368927863.001434
14108,uttar-pradesh,2019,3,amethi district,274229,457961949.52611804
14109,uttar-pradesh,2019,3,siddharthnagar district,320825,822517503.3363535
14110,uttar-pradesh,2019,3,auraiya district,208407,374218862.8394393
14111,uttar-pradesh,2019,3,sambhal district,173100,360822673.86408234
14112,uttar-pradesh,2019,3,kanpur nagar district,3032525,5151875480.314058
14113,uttar-pradesh,2019,3,aligarh district,963300,1512844915.5855925
14114,uttar-pradesh,2019,3,mahoba district,95118,167837750.89316642
14115,uttar-pradesh,2019,3,lucknow district,11708246,24465158674.661304
14116,uttar-pradesh,2019,3,sant kabeer nagar district,239631,570593147.8701537
14117,uttar-pradesh,2019,3,hathras district,225830,378558205.78767884
14118,uttar-pradesh,2019,3,budaun district,217390,385248376.4059906
14119,uttar-pradesh,2019,3,moradabad district,513828,1093980088.221823
14120,uttar-pradesh,2019,3,kushinagar district,730646,1556135072.2857654
14121,uttar-pradesh,2019,3,baghpat district,309849,587767966.4803164
14122,uttar-pradesh,2019,3,shahjahanpur district,304259,488337410.633788
14123,uttar-pradesh,2019,3,muzaffarnagar district,525482,954690286.8280857
14124,uttar-pradesh,2019,3,ambedkar nagar district,360610,547859948.7740917
14125,uttar-pradesh,2019,3,bahraich district,240440,493719209.30518043
14126,uttar-pradesh,2019,3,jalaun district,239290,412494066.11994874
14127,uttar-pradesh,2019,3,rampur district,250113,456757637.63550186
14128,uttar-pradesh,2019,3,ballia district,518281,968560613.0861282
14129,uttar-pradesh,2019,3,shravasti district,61489,129370284.58139008
14130,uttar-pradesh,2019,3,kasganj district,146757,235440734.30770737
14131,uttar-pradesh,2019,3,varanasi district,2441735,3772442225.290722
14132,uttar-pradesh,2019,3,gautam buddha nagar district,13014875,14118512957.85155
14133,uttar-pradesh,2019,3,basti district,391016,868207697.9016688
14134,uttar-pradesh,2019,3,shamli district,203262,421501852.8137667
14135,uttar-pradesh,2019,3,maharajganj district,448750,875745254.4863498
14136,uttar-pradesh,2019,3,etawah district,264749,453498410.9431795
14137,uttar-pradesh,2019,3,etah district,186724,347473162.39204526
14138,uttar-pradesh,2019,3,banda district,156394,256980642.8669443
14139,uttar-pradesh,2019,3,bijnor district,465326,901149609.6450592
14140,uttar-pradesh,2019,3,hardoi district,290466,435214416.9028206
14141,uttar-pradesh,2019,3,balrampur district,169421,416338758.89187086
14142,uttar-pradesh,2019,3,amroha district,240249,523523675.31063884
14143,uttar-pradesh,2019,3,pilibhit district,226742,334286741.4373876
14144,uttar-pradesh,2019,3,mainpuri district,237130,380174278.0983307
14145,uttar-pradesh,2019,3,kanpur dehat district,195248,360771147.71278274
14146,uttar-pradesh,2019,3,jaunpur district,757706,1333195631.6065032
14147,uttar-pradesh,2019,3,kaushambi district,123627,197365010.48765758
14148,uttar-pradesh,2019,3,hapur district,426387,711823379.7560599
14149,uttar-pradesh,2019,3,hamirpur district,141816,232540669.92897475
14150,uttar-pradesh,2019,3,meerut district,1429176,2615800654.5366073
14151,uttar-pradesh,2019,3,mathura district,860755,1539891481.5430467
14152,uttar-pradesh,2019,3,chitrakoot district,92093,170002948.8446023
14153,uttar-pradesh,2019,3,lalitpur district,200629,320830007.8896627
14154,uttar-pradesh,2019,3,mau district,289175,508132593.4963125
14155,uttar-pradesh,2019,3,mirzapur district,370018,604811367.0486603
14156,uttar-pradesh,2019,3,bulandshahr district,661182,1181078745.5521696
14157,uttar-pradesh,2019,3,gonda district,395791,882626251.478508
14158,uttar-pradesh,2019,3,jhansi district,811098,1431255309.32276
14159,uttar-pradesh,2019,3,chandauli district,335261,552232588.7462204
14160,uttar-pradesh,2019,3,bhadohi district,254395,384878660.8586165
14161,uttar-pradesh,2019,3,pratapgarh district,377704,643587970.4904829
14162,uttar-pradesh,2019,3,saharanpur district,872438,1432305061.8914812
14163,uttar-pradesh,2019,3,bara banki district,393903,565012757.3761901
14164,uttar-pradesh,2019,3,bareilly district,1164660,1630271295.8342814
14165,uttar-pradesh,2019,3,sitapur district,536281,584813456.8124702
14166,uttar-pradesh,2019,3,sultanpur district,368309,624816515.2277038
14167,uttar-pradesh,2019,3,agra district,1678565,2589010631.0242796
14168,uttar-pradesh,2019,3,fatehpur district,217086,362244820.75375307
14169,uttar-pradesh,2019,3,rae bareli district,302109,534436240.9415308
14170,uttar-pradesh,2019,3,firozabad district,440487,634458695.8221478
14171,uttar-pradesh,2019,3,kheri district,477249,600146322.8212832
14172,uttar-pradesh,2019,3,gorakhpur district,1301866,2600290226.3257475
14173,uttar-pradesh,2019,3,unnao district,356473,503877920.0297375
14174,uttar-pradesh,2019,3,prayagraj district,2766837,4091292783.6421504
14175,uttar-pradesh,2019,3,sonbhadra district,419238,829425996.8621877
14176,uttar-pradesh,2019,3,ghazipur district,582438,1046180128.5320454
14177,uttar-pradesh,2019,3,farrukhabad district,254048,416393130.76567614
14178,uttar-pradesh,2019,3,kannauj district,202155,322378590.14869845
14179,uttar-pradesh,2019,3,azamgarh district,614200,1166995387.2236562
14180,uttar-pradesh,2019,3,ayodhya district,460000,840285142.6835718
14181,uttar-pradesh,2019,3,deoria district,630682,1159986105.432581
14182,uttar-pradesh,2019,3,ghaziabad district,6466390,8384891301.42561
14183,uttar-pradesh,2019,4,amethi district,385496,683646970.1812466
14184,uttar-pradesh,2019,4,siddharthnagar district,404440,1106226161.274441
14185,uttar-pradesh,2019,4,auraiya district,296077,549636189.7449863
14186,uttar-pradesh,2019,4,sambhal district,224755,483387045.50147307
14187,uttar-pradesh,2019,4,kanpur nagar district,3438636,6283713197.57716
14188,uttar-pradesh,2019,4,aligarh district,1161353,2034279415.2708366
14189,uttar-pradesh,2019,4,mahoba district,137733,244474408.08630717
14190,uttar-pradesh,2019,4,lucknow district,14205324,30191564282.331238
14191,uttar-pradesh,2019,4,sant kabeer nagar district,304918,749871481.5486368
14192,uttar-pradesh,2019,4,hathras district,314326,584110065.0207132
14193,uttar-pradesh,2019,4,budaun district,298062,533875756.7647765
14194,uttar-pradesh,2019,4,moradabad district,686463,1469709142.4561715
14195,uttar-pradesh,2019,4,kushinagar district,992091,2182627277.826824
14196,uttar-pradesh,2019,4,baghpat district,431728,848871037.413548
14197,uttar-pradesh,2019,4,shahjahanpur district,379896,668190077.1501824
14198,uttar-pradesh,2019,4,muzaffarnagar district,619496,1229126610.3300664
14199,uttar-pradesh,2019,4,ambedkar nagar district,499240,779836279.3967726
14200,uttar-pradesh,2019,4,bahraich district,341814,644249415.539638
14201,uttar-pradesh,2019,4,jalaun district,334493,586293724.4664252
14202,uttar-pradesh,2019,4,rampur district,324874,631324138.7649697
14203,uttar-pradesh,2019,4,ballia district,727597,1427288854.0797868
14204,uttar-pradesh,2019,4,shravasti district,78564,164110483.56702596
14205,uttar-pradesh,2019,4,kasganj district,180784,331913103.5134749
14206,uttar-pradesh,2019,4,varanasi district,4217796,5004637433.780641
14207,uttar-pradesh,2019,4,gautam buddha nagar district,16003102,17701548866.812836
14208,uttar-pradesh,2019,4,basti district,530218,1224897525.9800131
14209,uttar-pradesh,2019,4,shamli district,265095,564166990.4436123
14210,uttar-pradesh,2019,4,maharajganj district,527206,1179282302.0661354
14211,uttar-pradesh,2019,4,etawah district,388969,635011988.0541148
14212,uttar-pradesh,2019,4,etah district,250439,517291347.68406165
14213,uttar-pradesh,2019,4,banda district,228010,371197107.74283075
14214,uttar-pradesh,2019,4,bijnor district,602847,1154559917.6424184
14215,uttar-pradesh,2019,4,hardoi district,372586,595858258.2137665
14216,uttar-pradesh,2019,4,balrampur district,221392,574617451.683623
14217,uttar-pradesh,2019,4,amroha district,327146,685979996.2329844
14218,uttar-pradesh,2019,4,pilibhit district,296345,450680196.8884482
14219,uttar-pradesh,2019,4,mainpuri district,297692,543268880.1196997
14220,uttar-pradesh,2019,4,kanpur dehat district,275199,556156087.6627556
14221,uttar-pradesh,2019,4,jaunpur district,1023077,1995246393.8580596
14222,uttar-pradesh,2019,4,kaushambi district,160586,306394890.34353673
14223,uttar-pradesh,2019,4,hapur district,565080,1017699184.2391319
14224,uttar-pradesh,2019,4,hamirpur district,194650,322746376.94687164
14225,uttar-pradesh,2019,4,meerut district,1820166,3435708382.415326
14226,uttar-pradesh,2019,4,mathura district,1095818,2108793175.9608073
