,State,Year,Quarter,District,Count,Amount
7011,madhya-pradesh,2018,2,singrauli district,197668,353747944.2448121
7012,madhya-pradesh,2018,2,betul district,166350,221353395.3975936
7013,madhya-pradesh,2018,2,sidhi district,85270,170776755.87162167
7014,madhya-pradesh,2018,2,datia district,69866,80851949.8526532
7015,madhya-pradesh,2018,2,dewas district,237116,373245353.2305236
7016,madhya-pradesh,2018,2,sheopur district,35135,56890745.443421535
7017,madhya-pradesh,2018,2,neemuch district,84147,126296373.11142942
7018,madhya-pradesh,2018,2,raisen district,185436,235343086.37532064
7019,madhya-pradesh,2018,2,mandsaur district,124845,177321632.50603038
7020,madhya-pradesh,2018,2,barwani district,46585,84341593.30239312
7021,madhya-pradesh,2018,2,katni district,87813,125498503.80003998
7022,madhya-pradesh,2018,2,dindori district,29598,50389328.11277872
7023,madhya-pradesh,2018,2,shivpuri district,102351,123721424.84893346
7024,madhya-pradesh,2018,2,gwalior district,489851,768942832.0715544
7025,madhya-pradesh,2018,2,anuppur district,75195,128975584.0702453
7026,madhya-pradesh,2018,2,agar malwa district,68342,176571578.38007817
7027,madhya-pradesh,2018,2,ashoknagar district,54242,89964031.53897266
7028,madhya-pradesh,2018,2,sagar district,267894,314107092.19693184
7029,madhya-pradesh,2018,2,niwari district,27058,24959522.511478625
7030,madhya-pradesh,2018,2,rewa district,298854,492363779.31866646
7031,madhya-pradesh,2018,2,shajapur district,129061,175288994.9085207
7032,madhya-pradesh,2018,2,ujjain district,291630,463505751.4854503
7033,madhya-pradesh,2018,2,bhind district,126920,171639410.87180024
7034,madhya-pradesh,2018,2,tikamgarh district,68970,93783367.76871929
7035,madhya-pradesh,2018,2,seoni district,112462,149334604.6554795
7036,madhya-pradesh,2018,2,harda district,60536,124597087.15401682
7037,madhya-pradesh,2018,2,burhanpur district,47282,71514661.9044576
7038,madhya-pradesh,2018,2,damoh district,80644,107757242.71786109
7039,madhya-pradesh,2018,2,bhopal district,2101870,3162583722.748327
7040,madhya-pradesh,2018,2,jhabua district,26063,41023385.13816187
7041,madhya-pradesh,2018,2,dhar district,238497,351923712.98836184
7042,madhya-pradesh,2018,2,guna district,168387,187110752.5424232
7043,madhya-pradesh,2018,2,east nimar district,99771,146718815.95123044
7044,madhya-pradesh,2018,2,chhindwara district,210555,261719220.92039597
7045,madhya-pradesh,2018,2,umaria district,41149,63869947.88495587
7046,madhya-pradesh,2018,2,mandla district,42090,73926032.85240582
7047,madhya-pradesh,2018,2,indore district,1375908,2404399122.9028625
7048,madhya-pradesh,2018,2,shahdol district,92269,170374864.66123608
7049,madhya-pradesh,2018,2,ratlam district,157631,265107190.3534137
7050,madhya-pradesh,2018,2,panna district,55200,68661778.11171293
7051,madhya-pradesh,2018,2,chhatarpur district,116892,145073867.39570677
7052,madhya-pradesh,2018,3,morena district,225109,314162389.21277374
7053,madhya-pradesh,2018,3,alirajpur district,14499,31329484.45765715
7054,madhya-pradesh,2018,3,sehore district,758026,813770551.0306485
7055,madhya-pradesh,2018,3,rajgarh district,264264,490284208.9358903
7056,madhya-pradesh,2018,3,khargone district,212212,367653656.9228988
7057,madhya-pradesh,2018,3,satna district,336587,384859967.68634284
7058,madhya-pradesh,2018,3,narsinghpur district,426854,345889819.40697944
7059,madhya-pradesh,2018,3,jabalpur district,701227,958869249.390048
7060,madhya-pradesh,2018,3,hoshangabad district,232423,350613568.04801667
7061,madhya-pradesh,2018,3,vidisha district,356894,387577329.34462994
7062,madhya-pradesh,2018,3,balaghat district,206889,288749854.0352216
7063,madhya-pradesh,2018,3,singrauli district,293194,484603524.85429597
7064,madhya-pradesh,2018,3,betul district,255158,341596958.56045556
7065,madhya-pradesh,2018,3,sidhi district,103433,217219534.02579975
7066,madhya-pradesh,2018,3,datia district,80900,111289100.34853539
7067,madhya-pradesh,2018,3,dewas district,396402,573244078.7266996
7068,madhya-pradesh,2018,3,sheopur district,47777,70204603.37693526
7069,madhya-pradesh,2018,3,neemuch district,118927,193198515.27127546
7070,madhya-pradesh,2018,3,raisen district,293648,347162115.3304596
7071,madhya-pradesh,2018,3,mandsaur district,191633,279080875.19769007
7072,madhya-pradesh,2018,3,barwani district,78050,129885904.69348633
7073,madhya-pradesh,2018,3,katni district,135537,191678963.28104156
7074,madhya-pradesh,2018,3,dindori district,48720,104963346.04509656
7075,madhya-pradesh,2018,3,shivpuri district,247121,251982372.40395808
7076,madhya-pradesh,2018,3,gwalior district,726317,1161920835.789859
7077,madhya-pradesh,2018,3,anuppur district,134714,214472109.76509666
7078,madhya-pradesh,2018,3,agar malwa district,80868,205469348.73109734
7079,madhya-pradesh,2018,3,ashoknagar district,111938,147015385.9868574
7080,madhya-pradesh,2018,3,sagar district,792217,664927054.0421132
7081,madhya-pradesh,2018,3,niwari district,29194,41047174.13133386
7082,madhya-pradesh,2018,3,rewa district,566062,685929451.0927081
7083,madhya-pradesh,2018,3,shajapur district,199572,298525129.14149654
7084,madhya-pradesh,2018,3,ujjain district,498756,721272323.6353652
7085,madhya-pradesh,2018,3,bhind district,189161,242565162.35289013
7086,madhya-pradesh,2018,3,tikamgarh district,85323,134625754.00800335
7087,madhya-pradesh,2018,3,seoni district,195122,241275224.7784125
7088,madhya-pradesh,2018,3,harda district,83258,144520947.8271768
7089,madhya-pradesh,2018,3,burhanpur district,70022,104462490.18066044
7090,madhya-pradesh,2018,3,damoh district,110626,151909658.6639632
7091,madhya-pradesh,2018,3,bhopal district,3157810,4500771533.49004
7092,madhya-pradesh,2018,3,jhabua district,38916,63326929.53735356
7093,madhya-pradesh,2018,3,dhar district,425936,570906796.1316426
7094,madhya-pradesh,2018,3,guna district,286324,342644569.4119593
7095,madhya-pradesh,2018,3,east nimar district,149436,217800277.66590044
7096,madhya-pradesh,2018,3,chhindwara district,321934,412767395.9846499
7097,madhya-pradesh,2018,3,umaria district,72491,120215633.0349016
7098,madhya-pradesh,2018,3,mandla district,56024,111478477.38170321
7099,madhya-pradesh,2018,3,indore district,2082530,3633508421.8101254
7100,madhya-pradesh,2018,3,shahdol district,158517,276738575.9961562
7101,madhya-pradesh,2018,3,ratlam district,278962,416785369.31813365
7102,madhya-pradesh,2018,3,panna district,60946,90293317.93701646
7103,madhya-pradesh,2018,3,chhatarpur district,138525,202696886.25763637
7104,madhya-pradesh,2018,4,morena district,271585,469203779.68138313
7105,madhya-pradesh,2018,4,alirajpur district,21963,45165476.8395529
7106,madhya-pradesh,2018,4,sehore district,783146,1051788224.0566217
7107,madhya-pradesh,2018,4,rajgarh district,347269,660055204.9792677
7108,madhya-pradesh,2018,4,khargone district,284771,547527525.733146
7109,madhya-pradesh,2018,4,satna district,483123,591600774.6822348
7110,madhya-pradesh,2018,4,narsinghpur district,258432,382951245.1955268
7111,madhya-pradesh,2018,4,jabalpur district,866243,1360238729.0313094
7112,madhya-pradesh,2018,4,hoshangabad district,308911,514857130.97617257
7113,madhya-pradesh,2018,4,vidisha district,390739,483355119.64546156
7114,madhya-pradesh,2018,4,balaghat district,338581,461847795.9647552
7115,madhya-pradesh,2018,4,singrauli district,419946,737232794.9451723
7116,madhya-pradesh,2018,4,betul district,326736,518818434.8592302
7117,madhya-pradesh,2018,4,sidhi district,175484,332466149.65630496
7118,madhya-pradesh,2018,4,datia district,122314,168858427.79693142
7119,madhya-pradesh,2018,4,dewas district,501654,821092172.381887
7120,madhya-pradesh,2018,4,sheopur district,61335,115195832.59578738
7121,madhya-pradesh,2018,4,neemuch district,174140,282369348.91748786
7122,madhya-pradesh,2018,4,raisen district,389796,524075459.1027199
7123,madhya-pradesh,2018,4,mandsaur district,277416,391917400.30971193
7124,madhya-pradesh,2018,4,barwani district,88949,180694126.4203164
7125,madhya-pradesh,2018,4,katni district,193021,294787947.0215211
7126,madhya-pradesh,2018,4,dindori district,70932,158767219.27799407
7127,madhya-pradesh,2018,4,shivpuri district,378896,353412369.5445291
7128,madhya-pradesh,2018,4,gwalior district,894712,1644666010.3465357
7129,madhya-pradesh,2018,4,anuppur district,167782,320615508.68732536
7130,madhya-pradesh,2018,4,agar malwa district,105886,260783066.15850568
7131,madhya-pradesh,2018,4,ashoknagar district,106583,194613632.92211744
7132,madhya-pradesh,2018,4,sagar district,573261,742271402.2191862
7133,madhya-pradesh,2018,4,niwari district,47128,61816022.29873501
7134,madhya-pradesh,2018,4,rewa district,588836,933681137.7141752
7135,madhya-pradesh,2018,4,shajapur district,247546,401715212.2091435
7136,madhya-pradesh,2018,4,ujjain district,585638,981666410.735889
7137,madhya-pradesh,2018,4,bhind district,228728,380235556.0017932
7138,madhya-pradesh,2018,4,tikamgarh district,128946,194635845.36831838
7139,madhya-pradesh,2018,4,seoni district,243126,359435415.4347418
7140,madhya-pradesh,2018,4,harda district,108428,192765473.87559044
7141,madhya-pradesh,2018,4,burhanpur district,88001,152806391.48599932
7142,madhya-pradesh,2018,4,damoh district,162192,223242040.90301567
7143,madhya-pradesh,2018,4,bhopal district,4226983,6249310700.95542
7144,madhya-pradesh,2018,4,jhabua district,58035,104063289.32665196
7145,madhya-pradesh,2018,4,dhar district,536104,820460181.5187452
7146,madhya-pradesh,2018,4,guna district,277175,459379018.8825216
7147,madhya-pradesh,2018,4,east nimar district,178194,299011356.48433113
7148,madhya-pradesh,2018,4,chhindwara district,431596,608429977.6942707
7149,madhya-pradesh,2018,4,umaria district,95954,164082883.5292987
7150,madhya-pradesh,2018,4,mandla district,91790,172634998.50982466
7151,madhya-pradesh,2018,4,indore district,2826520,5075021922.79704
7152,madhya-pradesh,2018,4,shahdol district,209180,388199322.82241416
7153,madhya-pradesh,2018,4,ratlam district,328469,582214576.1016406
7154,madhya-pradesh,2018,4,panna district,106697,152348677.06109083
7155,madhya-pradesh,2018,4,chhatarpur district,218683,337223351.3088259
7156,madhya-pradesh,2019,1,morena district,376798,590340172.5467699
7157,madhya-pradesh,2019,1,alirajpur district,31490,57528445.880148254
7158,madhya-pradesh,2019,1,sehore district,1598108,1381467050.209204
7159,madhya-pradesh,2019,1,rajgarh district,648061,849387423.708046
7160,madhya-pradesh,2019,1,khargone district,411986,660544853.6667627
7161,madhya-pradesh,2019,1,satna district,764362,837796202.3663837
7162,madhya-pradesh,2019,1,narsinghpur district,399379,518838319.27022743
7163,madhya-pradesh,2019,1,jabalpur district,1489827,2066194878.0751898
7164,madhya-pradesh,2019,1,hoshangabad district,553426,797390486.8744063
7165,madhya-pradesh,2019,1,vidisha district,563457,611099763.953865
7166,madhya-pradesh,2019,1,balaghat district,554447,630492988.9965429
7167,madhya-pradesh,2019,1,singrauli district,771972,909610315.8822656
7168,madhya-pradesh,2019,1,betul district,534677,672533278.2668386
7169,madhya-pradesh,2019,1,sidhi district,248937,410718619.8730597
7170,madhya-pradesh,2019,1,datia district,180925,252504015.5677335
7171,madhya-pradesh,2019,1,dewas district,911351,1084348082.083155
7172,madhya-pradesh,2019,1,sheopur district,91429,135311510.09875304
7173,madhya-pradesh,2019,1,neemuch district,354202,395660623.3520371
7174,madhya-pradesh,2019,1,raisen district,695558,725879807.2669368
7175,madhya-pradesh,2019,1,mandsaur district,483684,539074153.2850753
7176,madhya-pradesh,2019,1,barwani district,128005,219244169.14213455
7177,madhya-pradesh,2019,1,katni district,301180,409719255.6873062
7178,madhya-pradesh,2019,1,dindori district,124325,177463422.54077098
7179,madhya-pradesh,2019,1,shivpuri district,396289,453501159.67207545
7180,madhya-pradesh,2019,1,gwalior district,1342886,2088543078.353699
7181,madhya-pradesh,2019,1,anuppur district,269466,368414431.56357545
7182,madhya-pradesh,2019,1,agar malwa district,172327,287964461.44944036
7183,madhya-pradesh,2019,1,ashoknagar district,148509,228929290.71462494
7184,madhya-pradesh,2019,1,sagar district,925998,1031788235.3211449
7185,madhya-pradesh,2019,1,niwari district,71604,94651228.74141197
7186,madhya-pradesh,2019,1,rewa district,866533,1138882577.7546175
7187,madhya-pradesh,2019,1,shajapur district,424237,496437268.9084166
7188,madhya-pradesh,2019,1,ujjain district,940607,1264261226.7636352
7189,madhya-pradesh,2019,1,bhind district,359414,478039474.5692019
7190,madhya-pradesh,2019,1,tikamgarh district,196901,261488913.1219021
7191,madhya-pradesh,2019,1,seoni district,372002,502814827.1219895
7192,madhya-pradesh,2019,1,harda district,154078,230304157.91590577
7193,madhya-pradesh,2019,1,burhanpur district,112881,179246644.07640463
7194,madhya-pradesh,2019,1,damoh district,238517,302505344.2563059
7195,madhya-pradesh,2019,1,bhopal district,8252290,9878412374.297678
7196,madhya-pradesh,2019,1,jhabua district,91081,139117371.3471116
7197,madhya-pradesh,2019,1,dhar district,976357,1063530759.7629426
7198,madhya-pradesh,2019,1,guna district,405000,561823338.1452124
7199,madhya-pradesh,2019,1,east nimar district,261800,382404007.5330337
7200,madhya-pradesh,2019,1,chhindwara district,712778,883844445.1281323
7201,madhya-pradesh,2019,1,umaria district,173141,228656214.15156192
7202,madhya-pradesh,2019,1,mandla district,142749,220376060.06544745
7203,madhya-pradesh,2019,1,indore district,5731364,8462300131.378917
7204,madhya-pradesh,2019,1,shahdol district,314212,487101458.35959864
7205,madhya-pradesh,2019,1,ratlam district,547587,739522679.3292215
7206,madhya-pradesh,2019,1,panna district,157047,212311094.12142566
7207,madhya-pradesh,2019,1,chhatarpur district,325808,469959429.53119093
7208,madhya-pradesh,2019,2,morena district,343097,759305410.9408532
7209,madhya-pradesh,2019,2,alirajpur district,34336,69497452.41988502
7210,madhya-pradesh,2019,2,sehore district,1000398,1498323453.5966249
7211,madhya-pradesh,2019,2,rajgarh district,514081,1017424331.5352097
7212,madhya-pradesh,2019,2,khargone district,382282,750061980.5160892
7213,madhya-pradesh,2019,2,satna district,616768,985174475.02744
7214,madhya-pradesh,2019,2,narsinghpur district,346905,606090629.4459138
7215,madhya-pradesh,2019,2,jabalpur district,2003659,3365108021.1103716
7216,madhya-pradesh,2019,2,hoshangabad district,733352,1398321448.0271442
7217,madhya-pradesh,2019,2,vidisha district,481189,790501880.7453303
7218,madhya-pradesh,2019,2,balaghat district,449840,762685263.2847067
7219,madhya-pradesh,2019,2,singrauli district,551954,992797313.4503391
7220,madhya-pradesh,2019,2,betul district,449045,767821477.0829715
7221,madhya-pradesh,2019,2,sidhi district,233508,493694170.465987
7222,madhya-pradesh,2019,2,datia district,152773,339467343.8421911
7223,madhya-pradesh,2019,2,dewas district,705805,1221413819.1866453
7224,madhya-pradesh,2019,2,sheopur district,84977,183254253.38825667
7225,madhya-pradesh,2019,2,neemuch district,256620,436804315.37630045
7226,madhya-pradesh,2019,2,raisen district,560941,900587870.7028184
7227,madhya-pradesh,2019,2,mandsaur district,389452,635844969.502559
7228,madhya-pradesh,2019,2,barwani district,124076,248252777.2854694
7229,madhya-pradesh,2019,2,katni district,293589,520588852.0492451
7230,madhya-pradesh,2019,2,dindori district,113733,239975836.02101433
7231,madhya-pradesh,2019,2,shivpuri district,300960,547286279.7906877
7232,madhya-pradesh,2019,2,gwalior district,1264694,2419928141.075864
7233,madhya-pradesh,2019,2,anuppur district,224927,402977513.253777
7234,madhya-pradesh,2019,2,agar malwa district,149682,343520367.24746865
7235,madhya-pradesh,2019,2,ashoknagar district,137874,294579713.2675661
7236,madhya-pradesh,2019,2,sagar district,758405,1228020791.0177653
7237,madhya-pradesh,2019,2,niwari district,63955,126884358.23208058
7238,madhya-pradesh,2019,2,rewa district,718741,1390495018.41335
7239,madhya-pradesh,2019,2,shajapur district,339228,612106800.275732
7240,madhya-pradesh,2019,2,ujjain district,869522,1520840061.8610396
7241,madhya-pradesh,2019,2,bhind district,302340,626308252.5816314
7242,madhya-pradesh,2019,2,tikamgarh district,157005,307990547.122507
7243,madhya-pradesh,2019,2,seoni district,329624,648666931.8791126
7244,madhya-pradesh,2019,2,harda district,142930,326718386.40413725
7245,madhya-pradesh,2019,2,burhanpur district,105876,207175425.20322382
7246,madhya-pradesh,2019,2,damoh district,196650,365700982.5016987
7247,madhya-pradesh,2019,2,bhopal district,12031142,17309015090.75333
7248,madhya-pradesh,2019,2,jhabua district,77960,161135239.28514642
7249,madhya-pradesh,2019,2,dhar district,688408,1123223534.056122
7250,madhya-pradesh,2019,2,guna district,350879,721667755.441529
7251,madhya-pradesh,2019,2,east nimar district,258938,458126334.582946
7252,madhya-pradesh,2019,2,chhindwara district,645533,1108779630.8540792
7253,madhya-pradesh,2019,2,umaria district,138398,247440808.27591902
7254,madhya-pradesh,2019,2,mandla district,146979,272824616.43496925
7255,madhya-pradesh,2019,2,indore district,8459734,14340814113.220867
7256,madhya-pradesh,2019,2,shahdol district,283233,548392883.6818831
7257,madhya-pradesh,2019,2,ratlam district,436200,837756959.1611743
7258,madhya-pradesh,2019,2,panna district,144870,264866666.57722616
7259,madhya-pradesh,2019,2,chhatarpur district,298946,588325833.1001078
7260,madhya-pradesh,2019,3,morena district,420577,810520758.2520224
7261,madhya-pradesh,2019,3,alirajpur district,43708,73365800.59824678
7262,madhya-pradesh,2019,3,sehore district,1227719,1645829156.9951177
7263,madhya-pradesh,2019,3,rajgarh district,630750,1064320990.8474429
7264,madhya-pradesh,2019,3,khargone district,501626,879202941.5295783
7265,madhya-pradesh,2019,3,satna district,725235,1059489130.4453516
7266,madhya-pradesh,2019,3,narsinghpur district,453436,650967602.9346141
7267,madhya-pradesh,2019,3,jabalpur district,2424190,3585214328.999977
7268,madhya-pradesh,2019,3,hoshangabad district,790986,1383313404.8492954
7269,madhya-pradesh,2019,3,vidisha district,727266,854570416.6079028
7270,madhya-pradesh,2019,3,balaghat district,567601,887611890.153901
7271,madhya-pradesh,2019,3,singrauli district,642493,1173251043.3561773
7272,madhya-pradesh,2019,3,betul district,563154,847202003.6750573
7273,madhya-pradesh,2019,3,sidhi district,273664,512669032.72623336
7274,madhya-pradesh,2019,3,datia district,185547,310956418.3702055
7275,madhya-pradesh,2019,3,dewas district,992605,1490521770.4985013
7276,madhya-pradesh,2019,3,sheopur district,103886,192951569.02353826
7277,madhya-pradesh,2019,3,neemuch district,327456,519709448.0273813
7278,madhya-pradesh,2019,3,raisen district,773784,949746911.335474
7279,madhya-pradesh,2019,3,mandsaur district,494027,761949946.8985124
7280,madhya-pradesh,2019,3,barwani district,171739,319751040.826925
7281,madhya-pradesh,2019,3,katni district,402094,593226091.9563009
7282,madhya-pradesh,2019,3,dindori district,141683,264100608.8514316
7283,madhya-pradesh,2019,3,shivpuri district,480685,623887050.2623472
7284,madhya-pradesh,2019,3,gwalior district,1945426,2938882604.9629474
7285,madhya-pradesh,2019,3,anuppur district,268378,433772254.12718594
7286,madhya-pradesh,2019,3,agar malwa district,186478,369483216.7905896
7287,madhya-pradesh,2019,3,ashoknagar district,165758,310769625.9727926
7288,madhya-pradesh,2019,3,sagar district,935229,1347968051.4244916
7289,madhya-pradesh,2019,3,niwari district,78935,130837866.15542771
7290,madhya-pradesh,2019,3,rewa district,935300,1453796034.8352695
7291,madhya-pradesh,2019,3,shajapur district,433966,673322001.1987181
7292,madhya-pradesh,2019,3,ujjain district,1287391,1861274343.6180215
7293,madhya-pradesh,2019,3,bhind district,380363,630475529.7209358
7294,madhya-pradesh,2019,3,tikamgarh district,186786,324341358.1104247
7295,madhya-pradesh,2019,3,seoni district,410048,692944134.2328482
7296,madhya-pradesh,2019,3,harda district,168509,293038210.5432082
7297,madhya-pradesh,2019,3,burhanpur district,161877,260769325.37951168
7298,madhya-pradesh,2019,3,damoh district,237834,397137186.7367182
7299,madhya-pradesh,2019,3,bhopal district,15339970,19449113922.050434
7300,madhya-pradesh,2019,3,jhabua district,102684,188820321.13267735
7301,madhya-pradesh,2019,3,dhar district,895526,1358217450.0838823
7302,madhya-pradesh,2019,3,guna district,504290,805281720.1875607
7303,madhya-pradesh,2019,3,east nimar district,355840,531815119.26460695
7304,madhya-pradesh,2019,3,chhindwara district,855072,1250371332.8003006
7305,madhya-pradesh,2019,3,umaria district,165477,284003592.00169647
7306,madhya-pradesh,2019,3,mandla district,206390,305989954.0329734
7307,madhya-pradesh,2019,3,indore district,11739888,17332954157.395485
7308,madhya-pradesh,2019,3,shahdol district,388129,640132896.5761545
7309,madhya-pradesh,2019,3,ratlam district,684393,1045629823.5433974
7310,madhya-pradesh,2019,3,panna district,161511,268994052.98956585
7311,madhya-pradesh,2019,3,chhatarpur district,363052,641856047.3558884
7312,madhya-pradesh,2019,4,morena district,552247,1176653200.3467307
7313,madhya-pradesh,2019,4,alirajpur district,59374,111375197.38070184
7314,madhya-pradesh,2019,4,sehore district,1629869,2294177801.2437177
7315,madhya-pradesh,2019,4,rajgarh district,796105,1515871630.885089
7316,madhya-pradesh,2019,4,khargone district,689426,1235838033.2296019
7317,madhya-pradesh,2019,4,satna district,983069,1510243338.341208
7318,madhya-pradesh,2019,4,narsinghpur district,583854,932750800.22912
7319,madhya-pradesh,2019,4,jabalpur district,2901762,4636477563.561832
7320,madhya-pradesh,2019,4,hoshangabad district,962252,1753044610.0473013
7321,madhya-pradesh,2019,4,vidisha district,874643,1255756247.9703145
7322,madhya-pradesh,2019,4,balaghat district,786128,1261417059.3259377
7323,madhya-pradesh,2019,4,singrauli district,888076,1620787625.9568758
7324,madhya-pradesh,2019,4,betul district,777178,1258725233.1251488
7325,madhya-pradesh,2019,4,sidhi district,371875,757811477.3894438
7326,madhya-pradesh,2019,4,datia district,229322,432679416.00325996
7327,madhya-pradesh,2019,4,dewas district,1251392,2061011651.7828119
7328,madhya-pradesh,2019,4,sheopur district,143865,283784507.7272147
7329,madhya-pradesh,2019,4,neemuch district,437313,761018666.710302
7330,madhya-pradesh,2019,4,raisen district,909026,1299786956.5868084
7331,madhya-pradesh,2019,4,mandsaur district,666721,1174728688.6314943
7332,madhya-pradesh,2019,4,barwani district,240538,460445027.01960254
7333,madhya-pradesh,2019,4,katni district,479971,828805126.7779653
7334,madhya-pradesh,2019,4,dindori district,188857,334782163.8930688
7335,madhya-pradesh,2019,4,shivpuri district,582096,903883898.6970117
7336,madhya-pradesh,2019,4,gwalior district,2509157,4050254390.723213
7337,madhya-pradesh,2019,4,anuppur district,369552,603613476.7487521
7338,madhya-pradesh,2019,4,agar malwa district,242128,488561343.3566568
7339,madhya-pradesh,2019,4,ashoknagar district,229322,453295365.84140915
7340,madhya-pradesh,2019,4,sagar district,1218814,1853137602.0859165
7341,madhya-pradesh,2019,4,niwari district,98546,182508349.73885658
7342,madhya-pradesh,2019,4,rewa district,1160674,2078184265.1862037
7343,madhya-pradesh,2019,4,shajapur district,550250,993408390.5956174
7344,madhya-pradesh,2019,4,ujjain district,1649254,2534823488.3187428
7345,madhya-pradesh,2019,4,bhind district,499964,958481497.3250488
7346,madhya-pradesh,2019,4,tikamgarh district,250671,459197353.1228398
7347,madhya-pradesh,2019,4,seoni district,553103,974187067.6697235
7348,madhya-pradesh,2019,4,harda district,228444,412943463.3634922
7349,madhya-pradesh,2019,4,burhanpur district,212469,366453162.77283734
7350,madhya-pradesh,2019,4,damoh district,308020,566204811.1556315
7351,madhya-pradesh,2019,4,bhopal district,18062429,24303685079.877422
7352,madhya-pradesh,2019,4,jhabua district,138527,272107291.6601217
7353,madhya-pradesh,2019,4,dhar district,1194971,1868318600.6352177
7354,madhya-pradesh,2019,4,guna district,603422,1133891528.9825106
7355,madhya-pradesh,2019,4,east nimar district,464888,731504467.3027995
7356,madhya-pradesh,2019,4,chhindwara district,1143151,1828645736.7684202
7357,madhya-pradesh,2019,4,umaria district,221931,385321545.5207559
7358,madhya-pradesh,2019,4,mandla district,274439,442600272.1883175
7359,madhya-pradesh,2019,4,indore district,15879423,23175261773.68209
7360,madhya-pradesh,2019,4,shahdol district,521170,904148565.4771671
7361,madhya-pradesh,2019,4,ratlam district,846558,1520656346.9960792
7362,madhya-pradesh,2019,4,panna district,221446,401424811.93197066
7363,madhya-pradesh,2019,4,chhatarpur district,494307,883250818.9651694
7364,madhya-pradesh,2020,1,morena district,677107,1487773913.3226943
7365,madhya-pradesh,2020,1,alirajpur district,80878,139222795.20558116
7366,madhya-pradesh,2020,1,sehore district,1747508,2672516076.599974
7367,madhya-pradesh,2020,1,rajgarh district,1003150,1931180320.955352
7368,madhya-pradesh,2020,1,khargone district,881158,1574505862.423655
7369,madhya-pradesh,2020,1,satna district,1054696,1784631427.1661167
7370,madhya-pradesh,2020,1,narsinghpur district,688918,1184472226.2186055
7371,madhya-pradesh,2020,1,jabalpur district,3486010,5963024021.3977585
7372,madhya-pradesh,2020,1,hoshangabad district,828769,1373162855.0037787
7373,madhya-pradesh,2020,1,vidisha district,924103,1432345729.8413827
7374,madhya-pradesh,2020,1,balaghat district,906061,1537219792.9224663
7375,madhya-pradesh,2020,1,singrauli district,1021478,1813855141.3835425
7376,madhya-pradesh,2020,1,betul district,945162,1505930532.973516
7377,madhya-pradesh,2020,1,sidhi district,446051,920320721.1366475
7378,madhya-pradesh,2020,1,datia district,268264,526142245.71179307
7379,madhya-pradesh,2020,1,dewas district,1550696,2464387871.393967
7380,madhya-pradesh,2020,1,sheopur district,184458,352706798.3802645
7381,madhya-pradesh,2020,1,neemuch district,531047,886080840.6231391
7382,madhya-pradesh,2020,1,raisen district,1032990,1549085424.333671
7383,madhya-pradesh,2020,1,mandsaur district,807793,1375833119.4837801
7384,madhya-pradesh,2020,1,barwani district,325006,604870938.0003757
7385,madhya-pradesh,2020,1,katni district,556365,943799882.3973982
7386,madhya-pradesh,2020,1,dindori district,214866,396788718.2048433
7387,madhya-pradesh,2020,1,shivpuri district,550319,1103063094.0643337
7388,madhya-pradesh,2020,1,gwalior district,2793829,4742983278.610157
7389,madhya-pradesh,2020,1,anuppur district,418000,724569321.1941388
7390,madhya-pradesh,2020,1,agar malwa district,311735,625620488.0107846
7391,madhya-pradesh,2020,1,ashoknagar district,277647,528607935.5618244
7392,madhya-pradesh,2020,1,sagar district,1331074,2082416999.9919271
7393,madhya-pradesh,2020,1,niwari district,121988,217310730.4519447
7394,madhya-pradesh,2020,1,rewa district,1358528,2622020903.5922184
7395,madhya-pradesh,2020,1,shajapur district,669470,1213374763.6922693
7396,madhya-pradesh,2020,1,ujjain district,1956388,2984071094.5180407
7397,madhya-pradesh,2020,1,bhind district,576145,1134766386.7772534
7398,madhya-pradesh,2020,1,tikamgarh district,303500,526334043.8341253
7399,madhya-pradesh,2020,1,seoni district,673872,1242759290.232771
7400,madhya-pradesh,2020,1,harda district,286337,488993407.85521567
7401,madhya-pradesh,2020,1,burhanpur district,290428,470435916.82675624
7402,madhya-pradesh,2020,1,damoh district,356009,643762443.1742475
7403,madhya-pradesh,2020,1,bhopal district,18872294,26955303213.752167
7404,madhya-pradesh,2020,1,jhabua district,185141,335602062.4116914
7405,madhya-pradesh,2020,1,dhar district,1500274,2336164021.151242
7406,madhya-pradesh,2020,1,guna district,712143,1318350475.4830964
7407,madhya-pradesh,2020,1,east nimar district,631279,985252866.00711
7408,madhya-pradesh,2020,1,chhindwara district,1550995,2660677487.577834
7409,madhya-pradesh,2020,1,umaria district,253659,456166379.53994095
7410,madhya-pradesh,2020,1,mandla district,346631,557993549.7228283
7411,madhya-pradesh,2020,1,indore district,20249473,30491290764.19948
7412,madhya-pradesh,2020,1,shahdol district,761513,1534787163.9351387
7413,madhya-pradesh,2020,1,ratlam district,1004214,1772832178.3580215
7414,madhya-pradesh,2020,1,panna district,272659,502772844.44764346
7415,madhya-pradesh,2020,1,chhatarpur district,588668,1059141076.1447953
7416,madhya-pradesh,2020,2,morena district,979863,2004598751.5638103
7417,madhya-pradesh,2020,2,alirajpur district,155614,263806138.89906
7418,madhya-pradesh,2020,2,sehore district,2007098,3502556848.342663
7419,madhya-pradesh,2020,2,rajgarh district,1370563,3068680022.4190836
7420,madhya-pradesh,2020,2,khargone district,1304018,2348687630.9505987
7421,madhya-pradesh,2020,2,satna district,1279303,2299659062.996543
