,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
80,andaman-&-nicobar-islands,2020,1,744101,11793,58229349.02415232
81,andaman-&-nicobar-islands,2020,1,744103,5870,22009443.073053975
82,andaman-&-nicobar-islands,2020,1,744105,4635,16774043.311987936
83,andaman-&-nicobar-islands,2020,1,744102,3820,14517706.12269676
84,andaman-&-nicobar-islands,2020,1,744211,1837,8425387.79004211
85,andaman-&-nicobar-islands,2020,1,744301,1819,6901162.107519586
86,andaman-&-nicobar-islands,2020,1,744202,1794,5037742.395579022
87,andaman-&-nicobar-islands,2020,1,744104,1302,5293130.290633954
88,andaman-&-nicobar-islands,2020,1,744201,1157,1242638.821252932
89,andaman-&-nicobar-islands,2020,1,744107,1043,2990354.4448547475
90,andaman-&-nicobar-islands,2020,2,744101,11868,48293323.21851964
91,andaman-&-nicobar-islands,2020,2,744103,10035,26197535.98945152
92,andaman-&-nicobar-islands,2020,2,744105,9341,23203019.858980607
93,andaman-&-nicobar-islands,2020,2,744102,6012,17786750.907515876
94,andaman-&-nicobar-islands,2020,2,744202,3722,8924121.010762567
95,andaman-&-nicobar-islands,2020,2,744107,2555,3980470.6853698147
96,andaman-&-nicobar-islands,2020,2,744301,2275,9055232.527755566
97,andaman-&-nicobar-islands,2020,2,744211,2045,3319717.6328789736
98,andaman-&-nicobar-islands,2020,2,744205,1847,4459064.90732021
99,andaman-&-nicobar-islands,2020,2,744104,1840,3334591.822304932
100,andaman-&-nicobar-islands,2020,3,744101,24386,100439119.66860783
101,andaman-&-nicobar-islands,2020,3,744103,21272,60332278.69396809
102,andaman-&-nicobar-islands,2020,3,744105,17166,44061506.56273589
103,andaman-&-nicobar-islands,2020,3,744102,13934,43077189.842844136
104,andaman-&-nicobar-islands,2020,3,744202,5779,11975748.707876923
105,andaman-&-nicobar-islands,2020,3,744107,4753,7628018.669464628
106,andaman-&-nicobar-islands,2020,3,744104,3468,7353834.51320935
107,andaman-&-nicobar-islands,2020,3,744112,3422,6067986.696111794
108,andaman-&-nicobar-islands,2020,3,744301,3071,13352610.531559702
109,andaman-&-nicobar-islands,2020,3,744205,2991,7535645.788593667
110,andaman-&-nicobar-islands,2020,4,744103,46884,138264791.5489212
111,andaman-&-nicobar-islands,2020,4,744101,40392,136401368.02166596
112,andaman-&-nicobar-islands,2020,4,744105,34410,87838226.93633425
113,andaman-&-nicobar-islands,2020,4,744102,26694,76348598.32238364
114,andaman-&-nicobar-islands,2020,4,744202,10949,25543799.074759968
115,andaman-&-nicobar-islands,2020,4,744107,9743,18083250.19055397
116,andaman-&-nicobar-islands,2020,4,744104,7654,19126095.533284884
117,andaman-&-nicobar-islands,2020,4,744112,7016,15890275.050448488
118,andaman-&-nicobar-islands,2020,4,744205,5118,12002695.281042248
119,andaman-&-nicobar-islands,2020,4,744201,5011,6777275.536669218
120,andaman-&-nicobar-islands,2021,1,744101,55726,190830957.0606181
121,andaman-&-nicobar-islands,2021,1,744103,47328,158404100.7854989
122,andaman-&-nicobar-islands,2021,1,744105,35467,111571687.43195169
123,andaman-&-nicobar-islands,2021,1,744102,23957,80750048.8238959
124,andaman-&-nicobar-islands,2021,1,744211,10648,34956327.94105429
125,andaman-&-nicobar-islands,2021,1,744202,10597,28127629.877961583
126,andaman-&-nicobar-islands,2021,1,744107,8848,19627951.469969153
127,andaman-&-nicobar-islands,2021,1,744104,8799,27854306.51949638
128,andaman-&-nicobar-islands,2021,1,744112,7113,21084790.0528014
129,andaman-&-nicobar-islands,2021,1,744301,5630,22671937.31314759
130,andaman-&-nicobar-islands,2021,2,744101,73334,227585492.7414593
131,andaman-&-nicobar-islands,2021,2,744103,66321,174752815.1688521
132,andaman-&-nicobar-islands,2021,2,744105,52645,134835744.22049245
133,andaman-&-nicobar-islands,2021,2,744102,34289,100890426.76234055
134,andaman-&-nicobar-islands,2021,2,744202,16476,40647907.96960775
135,andaman-&-nicobar-islands,2021,2,744107,14524,24690581.539094776
136,andaman-&-nicobar-islands,2021,2,744104,11278,28333852.06159348
137,andaman-&-nicobar-islands,2021,2,744211,10182,20377949.346094526
138,andaman-&-nicobar-islands,2021,2,744112,9635,21637658.167199604
139,andaman-&-nicobar-islands,2021,2,744301,8463,27666837.39688266
140,andaman-&-nicobar-islands,2021,3,744101,116324,388328168.7639693
141,andaman-&-nicobar-islands,2021,3,744103,84790,246433385.80990067
142,andaman-&-nicobar-islands,2021,3,744105,67257,185238368.4767078
143,andaman-&-nicobar-islands,2021,3,744102,43850,131239564.16909727
144,andaman-&-nicobar-islands,2021,3,744202,19088,48475163.574293144
145,andaman-&-nicobar-islands,2021,3,744107,16203,37962312.09641009
146,andaman-&-nicobar-islands,2021,3,744104,14657,35301326.114471875
147,andaman-&-nicobar-islands,2021,3,744112,11565,28491553.61094001
148,andaman-&-nicobar-islands,2021,3,744301,11553,43464511.051198
149,andaman-&-nicobar-islands,2021,3,744211,9655,19497765.257140517
150,andaman-&-nicobar-islands,2021,4,744101,165719,533026207.9731797
151,andaman-&-nicobar-islands,2021,4,744103,121613,372243734.27985656
152,andaman-&-nicobar-islands,2021,4,744105,95028,281223411.7435058
153,andaman-&-nicobar-islands,2021,4,744102,58258,174623253.47653326
154,andaman-&-nicobar-islands,2021,4,744211,27938,94222862.10725296
155,andaman-&-nicobar-islands,2021,4,744104,25662,69245386.0816525
156,andaman-&-nicobar-islands,2021,4,744202,21913,67790798.04849821
157,andaman-&-nicobar-islands,2021,4,744107,21397,52036029.9980372
158,andaman-&-nicobar-islands,2021,4,744112,18915,55448543.43365714
159,andaman-&-nicobar-islands,2021,4,744301,14553,47792330.70050094
160,andaman-&-nicobar-islands,2022,1,744101,209941,615978080.6944855
161,andaman-&-nicobar-islands,2022,1,744103,157230,399715980.1391735
162,andaman-&-nicobar-islands,2022,1,744105,122716,321850608.7396423
163,andaman-&-nicobar-islands,2022,1,744102,74883,193336549.94178736
164,andaman-&-nicobar-islands,2022,1,744104,32471,72915521.83614868
165,andaman-&-nicobar-islands,2022,1,744211,30272,86955570.58655271
166,andaman-&-nicobar-islands,2022,1,744107,25379,58776727.62636636
167,andaman-&-nicobar-islands,2022,1,744202,24022,68519268.77643085
168,andaman-&-nicobar-islands,2022,1,744112,23471,55469783.6622991
169,andaman-&-nicobar-islands,2022,1,744301,17630,56879992.28461884
170,andaman-&-nicobar-islands,2022,2,744101,252722,702122365.3629664
171,andaman-&-nicobar-islands,2022,2,744103,230746,561168775.5622396
172,andaman-&-nicobar-islands,2022,2,744105,176252,415796516.6034926
173,andaman-&-nicobar-islands,2022,2,744102,101551,240451609.192299
174,andaman-&-nicobar-islands,2022,2,744104,47069,94335358.34017953
175,andaman-&-nicobar-islands,2022,2,744211,40245,108788594.62847154
176,andaman-&-nicobar-islands,2022,2,744107,36402,82851064.58195859
177,andaman-&-nicobar-islands,2022,2,744112,32548,70178309.12885833
178,andaman-&-nicobar-islands,2022,2,744202,27750,84587978.8405464
179,andaman-&-nicobar-islands,2022,2,744301,26170,74485462.68044695
180,andaman-&-nicobar-islands,2022,3,744104,497273,951370315.4090765
181,andaman-&-nicobar-islands,2022,3,744103,259994,545653686.3062732
182,andaman-&-nicobar-islands,2022,3,744101,213864,444967255.802143
183,andaman-&-nicobar-islands,2022,3,744105,208055,438754611.5375265
184,andaman-&-nicobar-islands,2022,3,744102,114416,239581586.790242
185,andaman-&-nicobar-islands,2022,3,744107,40466,85492008.49477127
186,andaman-&-nicobar-islands,2022,3,744112,38350,74030563.48358011
187,andaman-&-nicobar-islands,2022,3,744211,37918,89671382.06901146
188,andaman-&-nicobar-islands,2022,3,744202,29918,85509005.84576747
189,andaman-&-nicobar-islands,2022,3,744301,27668,70002553.35288173
190,andaman-&-nicobar-islands,2022,4,744104,684366,1309407988.2902
191,andaman-&-nicobar-islands,2022,4,744103,304600,612929267.1773143
192,andaman-&-nicobar-islands,2022,4,744105,258097,505662756.1128938
193,andaman-&-nicobar-islands,2022,4,744101,243494,467192496.17391205
194,andaman-&-nicobar-islands,2022,4,744102,134923,264371699.73904055
195,andaman-&-nicobar-islands,2022,4,744211,56491,137253267.66612908
196,andaman-&-nicobar-islands,2022,4,744107,54192,104539818.47127225
197,andaman-&-nicobar-islands,2022,4,744112,46364,82461782.47749998
198,andaman-&-nicobar-islands,2022,4,744202,34689,94217164.85909571
199,andaman-&-nicobar-islands,2022,4,744301,33669,82466591.07632071
200,andaman-&-nicobar-islands,2023,1,744103,503053,969594706.0
201,andaman-&-nicobar-islands,2023,1,744105,418090,774570559.0
202,andaman-&-nicobar-islands,2023,1,744101,403456,749508057.0
203,andaman-&-nicobar-islands,2023,1,744102,222855,427240840.0
204,andaman-&-nicobar-islands,2023,1,744104,118286,201531285.0
205,andaman-&-nicobar-islands,2023,1,744211,107424,263885620.0
206,andaman-&-nicobar-islands,2023,1,744107,92715,168098531.0
207,andaman-&-nicobar-islands,2023,1,744112,76246,131598911.0
208,andaman-&-nicobar-islands,2023,1,744202,59440,165959850.0
209,andaman-&-nicobar-islands,2023,1,744301,55605,111713635.0
210,andaman-&-nicobar-islands,2023,2,744103,597774,1119274409.0
211,andaman-&-nicobar-islands,2023,2,744105,507585,916209552.0
212,andaman-&-nicobar-islands,2023,2,744101,486154,824857096.0
213,andaman-&-nicobar-islands,2023,2,744102,269165,458977445.0
214,andaman-&-nicobar-islands,2023,2,744104,134785,205244167.0
215,andaman-&-nicobar-islands,2023,2,744107,114795,194986633.0
216,andaman-&-nicobar-islands,2023,2,744211,106510,222510323.0
217,andaman-&-nicobar-islands,2023,2,744112,89784,147571191.0
218,andaman-&-nicobar-islands,2023,2,744202,72315,211302035.0
219,andaman-&-nicobar-islands,2023,2,744301,63841,134197959.0
220,andhra-pradesh,2018,1,517501,110496,163487278.84449506
221,andhra-pradesh,2018,1,520001,96883,170605900.5466873
222,andhra-pradesh,2018,1,515001,92754,133522310.75704184
223,andhra-pradesh,2018,1,517507,88132,127450018.2101582
224,andhra-pradesh,2018,1,516001,84644,131194265.5243713
225,andhra-pradesh,2018,1,518502,82421,68040306.13881023
226,andhra-pradesh,2018,1,530016,81891,140880970.0990568
227,andhra-pradesh,2018,1,520010,69581,119009921.97401813
228,andhra-pradesh,2018,1,516360,68340,101612118.88480642
229,andhra-pradesh,2018,1,518501,68193,81006512.71677604
230,andhra-pradesh,2018,2,517501,165506,305629373.15863353
231,andhra-pradesh,2018,2,518502,140893,127814123.87394845
232,andhra-pradesh,2018,2,515001,129798,285924993.6163615
233,andhra-pradesh,2018,2,517507,127731,243405277.90481398
234,andhra-pradesh,2018,2,520001,123176,271911611.0495833
235,andhra-pradesh,2018,2,516001,114806,242175477.6115077
236,andhra-pradesh,2018,2,530016,111874,235770318.03054443
237,andhra-pradesh,2018,2,520010,100630,220730389.6490364
238,andhra-pradesh,2018,2,516360,96619,197068813.60447282
239,andhra-pradesh,2018,2,518501,93442,163942778.22947574
240,andhra-pradesh,2018,3,518502,1300146,709765829.9649723
241,andhra-pradesh,2018,3,533437,421968,240766495.05853492
242,andhra-pradesh,2018,3,518501,296154,291247918.8462258
243,andhra-pradesh,2018,3,517501,295403,466133618.6014985
244,andhra-pradesh,2018,3,515001,276595,438158383.2247275
245,andhra-pradesh,2018,3,530016,234494,380410223.19526947
246,andhra-pradesh,2018,3,517507,233347,386563858.6898683
247,andhra-pradesh,2018,3,516259,220165,109844218.671292
248,andhra-pradesh,2018,3,520011,213275,291805923.00111276
249,andhra-pradesh,2018,3,520001,206435,371140000.30740225
250,andhra-pradesh,2018,4,518502,441662,332201263.2829269
251,andhra-pradesh,2018,4,517501,423357,714887920.0334857
252,andhra-pradesh,2018,4,530016,367619,575982481.3389585
253,andhra-pradesh,2018,4,515001,355695,651952970.9302757
254,andhra-pradesh,2018,4,517507,318300,594747982.0458119
255,andhra-pradesh,2018,4,530003,277131,356075793.85855436
256,andhra-pradesh,2018,4,516001,269798,572252390.1920383
257,andhra-pradesh,2018,4,520010,250261,492229977.1570112
258,andhra-pradesh,2018,4,530017,248725,326891428.60271376
259,andhra-pradesh,2018,4,518501,248520,357423401.5571966
260,andhra-pradesh,2019,1,530001,950821,1529039457.6419592
261,andhra-pradesh,2019,1,517501,922416,1244725311.4573965
262,andhra-pradesh,2019,1,520001,814616,1462807205.627422
263,andhra-pradesh,2019,1,530016,684611,960022481.5524917
264,andhra-pradesh,2019,1,517507,671661,1009128524.8128469
265,andhra-pradesh,2019,1,515001,609682,1009938283.8464416
266,andhra-pradesh,2019,1,518502,545426,389782596.9665674
267,andhra-pradesh,2019,1,530003,527667,590799502.8850918
268,andhra-pradesh,2019,1,530017,472914,531596255.9349663
269,andhra-pradesh,2019,1,520010,460133,774931063.0289192
270,andhra-pradesh,2019,2,530001,2602865,5218795715.70141
271,andhra-pradesh,2019,2,520001,1828617,3823390190.0922346
272,andhra-pradesh,2019,2,517501,949187,1669949938.5076957
273,andhra-pradesh,2019,2,522001,839909,1759418775.980979
274,andhra-pradesh,2019,2,530016,793798,1257915825.5688605
275,andhra-pradesh,2019,2,517507,760335,1412863012.2407691
276,andhra-pradesh,2019,2,515001,567306,1282118916.2094193
277,andhra-pradesh,2019,2,530003,520142,718170914.395836
278,andhra-pradesh,2019,2,520010,490697,973983824.5472903
279,andhra-pradesh,2019,2,530017,480905,650710126.3382195
280,andhra-pradesh,2019,3,530001,2944756,6693257653.901131
281,andhra-pradesh,2019,3,520001,1905190,4414503365.699517
282,andhra-pradesh,2019,3,517501,1434209,2203932856.2972074
283,andhra-pradesh,2019,3,530016,1196020,1658162548.562835
284,andhra-pradesh,2019,3,517507,1060513,1854927351.7366562
285,andhra-pradesh,2019,3,522001,1003916,2216532548.7258
286,andhra-pradesh,2019,3,515001,868052,1667826831.8650486
287,andhra-pradesh,2019,3,530003,858005,970993081.1712441
288,andhra-pradesh,2019,3,530017,799271,911939243.0618924
289,andhra-pradesh,2019,3,530026,711726,1095056835.9858122
290,andhra-pradesh,2019,4,530001,4185063,9160387223.4497
291,andhra-pradesh,2019,4,520001,2544877,5933007156.535349
292,andhra-pradesh,2019,4,517501,1920211,3073084029.9256625
293,andhra-pradesh,2019,4,530016,1591033,2295184224.145106
294,andhra-pradesh,2019,4,530026,1438154,2509394595.5414515
295,andhra-pradesh,2019,4,517507,1406768,2478459132.7705936
296,andhra-pradesh,2019,4,522001,1324202,2927313967.683236
297,andhra-pradesh,2019,4,515001,1202983,2376869516.684207
298,andhra-pradesh,2019,4,530003,1131832,1339103327.887921
299,andhra-pradesh,2019,4,530017,1084796,1266927471.3317952
300,andhra-pradesh,2020,1,530026,6695271,15258657486.862274
301,andhra-pradesh,2020,1,517501,2196548,3731404465.729061
302,andhra-pradesh,2020,1,530016,1661816,2593325339.0472875
303,andhra-pradesh,2020,1,517507,1554974,2719620696.0325623
304,andhra-pradesh,2020,1,515001,1346804,2696427930.6755033
305,andhra-pradesh,2020,1,530003,1159480,1519955258.5314608
306,andhra-pradesh,2020,1,524002,1125194,2653339803.95633
307,andhra-pradesh,2020,1,530017,1104748,1412381495.9440272
308,andhra-pradesh,2020,1,520010,1098395,2059547223.1742206
309,andhra-pradesh,2020,1,522001,1058410,2575723775.0488396
310,andhra-pradesh,2020,2,530026,4994637,12817902607.017586
311,andhra-pradesh,2020,2,517501,1708935,3203679955.4885287
312,andhra-pradesh,2020,2,517507,1575118,2854711069.441047
313,andhra-pradesh,2020,2,524002,1553283,3993963025.6852684
314,andhra-pradesh,2020,2,530016,1067022,1893629834.0393307
315,andhra-pradesh,2020,2,516001,1066066,2616099329.3322473
316,andhra-pradesh,2020,2,515001,1026587,2447755903.073549
317,andhra-pradesh,2020,2,518002,979822,2015820866.3250332
318,andhra-pradesh,2020,2,522001,963666,2678051229.473872
319,andhra-pradesh,2020,2,520002,956641,2767045048.1995325
320,andhra-pradesh,2020,3,524002,5194663,13718743729.17845
321,andhra-pradesh,2020,3,530026,4159532,10383207817.795242
322,andhra-pradesh,2020,3,517501,2735691,5544720473.076229
323,andhra-pradesh,2020,3,516001,2534360,6637577271.358326
324,andhra-pradesh,2020,3,517507,2306174,4594510974.325968
325,andhra-pradesh,2020,3,520002,2238996,6543183825.055463
326,andhra-pradesh,2020,3,530016,1921871,3560898943.243418
327,andhra-pradesh,2020,3,515001,1669413,4116758527.095812
328,andhra-pradesh,2020,3,522001,1625687,4701116488.838855
329,andhra-pradesh,2020,3,518002,1514873,3352462441.2241564
330,andhra-pradesh,2020,4,524002,5029692,12810644736.250324
331,andhra-pradesh,2020,4,530026,4235146,9849636860.464972
332,andhra-pradesh,2020,4,517501,4125544,7866883789.381668
333,andhra-pradesh,2020,4,517507,3420778,6749696775.855953
334,andhra-pradesh,2020,4,516001,3119905,8005247952.077286
335,andhra-pradesh,2020,4,530016,2981818,5591062751.070802
336,andhra-pradesh,2020,4,515001,2821800,6442101736.915546
337,andhra-pradesh,2020,4,518002,2219953,4809927717.539759
338,andhra-pradesh,2020,4,520010,2170458,4679865894.241622
339,andhra-pradesh,2020,4,530017,2027751,3252434512.586547
340,andhra-pradesh,2021,1,524002,7269657,16698428355.239132
341,andhra-pradesh,2021,1,530026,5875319,13567044097.312927
342,andhra-pradesh,2021,1,517501,4354325,8224302893.470669
343,andhra-pradesh,2021,1,520002,3591058,9183853695.408499
344,andhra-pradesh,2021,1,517507,3378549,6593121540.981036
345,andhra-pradesh,2021,1,530016,3144495,5679150412.005564
346,andhra-pradesh,2021,1,516001,2941623,7434205012.068323
347,andhra-pradesh,2021,1,515001,2815993,6225481722.602297
348,andhra-pradesh,2021,1,522001,2584588,6753205746.899624
349,andhra-pradesh,2021,1,520010,2291676,4716738889.930448
350,andhra-pradesh,2021,2,524002,11023032,25519404146.52658
351,andhra-pradesh,2021,2,530026,7850540,19042845773.20165
352,andhra-pradesh,2021,2,520002,5441708,14948864290.86964
353,andhra-pradesh,2021,2,517501,4614209,9215678010.439575
354,andhra-pradesh,2021,2,517507,3834825,7940105016.380435
355,andhra-pradesh,2021,2,522001,3427039,9832657321.439524
356,andhra-pradesh,2021,2,515001,3052771,7213837063.020088
357,andhra-pradesh,2021,2,530016,2892664,5705916880.595729
358,andhra-pradesh,2021,2,516001,2613562,7256266063.657529
359,andhra-pradesh,2021,2,518002,2553688,5906664130.524334
360,andhra-pradesh,2021,3,524002,10701326,23300508690.71216
361,andhra-pradesh,2021,3,530026,9780096,22841763578.29273
362,andhra-pradesh,2021,3,517501,5982442,11419848822.233982
363,andhra-pradesh,2021,3,520002,5320101,14633600592.216694
364,andhra-pradesh,2021,3,517507,4866065,9768221617.56348
365,andhra-pradesh,2021,3,522001,4242875,11355623168.660927
366,andhra-pradesh,2021,3,530016,4177023,7797927714.306906
367,andhra-pradesh,2021,3,515001,4040160,8752025049.046715
368,andhra-pradesh,2021,3,516001,3370675,8720115499.341372
369,andhra-pradesh,2021,3,520010,3206301,6832329071.6628275
370,andhra-pradesh,2021,4,524002,14158439,30358274591.367683
371,andhra-pradesh,2021,4,530026,10216678,24428085477.49295
372,andhra-pradesh,2021,4,517501,7246667,13514835187.056923
373,andhra-pradesh,2021,4,517507,5790910,11415016234.059563
374,andhra-pradesh,2021,4,520002,5716025,15397268124.171196
375,andhra-pradesh,2021,4,530016,5252680,9484946022.822403
376,andhra-pradesh,2021,4,522001,4989759,13298088500.28115
377,andhra-pradesh,2021,4,515001,4892740,10235401678.208153
378,andhra-pradesh,2021,4,520010,4198904,8551737728.052567
379,andhra-pradesh,2021,4,516001,4058071,10324818012.146276
380,andhra-pradesh,2022,1,524002,16133298,35123754551.39544
381,andhra-pradesh,2022,1,530026,10293117,25355928765.674084
382,andhra-pradesh,2022,1,517501,8062447,14807178133.005922
383,andhra-pradesh,2022,1,517507,6660899,12913687866.526722
384,andhra-pradesh,2022,1,520002,6254668,16297042494.467913
385,andhra-pradesh,2022,1,522001,5691035,15226428277.57111
386,andhra-pradesh,2022,1,515001,5585462,11393585212.479506
387,andhra-pradesh,2022,1,530016,5554647,9991176892.061853
388,andhra-pradesh,2022,1,516001,4513789,11365056779.562836
389,andhra-pradesh,2022,1,520010,4492155,9108501441.854177
390,andhra-pradesh,2022,2,524002,18822839,40556750377.6809
391,andhra-pradesh,2022,2,530026,12256092,29600523030.089485
392,andhra-pradesh,2022,2,517501,9320394,17071503296.033054
393,andhra-pradesh,2022,2,517507,7667416,14863715364.820652
394,andhra-pradesh,2022,2,520002,7584902,19447767871.79056
395,andhra-pradesh,2022,2,530016,6470271,11522114399.303429
396,andhra-pradesh,2022,2,515001,6291639,12847256630.386038
397,andhra-pradesh,2022,2,522001,6073875,16041957319.95133
398,andhra-pradesh,2022,2,520010,5301338,10747157085.983915
399,andhra-pradesh,2022,2,516001,4927880,12452111307.590088
400,andhra-pradesh,2022,3,530026,10427710,24452749355.343765
401,andhra-pradesh,2022,3,517501,9028550,16685152652.27945
402,andhra-pradesh,2022,3,517507,7638906,14893051968.861427
403,andhra-pradesh,2022,3,524002,6897466,17798259711.658493
404,andhra-pradesh,2022,3,522001,6608575,14799455202.072798
405,andhra-pradesh,2022,3,520002,6370783,17359205738.798397
406,andhra-pradesh,2022,3,530016,6352195,11280121649.92772
407,andhra-pradesh,2022,3,515001,6120942,12350133591.116642
408,andhra-pradesh,2022,3,520010,5372903,10801020194.878735
409,andhra-pradesh,2022,3,516001,5350632,13517253500.100548
410,andhra-pradesh,2022,4,530026,10249750,23326515677.88234
411,andhra-pradesh,2022,4,517501,9601016,17160601029.470804
412,andhra-pradesh,2022,4,517507,8255182,15452889827.310287
413,andhra-pradesh,2022,4,530016,6770365,11575693176.866528
414,andhra-pradesh,2022,4,515001,6566772,12647557281.819908
415,andhra-pradesh,2022,4,522001,6419773,13879436431.018642
416,andhra-pradesh,2022,4,520010,5887349,11108836639.890686
417,andhra-pradesh,2022,4,518002,5810257,12488419884.161985
418,andhra-pradesh,2022,4,520002,5685286,14883019280.330643
419,andhra-pradesh,2022,4,516001,5545373,13027211098.677938
420,andhra-pradesh,2023,1,517501,15726677,25326343019.0
421,andhra-pradesh,2023,1,517507,14231038,24727126661.0
422,andhra-pradesh,2023,1,530016,11205270,18608492919.0
423,andhra-pradesh,2023,1,515001,11202633,20163905001.0
