,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount
1323,chhattisgarh,2018,1,497001,48388,57165354.74195957
1324,chhattisgarh,2018,1,491001,34699,43141115.62567887
1325,chhattisgarh,2018,1,491441,34452,41948409.69968459
1326,chhattisgarh,2018,1,490025,34332,39719148.73491961
1327,chhattisgarh,2018,1,496005,31183,41371368.79811902
1328,chhattisgarh,2018,1,492009,30672,54679337.057152905
1329,chhattisgarh,2018,1,490023,30657,40316811.61197114
1330,chhattisgarh,2018,2,495660,248699,378210292.7923543
1331,chhattisgarh,2018,2,492001,100557,207806677.1040105
1332,chhattisgarh,2018,2,495001,89605,150857602.97945407
1333,chhattisgarh,2018,2,497001,66965,108836822.89254513
1334,chhattisgarh,2018,2,491441,51352,71741116.4329647
1335,chhattisgarh,2018,2,491001,47971,73318224.86447714
1336,chhattisgarh,2018,2,496005,46220,82946372.88123429
1337,chhattisgarh,2018,2,492009,43988,90024556.20981838
1338,chhattisgarh,2018,2,490023,42796,74865240.21000648
1339,chhattisgarh,2018,2,490025,38299,57256970.99786788
1340,chhattisgarh,2018,3,495660,353580,492966965.6574571
1341,chhattisgarh,2018,3,492001,147421,303135684.83504504
1342,chhattisgarh,2018,3,495001,129305,226102761.8224257
1343,chhattisgarh,2018,3,497001,86331,158185135.16949278
1344,chhattisgarh,2018,3,491441,66608,107751148.39909649
1345,chhattisgarh,2018,3,496005,65581,128673618.18841757
1346,chhattisgarh,2018,3,491001,63444,110949360.40041772
1347,chhattisgarh,2018,3,492009,57647,124007927.30595149
1348,chhattisgarh,2018,3,490023,56907,100967038.31485096
1349,chhattisgarh,2018,3,494001,52582,103588457.37966925
1350,chhattisgarh,2018,4,495660,377913,599714593.9068495
1351,chhattisgarh,2018,4,492001,202492,428292536.06353426
1352,chhattisgarh,2018,4,495001,192638,319083911.8335273
1353,chhattisgarh,2018,4,497001,124807,248100976.6912604
1354,chhattisgarh,2018,4,496005,94669,189165646.1220723
1355,chhattisgarh,2018,4,491001,89066,160237762.38159576
1356,chhattisgarh,2018,4,491441,86263,152324017.6163909
1357,chhattisgarh,2018,4,492009,80685,185214612.90863937
1358,chhattisgarh,2018,4,490023,72016,137114490.76733318
1359,chhattisgarh,2018,4,494001,69454,149679120.34846973
1360,chhattisgarh,2019,1,492009,593305,948729929.1277255
1361,chhattisgarh,2019,1,495001,365476,515190518.8237721
1362,chhattisgarh,2019,1,495660,353962,459656921.0462153
1363,chhattisgarh,2019,1,492001,334090,549948646.4137828
1364,chhattisgarh,2019,1,490025,235910,346520977.1406994
1365,chhattisgarh,2019,1,497001,159422,296908563.67359346
1366,chhattisgarh,2019,1,491001,138517,209804611.75608894
1367,chhattisgarh,2019,1,496005,133169,254307861.3048603
1368,chhattisgarh,2019,1,490023,126654,182216344.0551287
1369,chhattisgarh,2019,1,490006,114945,153267056.6594982
1370,chhattisgarh,2019,2,492009,1670111,2947453940.1383486
1371,chhattisgarh,2019,2,490025,612041,1045938048.3511349
1372,chhattisgarh,2019,2,495001,499757,855635645.660009
1373,chhattisgarh,2019,2,492001,404088,643667595.5719692
1374,chhattisgarh,2019,2,495660,212777,342215249.04664737
1375,chhattisgarh,2019,2,490023,175241,234313994.57744968
1376,chhattisgarh,2019,2,491001,154424,237907702.28501707
1377,chhattisgarh,2019,2,497001,152840,345212779.1697207
1378,chhattisgarh,2019,2,490006,136496,189344640.4595058
1379,chhattisgarh,2019,2,496005,118494,268521769.2220984
1380,chhattisgarh,2019,3,492009,1843301,3497211746.9583116
1381,chhattisgarh,2019,3,492001,647392,854437718.1123915
1382,chhattisgarh,2019,3,495001,555240,968932649.0590785
1383,chhattisgarh,2019,3,490025,519819,994202021.3411087
1384,chhattisgarh,2019,3,495660,364424,510093479.9683516
1385,chhattisgarh,2019,3,490023,278822,302000378.8399978
1386,chhattisgarh,2019,3,491001,244725,310844736.354316
1387,chhattisgarh,2019,3,490006,223964,246325822.3842369
1388,chhattisgarh,2019,3,497001,208548,397488530.296959
1389,chhattisgarh,2019,3,491441,156934,251078718.9840936
1390,chhattisgarh,2019,4,492009,2807708,5488409197.56369
1391,chhattisgarh,2019,4,492001,860606,1146893926.7385144
1392,chhattisgarh,2019,4,495001,744037,1242953010.5421622
1393,chhattisgarh,2019,4,490025,625389,1224429622.7952948
1394,chhattisgarh,2019,4,490023,365008,417706249.373141
1395,chhattisgarh,2019,4,491001,332368,437683717.4812007
1396,chhattisgarh,2019,4,490006,310223,333508672.76125515
1397,chhattisgarh,2019,4,495660,298957,445247631.97987723
1398,chhattisgarh,2019,4,497001,291141,553342861.8204699
1399,chhattisgarh,2019,4,492015,220747,267136024.8300261
1400,chhattisgarh,2020,1,492009,3832879,8107114729.270458
1401,chhattisgarh,2020,1,492001,956201,1259565576.5045974
1402,chhattisgarh,2020,1,495001,830780,1380940470.1020932
1403,chhattisgarh,2020,1,490025,504114,1009093411.512478
1404,chhattisgarh,2020,1,490023,401375,464581081.97263247
1405,chhattisgarh,2020,1,491001,372373,490344007.80161464
1406,chhattisgarh,2020,1,492015,344194,504441994.36472595
1407,chhattisgarh,2020,1,497001,342443,623011907.8316444
1408,chhattisgarh,2020,1,490006,337068,361375163.24966186
1409,chhattisgarh,2020,1,491441,242895,389726036.08634716
1410,chhattisgarh,2020,2,492009,1526874,3719446962.0483813
1411,chhattisgarh,2020,2,492001,665755,987107410.3661349
1412,chhattisgarh,2020,2,495001,482770,870871061.1209086
1413,chhattisgarh,2020,2,497001,370519,689109946.6551751
1414,chhattisgarh,2020,2,491001,334853,495992326.76679873
1415,chhattisgarh,2020,2,490023,326027,441538660.5589389
1416,chhattisgarh,2020,2,494001,294320,679782295.0345536
1417,chhattisgarh,2020,2,490006,288259,369452351.46939605
1418,chhattisgarh,2020,2,495660,279210,441653885.5637897
1419,chhattisgarh,2020,2,491441,260856,436309146.2483653
1420,chhattisgarh,2020,3,492009,1857300,4069532117.927307
1421,chhattisgarh,2020,3,492001,981812,1565413199.4368353
1422,chhattisgarh,2020,3,495001,696692,1191326273.0870118
1423,chhattisgarh,2020,3,497001,513473,988159635.3272357
1424,chhattisgarh,2020,3,491001,469652,707693501.9197738
1425,chhattisgarh,2020,3,490023,463152,643696441.4135771
1426,chhattisgarh,2020,3,490006,409697,538137939.7460059
1427,chhattisgarh,2020,3,491441,370246,639299659.904967
1428,chhattisgarh,2020,3,496005,354221,689205706.4188439
1429,chhattisgarh,2020,3,495660,318783,578159036.7380313
1430,chhattisgarh,2020,4,492009,1955063,3901827452.842137
1431,chhattisgarh,2020,4,492001,1727068,2811515596.805071
1432,chhattisgarh,2020,4,495001,1213230,2066193700.6311502
1433,chhattisgarh,2020,4,497001,828474,1614662483.7276986
1434,chhattisgarh,2020,4,490023,778245,1122723104.3727932
1435,chhattisgarh,2020,4,491001,772474,1206813518.7601233
1436,chhattisgarh,2020,4,490006,699714,884676392.8043678
1437,chhattisgarh,2020,4,491441,569298,1008624236.4577057
1438,chhattisgarh,2020,4,496005,519415,1028834647.3652802
1439,chhattisgarh,2020,4,495450,510869,865967961.4661187
1440,chhattisgarh,2021,1,492009,3152697,5281456698.639032
1441,chhattisgarh,2021,1,492001,2062104,3156983782.7872276
1442,chhattisgarh,2021,1,495001,1558405,2376898658.800415
1443,chhattisgarh,2021,1,497001,957928,1823147805.7569232
1444,chhattisgarh,2021,1,491001,872723,1294441361.2765474
1445,chhattisgarh,2021,1,490023,869244,1154015806.2811897
1446,chhattisgarh,2021,1,490006,774112,914211871.5270494
1447,chhattisgarh,2021,1,491441,653315,1122704843.7664142
1448,chhattisgarh,2021,1,495450,595796,973484691.251247
1449,chhattisgarh,2021,1,496005,593116,1184774545.5928895
1450,chhattisgarh,2021,2,492009,3531665,6237261109.571448
1451,chhattisgarh,2021,2,492001,1790662,3080777232.7858667
1452,chhattisgarh,2021,2,495001,1455312,2510462991.251886
1453,chhattisgarh,2021,2,497001,1031909,2008561517.648296
1454,chhattisgarh,2021,2,491001,837157,1364714087.7809932
1455,chhattisgarh,2021,2,490023,763575,1174072727.567776
1456,chhattisgarh,2021,2,491441,740582,1310602405.6028762
1457,chhattisgarh,2021,2,495450,704041,1132961727.260648
1458,chhattisgarh,2021,2,490006,668949,946046519.1898482
1459,chhattisgarh,2021,2,496005,645183,1216389122.6233206
1460,chhattisgarh,2021,3,492009,5612983,8770212351.408337
1461,chhattisgarh,2021,3,492001,3200184,4768793686.020849
1462,chhattisgarh,2021,3,495001,2572993,3734896539.7337685
1463,chhattisgarh,2021,3,497001,1635520,2760462757.7578793
1464,chhattisgarh,2021,3,491001,1305695,1938305539.075568
1465,chhattisgarh,2021,3,490023,1253256,1704542436.5901656
1466,chhattisgarh,2021,3,491441,1124790,1803320186.7983453
1467,chhattisgarh,2021,3,490006,1096245,1299467876.0104809
1468,chhattisgarh,2021,3,496005,1006702,1784048704.1108124
1469,chhattisgarh,2021,3,495450,1004357,1500182581.1138833
1470,chhattisgarh,2021,4,492009,8304401,12964571702.987217
1471,chhattisgarh,2021,4,492001,4178829,6231047914.337536
1472,chhattisgarh,2021,4,495001,3644800,4999084676.501506
1473,chhattisgarh,2021,4,497001,2276401,3766123278.042672
1474,chhattisgarh,2021,4,491001,1687886,2560648248.895311
1475,chhattisgarh,2021,4,490023,1599521,2248105461.586821
1476,chhattisgarh,2021,4,490006,1410015,1732682082.0393152
1477,chhattisgarh,2021,4,491441,1395385,2296675958.189373
1478,chhattisgarh,2021,4,495450,1373013,2011514280.4747252
1479,chhattisgarh,2021,4,496005,1357792,2314581216.562727
1480,chhattisgarh,2022,1,492009,8604266,13265608315.34198
1481,chhattisgarh,2022,1,492001,4654685,6852734645.639161
1482,chhattisgarh,2022,1,495001,4183815,5693220429.873732
1483,chhattisgarh,2022,1,497001,2608953,4270065647.0031033
1484,chhattisgarh,2022,1,491001,1854312,2829231024.442624
1485,chhattisgarh,2022,1,490023,1719478,2432156635.4437113
1486,chhattisgarh,2022,1,491441,1691392,2775775912.1836176
1487,chhattisgarh,2022,1,496005,1601573,2711974013.620237
1488,chhattisgarh,2022,1,495450,1580837,2356394521.081302
1489,chhattisgarh,2022,1,490006,1506932,1842102092.8597531
1490,chhattisgarh,2022,2,492009,10025789,14968791943.376333
1491,chhattisgarh,2022,2,492001,5744280,8305059645.430582
1492,chhattisgarh,2022,2,495001,5047637,6711325493.698645
1493,chhattisgarh,2022,2,497001,3135705,4960730023.337443
1494,chhattisgarh,2022,2,491001,2225450,3310540189.1548705
1495,chhattisgarh,2022,2,491441,2038818,3271780605.9574466
1496,chhattisgarh,2022,2,490023,2019053,2822637782.1193137
1497,chhattisgarh,2022,2,496005,1915479,3114215340.965275
1498,chhattisgarh,2022,2,495450,1858110,2704576938.698612
1499,chhattisgarh,2022,2,494001,1760773,3011347187.158378
1500,chhattisgarh,2022,3,490025,27709655,34710838372.56677
1501,chhattisgarh,2022,3,492009,18534055,24688727453.174118
1502,chhattisgarh,2022,3,495001,7363455,9209001744.809235
1503,chhattisgarh,2022,3,492001,5867095,8079859406.743408
1504,chhattisgarh,2022,3,497001,3136275,4516205218.110838
1505,chhattisgarh,2022,3,491001,2646597,3636063295.4063334
1506,chhattisgarh,2022,3,496005,2585964,3726179905.5455704
1507,chhattisgarh,2022,3,491335,2229725,2939210017.3994675
1508,chhattisgarh,2022,3,490023,2010684,2697551621.1334295
1509,chhattisgarh,2022,3,491441,1999983,3010066819.409458
1510,chhattisgarh,2022,4,490025,30367292,39832838087.7527
1511,chhattisgarh,2022,4,492009,14547843,20802250141.53089
1512,chhattisgarh,2022,4,495001,8943347,11284431848.378153
1513,chhattisgarh,2022,4,491001,7147574,9554105321.34933
1514,chhattisgarh,2022,4,492001,6598984,9056995537.72467
1515,chhattisgarh,2022,4,497001,3746038,5374539443.774867
1516,chhattisgarh,2022,4,491441,2530455,3800881016.686203
1517,chhattisgarh,2022,4,496005,2431930,3586810453.649658
1518,chhattisgarh,2022,4,490023,2275958,3067299957.1121473
1519,chhattisgarh,2022,4,494001,2186179,3377164484.485155
1520,chhattisgarh,2023,1,492001,11115338,14659105958.0
1521,chhattisgarh,2023,1,495001,9917576,11605899209.0
1522,chhattisgarh,2023,1,497001,6441895,8685746959.0
1523,chhattisgarh,2023,1,491001,4305716,5738886313.0
1524,chhattisgarh,2023,1,492009,4304806,5937494867.0
1525,chhattisgarh,2023,1,496005,3858220,5528283869.0
1526,chhattisgarh,2023,1,491441,3847395,5655541846.0
1527,chhattisgarh,2023,1,490023,3847222,4897335783.0
1528,chhattisgarh,2023,1,494001,3699794,5462759852.0
1529,chhattisgarh,2023,1,495450,3352650,4265300875.0
1530,chhattisgarh,2023,2,492001,12593303,16219495858.0
1531,chhattisgarh,2023,2,495001,11316227,13085728477.0
1532,chhattisgarh,2023,2,497001,7449990,9832286256.0
1533,chhattisgarh,2023,2,491001,4908978,6387715828.0
1534,chhattisgarh,2023,2,492009,4842501,6545739034.0
1535,chhattisgarh,2023,2,491441,4470613,6294275140.0
1536,chhattisgarh,2023,2,496005,4450667,6104876159.0
1537,chhattisgarh,2023,2,494001,4376161,6083190722.0
1538,chhattisgarh,2023,2,490023,4208683,5315912150.0
1539,chhattisgarh,2023,2,495450,3839152,4708469432.0
1540,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396230,77416,87636730.73288153
1541,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396210,31807,45382419.026559845
1542,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396215,18076,17620423.0517951
1543,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396235,15322,18170368.09382151
1544,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362520,2681,3815255.6065886403
1545,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362571,1724,1778092.8503577379
1546,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362540,1020,628046.8778566738
1547,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,396220,335,413961.2749699699
1548,dadra-&-nagar-haveli-&-daman-&-diu,2018,1,362570,168,213086.59438582062
1549,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396230,107488,158175937.8700928
1550,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396210,42931,72414096.31243189
1551,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396215,24403,31388224.686525453
1552,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396235,21154,28750904.67670025
1553,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362520,3563,6593600.730532296
1554,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362571,1690,2467269.461487418
1555,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362540,881,1471603.4288316348
1556,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,396220,371,605000.9332907782
1557,dadra-&-nagar-haveli-&-daman-&-diu,2018,2,362570,145,204133.5562592716
1558,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396230,147182,231027621.23926872
1559,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396210,64474,105714782.73660159
1560,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396215,39682,54371575.11900766
1561,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396235,30669,42233803.974851705
1562,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362520,4313,8991943.769468328
1563,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362571,1576,3597045.1004293105
1564,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362540,977,899273.6644538083
1565,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,396220,481,507453.95234789746
1566,dadra-&-nagar-haveli-&-daman-&-diu,2018,3,362570,221,296096.12174656213
1567,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396230,205341,336872613.47805977
1568,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396210,91229,159795360.8732372
1569,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396215,54969,78880028.90316722
1570,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396235,42234,62561669.93918641
1571,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362520,5233,11360873.230397746
1572,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362571,2903,5648464.117692966
1573,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362540,1096,1951463.4595020716
1574,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,396220,807,1388769.2838886275
1575,dadra-&-nagar-haveli-&-daman-&-diu,2018,4,362570,270,291373.5157545934
1576,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396230,320483,421520724.75977975
1577,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396210,145955,208892938.21637568
1578,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396215,112511,105539374.98606506
1579,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396235,65730,84032725.73878577
1580,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362520,7898,12394180.666337896
1581,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362571,6300,7473792.769439252
1582,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362540,1409,1601086.8457989504
1583,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,396220,1098,1444872.3283073723
1584,dadra-&-nagar-haveli-&-daman-&-diu,2019,1,362570,430,470079.7390118655
1585,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396230,229045,389519722.1058071
1586,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396210,111236,202373380.58958167
1587,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396215,71495,99056958.41760334
1588,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396235,47528,75930562.7899149
1589,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362520,21704,40627554.17800613
1590,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362571,5655,12129857.247605043
1591,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362540,1356,2309413.869195806
1592,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,396220,1222,2177268.8160403357
1593,dadra-&-nagar-haveli-&-daman-&-diu,2019,2,362570,415,316558.5513168012
1594,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396230,321026,484826521.3424107
1595,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396210,144490,226559294.0729215
1596,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396215,90050,120472135.25551468
1597,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396235,64662,94795355.50619671
1598,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362520,9441,17692347.90566071
1599,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362571,5425,12849978.093659405
1600,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362540,1792,1826162.00302335
1601,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,396220,1320,1878034.1297022616
1602,dadra-&-nagar-haveli-&-daman-&-diu,2019,3,362570,545,571645.5392825069
1603,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396230,386314,614130571.5198164
1604,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396210,174763,287041933.8727873
1605,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396215,105431,153687707.37839586
1606,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396235,79098,122229526.49969131
1607,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362520,12820,25672376.285327867
1608,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362571,6183,17904499.60168275
1609,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362540,2000,2582867.811461056
1610,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,396220,1891,2859152.612099316
1611,dadra-&-nagar-haveli-&-daman-&-diu,2019,4,362570,471,532626.4297780144
1612,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396230,441116,671365594.9261298
1613,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396210,197542,314823912.29752886
1614,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396215,118443,163946665.98593232
1615,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396235,94689,142512717.44225273
1616,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362520,13048,24718258.57757958
1617,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362571,7993,17911001.114005364
1618,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,396220,2823,3508391.977673139
1619,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362540,2496,3515244.917610649
1620,dadra-&-nagar-haveli-&-daman-&-diu,2020,1,362570,429,461582.05380505964
1621,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396230,501163,685517651.4043604
1622,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396210,210060,293082598.2688558
1623,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396215,129647,144719463.21721458
1624,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396235,105952,133490801.71631071
1625,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362520,10170,14954548.269439694
1626,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362571,9711,22168457.78781229
1627,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362540,3421,4757967.5545071745
1628,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,396220,2464,2690937.0835044077
1629,dadra-&-nagar-haveli-&-daman-&-diu,2020,2,362570,564,994028.5860516636
1630,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396230,612080,919516792.6168573
1631,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396210,240177,396068334.8469492
1632,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396215,133805,186062492.63972354
1633,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396235,123353,193598669.77190793
1634,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362520,11810,20980716.072129883
1635,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362571,10355,24001049.88871453
1636,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362540,3765,5593842.166783568
1637,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,396220,2309,2678665.426005557
1638,dadra-&-nagar-haveli-&-daman-&-diu,2020,3,362570,658,1288551.5702918216
1639,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396230,983398,1374632600.8369546
1640,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396210,386879,614498158.3519889
1641,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396215,203349,298144871.50685096
1642,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396235,195578,308847420.7804359
1643,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362520,23557,51879988.881247215
1644,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362571,12306,33140156.79102123
1645,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,396220,6766,8729846.58144759
1646,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362540,5159,9482020.154901681
1647,dadra-&-nagar-haveli-&-daman-&-diu,2020,4,362570,799,1156036.9436559002
1648,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396230,1012000,1485582190.5625858
1649,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396210,436569,706553627.961648
1650,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396215,218763,324695232.2098592
1651,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396235,206428,339864373.41451025
1652,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362520,26897,58721427.68946643
1653,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362571,10526,27398296.955953956
1654,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,396220,8876,12517102.553139005
1655,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362540,4421,8927650.380544107
1656,dadra-&-nagar-haveli-&-daman-&-diu,2021,1,362570,764,1373009.4657990413
1657,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396230,1116145,1605778312.2955143
1658,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396210,483461,729957855.3925527
1659,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396215,244747,339007704.4311948
1660,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396235,234748,375901354.2322214
1661,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362520,22524,54226978.806524165
1662,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362571,12826,37078042.59425647
1663,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,396220,4968,5114014.400972446
1664,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362540,4701,7722440.825679861
1665,dadra-&-nagar-haveli-&-daman-&-diu,2021,2,362570,963,2881758.439986662
1666,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396230,1638554,2161174008.8665886
1667,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396210,711442,1004074143.2475473
1668,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396215,358966,455842640.0651342
1669,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396235,340968,512051027.36675966
1670,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362520,43817,99557825.15305983
1671,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362571,13815,39646220.35437848
1672,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,396220,13281,15342981.992130537
1673,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362540,7258,15140901.551349917
1674,dadra-&-nagar-haveli-&-daman-&-diu,2021,3,362570,1369,3109354.194559193
1675,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396230,2185292,2785135349.772399
1676,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396210,933996,1279955683.7605495
1677,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396235,466238,678788229.6586452
1678,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396215,460444,587732423.5031067
1679,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362520,56563,126385882.98313463
1680,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,396220,22713,28100459.0672345
1681,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362571,20903,59141887.35630301
1682,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362540,9229,16955560.119017802
1683,dadra-&-nagar-haveli-&-daman-&-diu,2021,4,362570,1707,3643910.110268616
1684,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396230,2529505,3175914207.706642
1685,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396210,1063029,1377708092.467782
1686,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396235,548668,778923921.3410132
1687,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396215,542827,662238673.7185507
1688,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362520,61125,132959887.04473493
1689,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,396220,23941,28860384.012318004
1690,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362571,22718,58151281.657628626
1691,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362540,9142,18522402.201508123
1692,dadra-&-nagar-haveli-&-daman-&-diu,2022,1,362570,1848,3769517.11221231
1693,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396230,3036361,3510648290.549227
1694,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396210,1265263,1555471670.5106633
1695,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396235,669168,874017854.4522531
1696,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396215,624136,726057284.614956
1697,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,362520,86725,176999274.61440217
1698,dadra-&-nagar-haveli-&-daman-&-diu,2022,2,396220,34008,40143120.16860029
