,State,Year,Quarter,District,RegisteredUser,AppOpens
6391,karnataka,2021,4,chamarajanagara district,216215,13328889
6392,karnataka,2021,4,dakshina kannada district,912133,36536741
6393,karnataka,2021,4,hassan district,606707,41053977
6394,karnataka,2021,4,dharwad district,873847,53145629
6395,karnataka,2021,4,shivamogga district,606024,34524043
6396,karnataka,2021,4,udupi district,466878,18132024
6397,karnataka,2021,4,gadag district,278180,17095600
6398,karnataka,2022,1,mysuru district,1410095,60212662
6399,karnataka,2022,1,chitradurga district,476042,75601255
6400,karnataka,2022,1,kalaburagi district,788989,93474452
6401,karnataka,2022,1,ramanagara district,507965,39888160
6402,karnataka,2022,1,mandya district,599734,50077987
6403,karnataka,2022,1,kodagu district,198895,24301885
6404,karnataka,2022,1,chikkamagaluru district,381212,50668007
6405,karnataka,2022,1,haveri district,388930,37608581
6406,karnataka,2022,1,ballari district,926458,72863480
6407,karnataka,2022,1,belagavi district,1477767,113297735
6408,karnataka,2022,1,kolar district,697883,46713217
6409,karnataka,2022,1,uttara kannada district,448070,40902658
6410,karnataka,2022,1,tumakuru district,966743,108955851
6411,karnataka,2022,1,yadgir district,252073,39910614
6412,karnataka,2022,1,bengaluru urban district,12707664,143835471
6413,karnataka,2022,1,chikkaballapura district,488750,44271673
6414,karnataka,2022,1,davanagere district,662751,51647249
6415,karnataka,2022,1,bagalkote district,589114,54473279
6416,karnataka,2022,1,vijayapura district,714643,87459432
6417,karnataka,2022,1,koppal district,381091,53448713
6418,karnataka,2022,1,bidar district,540642,60658637
6419,karnataka,2022,1,bengaluru rural district,833284,27030248
6420,karnataka,2022,1,raichur district,562507,72023729
6421,karnataka,2022,1,chamarajanagara district,229823,31024564
6422,karnataka,2022,1,dakshina kannada district,965225,24685281
6423,karnataka,2022,1,hassan district,644154,71061495
6424,karnataka,2022,1,dharwad district,925787,35977756
6425,karnataka,2022,1,shivamogga district,643097,59603281
6426,karnataka,2022,1,udupi district,494914,19689319
6427,karnataka,2022,1,gadag district,296047,35687374
6428,karnataka,2022,2,mysuru district,1482427,72127262
6429,karnataka,2022,2,chitradurga district,502600,96368927
6430,karnataka,2022,2,kalaburagi district,831684,108949662
6431,karnataka,2022,2,ramanagara district,535182,51578618
6432,karnataka,2022,2,mandya district,632244,62828162
6433,karnataka,2022,2,kodagu district,209364,29788249
6434,karnataka,2022,2,chikkamagaluru district,401827,63884162
6435,karnataka,2022,2,haveri district,410677,48041831
6436,karnataka,2022,2,ballari district,977999,88538682
6437,karnataka,2022,2,belagavi district,1556041,133664651
6438,karnataka,2022,2,kolar district,735683,54100392
6439,karnataka,2022,2,uttara kannada district,472053,48879458
6440,karnataka,2022,2,tumakuru district,1018947,136619621
6441,karnataka,2022,2,yadgir district,266445,51753560
6442,karnataka,2022,2,bengaluru urban district,13342916,130050013
6443,karnataka,2022,2,chikkaballapura district,515355,51313083
6444,karnataka,2022,2,davanagere district,698130,64853726
6445,karnataka,2022,2,bagalkote district,621654,62852153
6446,karnataka,2022,2,vijayapura district,753598,103460934
6447,karnataka,2022,2,koppal district,402659,69882234
6448,karnataka,2022,2,bidar district,570697,71050814
6449,karnataka,2022,2,bengaluru rural district,877678,29163677
6450,karnataka,2022,2,raichur district,594248,86117589
6451,karnataka,2022,2,chamarajanagara district,242198,41236327
6452,karnataka,2022,2,dakshina kannada district,1014820,29291316
6453,karnataka,2022,2,hassan district,678916,92008285
6454,karnataka,2022,2,dharwad district,974500,40983508
6455,karnataka,2022,2,shivamogga district,677386,77584028
6456,karnataka,2022,2,udupi district,521045,24607963
6457,karnataka,2022,2,gadag district,312474,43780950
6458,karnataka,2022,3,mysuru district,1556384,72319040
6459,karnataka,2022,3,chitradurga district,528557,107271050
6460,karnataka,2022,3,kalaburagi district,874282,110059604
6461,karnataka,2022,3,ramanagara district,563154,53626831
6462,karnataka,2022,3,mandya district,665227,71746022
6463,karnataka,2022,3,kodagu district,219407,30433150
6464,karnataka,2022,3,chikkamagaluru district,421862,67297573
6465,karnataka,2022,3,haveri district,432627,49838706
6466,karnataka,2022,3,ballari district,1030428,90880443
6467,karnataka,2022,3,belagavi district,1635855,140101425
6468,karnataka,2022,3,kolar district,774245,56113522
6469,karnataka,2022,3,uttara kannada district,496232,49924522
6470,karnataka,2022,3,tumakuru district,1070793,150906339
6471,karnataka,2022,3,yadgir district,280412,58514122
6472,karnataka,2022,3,bengaluru urban district,13997602,121199714
6473,karnataka,2022,3,chikkaballapura district,542150,55200382
6474,karnataka,2022,3,davanagere district,734360,65060403
6475,karnataka,2022,3,bagalkote district,654927,66299341
6476,karnataka,2022,3,vijayapura district,792750,109909660
6477,karnataka,2022,3,koppal district,424581,74449956
6478,karnataka,2022,3,bidar district,600650,71847800
6479,karnataka,2022,3,bengaluru rural district,924127,28699442
6480,karnataka,2022,3,raichur district,626205,91804424
6481,karnataka,2022,3,chamarajanagara district,254664,45621827
6482,karnataka,2022,3,dakshina kannada district,1065741,29745949
6483,karnataka,2022,3,hassan district,713468,91147841
6484,karnataka,2022,3,dharwad district,1024771,43016397
6485,karnataka,2022,3,shivamogga district,711717,75645732
6486,karnataka,2022,3,udupi district,547661,23631824
6487,karnataka,2022,3,gadag district,329155,45703393
6488,karnataka,2022,4,mysuru district,1627802,150994790
6489,karnataka,2022,4,chitradurga district,552065,55215237
6490,karnataka,2022,4,kalaburagi district,913258,75680531
6491,karnataka,2022,4,ramanagara district,589205,67109026
6492,karnataka,2022,4,mandya district,695736,76092900
6493,karnataka,2022,4,kodagu district,227995,18581380
6494,karnataka,2022,4,chikkamagaluru district,439498,42015819
6495,karnataka,2022,4,haveri district,452477,41544154
6496,karnataka,2022,4,ballari district,1079558,87804157
6497,karnataka,2022,4,belagavi district,1709145,137476151
6498,karnataka,2022,4,kolar district,810354,78457036
6499,karnataka,2022,4,uttara kannada district,517643,33670229
6500,karnataka,2022,4,tumakuru district,1118547,108007687
6501,karnataka,2022,4,yadgir district,292816,26668954
6502,karnataka,2022,4,bengaluru urban district,14654455,1137875291
6503,karnataka,2022,4,chikkaballapura district,567348,55214879
6504,karnataka,2022,4,davanagere district,768021,68709360
6505,karnataka,2022,4,bagalkote district,685069,56926164
6506,karnataka,2022,4,vijayapura district,828346,60288985
6507,karnataka,2022,4,koppal district,443983,43123975
6508,karnataka,2022,4,bidar district,628455,60958252
6509,karnataka,2022,4,bengaluru rural district,968384,101125704
6510,karnataka,2022,4,raichur district,655421,52764596
6511,karnataka,2022,4,chamarajanagara district,265884,27819993
6512,karnataka,2022,4,dakshina kannada district,1112661,62061010
6513,karnataka,2022,4,hassan district,744993,79244191
6514,karnataka,2022,4,dharwad district,1073312,78733050
6515,karnataka,2022,4,shivamogga district,743138,66146848
6516,karnataka,2022,4,udupi district,571724,32590884
6517,karnataka,2022,4,gadag district,344405,28743778
6518,karnataka,2023,1,mysuru district,1698270,90161448
6519,karnataka,2023,1,chitradurga district,577276,113201382
6520,karnataka,2023,1,kalaburagi district,954489,127885464
6521,karnataka,2023,1,ramanagara district,615896,59493340
6522,karnataka,2023,1,mandya district,727044,76581612
6523,karnataka,2023,1,kodagu district,237585,41570834
6524,karnataka,2023,1,chikkamagaluru district,459072,92973020
6525,karnataka,2023,1,haveri district,473622,66564417
6526,karnataka,2023,1,ballari district,1129725,97207505
6527,karnataka,2023,1,belagavi district,1785167,175385020
6528,karnataka,2023,1,kolar district,847439,53202056
6529,karnataka,2023,1,uttara kannada district,540413,75109453
6530,karnataka,2023,1,tumakuru district,1169009,167953401
6531,karnataka,2023,1,yadgir district,306691,62015727
6532,karnataka,2023,1,bengaluru urban district,15290372,116442486
6533,karnataka,2023,1,chikkaballapura district,593235,60081192
6534,karnataka,2023,1,davanagere district,802829,73247103
6535,karnataka,2023,1,bagalkote district,716409,88033550
6536,karnataka,2023,1,vijayapura district,865920,131690212
6537,karnataka,2023,1,koppal district,464500,77932820
6538,karnataka,2023,1,bidar district,657828,77934973
6539,karnataka,2023,1,bengaluru rural district,1012098,25835126
6540,karnataka,2023,1,raichur district,686370,98007401
6541,karnataka,2023,1,chamarajanagara district,277848,56831393
6542,karnataka,2023,1,dakshina kannada district,1159914,38770742
6543,karnataka,2023,1,hassan district,778649,113958295
6544,karnataka,2023,1,dharwad district,1121054,45460764
6545,karnataka,2023,1,shivamogga district,776127,111399847
6546,karnataka,2023,1,udupi district,596396,31444575
6547,karnataka,2023,1,gadag district,360179,51650130
6548,karnataka,2023,2,mysuru district,1762422,94585344
6549,karnataka,2023,2,chitradurga district,602604,114330700
6550,karnataka,2023,2,kalaburagi district,994209,123700970
6551,karnataka,2023,2,ramanagara district,640873,62650300
6552,karnataka,2023,2,mandya district,757769,71305905
6553,karnataka,2023,2,kodagu district,247271,39151365
6554,karnataka,2023,2,chikkamagaluru district,478558,97585935
6555,karnataka,2023,2,haveri district,494417,66268211
6556,karnataka,2023,2,ballari district,1176489,105780552
6557,karnataka,2023,2,belagavi district,1857344,175115603
6558,karnataka,2023,2,kolar district,882083,42821050
6559,karnataka,2023,2,uttara kannada district,562688,73290486
6560,karnataka,2023,2,tumakuru district,1217798,162505361
6561,karnataka,2023,2,yadgir district,320726,67126342
6562,karnataka,2023,2,bengaluru urban district,15812243,109050334
6563,karnataka,2023,2,chikkaballapura district,618312,58263816
6564,karnataka,2023,2,davanagere district,835923,83984294
6565,karnataka,2023,2,bagalkote district,746402,89087339
6566,karnataka,2023,2,vijayapura district,903119,136963174
6567,karnataka,2023,2,koppal district,484678,86475486
6568,karnataka,2023,2,bidar district,685705,78127731
6569,karnataka,2023,2,bengaluru rural district,1051872,26709014
6570,karnataka,2023,2,raichur district,716341,100745658
6571,karnataka,2023,2,chamarajanagara district,290061,60958111
6572,karnataka,2023,2,dakshina kannada district,1203271,43505507
6573,karnataka,2023,2,hassan district,811766,111902953
6574,karnataka,2023,2,dharwad district,1163908,44016905
6575,karnataka,2023,2,shivamogga district,807865,108008641
6576,karnataka,2023,2,udupi district,619756,32967508
6577,karnataka,2023,2,gadag district,375841,54592170
6578,kerala,2018,1,thiruvananthapuram district,81846,0
6579,kerala,2018,1,kasaragod district,20008,0
6580,kerala,2018,1,malappuram district,86063,0
6581,kerala,2018,1,pathanamthitta district,18890,0
6582,kerala,2018,1,wayanad district,16239,0
6583,kerala,2018,1,alappuzha district,39275,0
6584,kerala,2018,1,kozhikode district,83422,0
6585,kerala,2018,1,kollam district,41946,0
6586,kerala,2018,1,thrissur district,67247,0
6587,kerala,2018,1,palakkad district,51507,0
6588,kerala,2018,1,kannur district,54093,0
6589,kerala,2018,1,kottayam district,43142,0
6590,kerala,2018,1,ernakulam district,159188,0
6591,kerala,2018,1,idukki district,21318,0
6592,kerala,2018,2,thiruvananthapuram district,115732,0
6593,kerala,2018,2,kasaragod district,27937,0
6594,kerala,2018,2,malappuram district,110526,0
6595,kerala,2018,2,pathanamthitta district,28129,0
6596,kerala,2018,2,wayanad district,22817,0
6597,kerala,2018,2,alappuzha district,54864,0
6598,kerala,2018,2,kozhikode district,110167,0
6599,kerala,2018,2,kollam district,59777,0
6600,kerala,2018,2,thrissur district,91046,0
6601,kerala,2018,2,palakkad district,71303,0
6602,kerala,2018,2,kannur district,72388,0
6603,kerala,2018,2,kottayam district,60088,0
6604,kerala,2018,2,ernakulam district,211942,0
6605,kerala,2018,2,idukki district,29871,0
6606,kerala,2018,3,thiruvananthapuram district,147475,0
6607,kerala,2018,3,kasaragod district,36621,0
6608,kerala,2018,3,malappuram district,134338,0
6609,kerala,2018,3,pathanamthitta district,36828,0
6610,kerala,2018,3,wayanad district,29824,0
6611,kerala,2018,3,alappuzha district,71052,0
6612,kerala,2018,3,kozhikode district,136469,0
6613,kerala,2018,3,kollam district,77192,0
6614,kerala,2018,3,thrissur district,115170,0
6615,kerala,2018,3,palakkad district,91071,0
6616,kerala,2018,3,kannur district,91537,0
6617,kerala,2018,3,kottayam district,77331,0
6618,kerala,2018,3,ernakulam district,263779,0
6619,kerala,2018,3,idukki district,38911,0
6620,kerala,2018,4,thiruvananthapuram district,194677,0
6621,kerala,2018,4,kasaragod district,48097,0
6622,kerala,2018,4,malappuram district,172300,0
6623,kerala,2018,4,pathanamthitta district,48717,0
6624,kerala,2018,4,wayanad district,39952,0
6625,kerala,2018,4,alappuzha district,93494,0
6626,kerala,2018,4,kozhikode district,176204,0
6627,kerala,2018,4,kollam district,102686,0
6628,kerala,2018,4,thrissur district,151138,0
6629,kerala,2018,4,palakkad district,118587,0
6630,kerala,2018,4,kannur district,117999,0
6631,kerala,2018,4,kottayam district,100756,0
6632,kerala,2018,4,ernakulam district,341257,0
6633,kerala,2018,4,idukki district,51462,0
6634,kerala,2019,1,thiruvananthapuram district,239634,0
6635,kerala,2019,1,kasaragod district,59697,0
6636,kerala,2019,1,malappuram district,206857,0
6637,kerala,2019,1,pathanamthitta district,60107,0
6638,kerala,2019,1,wayanad district,49356,0
6639,kerala,2019,1,alappuzha district,114882,0
6640,kerala,2019,1,kozhikode district,212403,0
6641,kerala,2019,1,kollam district,125697,0
6642,kerala,2019,1,thrissur district,184516,0
6643,kerala,2019,1,palakkad district,145211,0
6644,kerala,2019,1,kannur district,143289,0
6645,kerala,2019,1,kottayam district,121975,0
6646,kerala,2019,1,ernakulam district,409812,0
6647,kerala,2019,1,idukki district,63188,0
6648,kerala,2019,2,thiruvananthapuram district,288292,1135131
6649,kerala,2019,2,kasaragod district,73129,217303
6650,kerala,2019,2,malappuram district,243384,723654
6651,kerala,2019,2,pathanamthitta district,73032,207058
6652,kerala,2019,2,wayanad district,60200,203388
6653,kerala,2019,2,alappuzha district,139046,426583
6654,kerala,2019,2,kozhikode district,251348,851952
6655,kerala,2019,2,kollam district,152841,468261
6656,kerala,2019,2,thrissur district,220648,709813
6657,kerala,2019,2,palakkad district,174037,593468
6658,kerala,2019,2,kannur district,172894,521458
6659,kerala,2019,2,kottayam district,145387,438323
6660,kerala,2019,2,ernakulam district,479320,1927424
6661,kerala,2019,2,idukki district,76609,249404
6662,kerala,2019,3,thiruvananthapuram district,340900,4182693
6663,kerala,2019,3,kasaragod district,86660,767969
6664,kerala,2019,3,malappuram district,282514,2453834
6665,kerala,2019,3,pathanamthitta district,85982,734361
6666,kerala,2019,3,wayanad district,71761,716214
6667,kerala,2019,3,alappuzha district,166845,1628789
6668,kerala,2019,3,kozhikode district,294333,3172854
6669,kerala,2019,3,kollam district,183743,1799822
6670,kerala,2019,3,thrissur district,259366,2510843
6671,kerala,2019,3,palakkad district,202761,2057447
6672,kerala,2019,3,kannur district,204129,1838589
6673,kerala,2019,3,kottayam district,169581,1542321
6674,kerala,2019,3,ernakulam district,553200,7217455
6675,kerala,2019,3,idukki district,89188,848503
6676,kerala,2019,4,thiruvananthapuram district,400110,5279003
6677,kerala,2019,4,kasaragod district,101775,998295
6678,kerala,2019,4,malappuram district,333816,3211891
6679,kerala,2019,4,pathanamthitta district,100709,1038075
6680,kerala,2019,4,wayanad district,85420,940411
6681,kerala,2019,4,alappuzha district,198940,2160282
6682,kerala,2019,4,kozhikode district,345534,4018300
6683,kerala,2019,4,kollam district,221687,2422066
6684,kerala,2019,4,thrissur district,302503,3090870
6685,kerala,2019,4,palakkad district,237650,2541409
6686,kerala,2019,4,kannur district,240296,2379718
6687,kerala,2019,4,kottayam district,197540,2010069
6688,kerala,2019,4,ernakulam district,633101,8838605
6689,kerala,2019,4,idukki district,104857,1117039
6690,kerala,2020,1,thiruvananthapuram district,466301,6148324
6691,kerala,2020,1,kasaragod district,121264,1204490
6692,kerala,2020,1,malappuram district,387405,3701945
6693,kerala,2020,1,pathanamthitta district,118197,1168749
6694,kerala,2020,1,wayanad district,101733,1172735
6695,kerala,2020,1,alappuzha district,235048,2565160
6696,kerala,2020,1,kozhikode district,404139,4887122
6697,kerala,2020,1,kollam district,265751,2917884
6698,kerala,2020,1,thrissur district,349437,3445588
6699,kerala,2020,1,palakkad district,277861,2987636
6700,kerala,2020,1,kannur district,282719,2862750
6701,kerala,2020,1,kottayam district,229263,2292523
6702,kerala,2020,1,ernakulam district,716945,9757027
6703,kerala,2020,1,idukki district,122253,1284465
6704,kerala,2020,2,thiruvananthapuram district,536574,5451213
6705,kerala,2020,2,kasaragod district,147502,1528087
6706,kerala,2020,2,malappuram district,445757,3974301
6707,kerala,2020,2,pathanamthitta district,140329,1272810
6708,kerala,2020,2,wayanad district,120305,1327210
6709,kerala,2020,2,alappuzha district,274531,2704982
6710,kerala,2020,2,kozhikode district,469436,4839388
6711,kerala,2020,2,kollam district,318727,3265373
6712,kerala,2020,2,thrissur district,403662,3488414
6713,kerala,2020,2,palakkad district,324519,3251760
6714,kerala,2020,2,kannur district,338685,3495639
6715,kerala,2020,2,kottayam district,265591,2380765
6716,kerala,2020,2,ernakulam district,798771,7499783
6717,kerala,2020,2,idukki district,144455,1353228
6718,kerala,2020,3,thiruvananthapuram district,624681,7345447
6719,kerala,2020,3,kasaragod district,180232,2179862
6720,kerala,2020,3,malappuram district,533108,5623411
6721,kerala,2020,3,pathanamthitta district,167320,1736047
6722,kerala,2020,3,wayanad district,142714,1846742
6723,kerala,2020,3,alappuzha district,330393,3840522
6724,kerala,2020,3,kozhikode district,554275,6888523
6725,kerala,2020,3,kollam district,385866,4660522
6726,kerala,2020,3,thrissur district,479671,4994319
6727,kerala,2020,3,palakkad district,384712,4352750
6728,kerala,2020,3,kannur district,400107,4640937
6729,kerala,2020,3,kottayam district,311954,3190433
6730,kerala,2020,3,ernakulam district,917356,11265204
6731,kerala,2020,3,idukki district,169911,1744303
6732,kerala,2020,4,thiruvananthapuram district,708948,10482263
6733,kerala,2020,4,kasaragod district,209440,2848250
6734,kerala,2020,4,malappuram district,619218,8047145
6735,kerala,2020,4,pathanamthitta district,192013,2377621
6736,kerala,2020,4,wayanad district,164709,2757030
6737,kerala,2020,4,alappuzha district,377772,5193038
6738,kerala,2020,4,kozhikode district,635320,9740863
6739,kerala,2020,4,kollam district,442546,6115482
6740,kerala,2020,4,thrissur district,548425,6831111
6741,kerala,2020,4,palakkad district,439597,5835404
6742,kerala,2020,4,kannur district,457911,6250499
6743,kerala,2020,4,kottayam district,357079,4475611
6744,kerala,2020,4,ernakulam district,1039584,17903269
6745,kerala,2020,4,idukki district,194607,2557687
6746,kerala,2021,1,thiruvananthapuram district,767813,12466068
6747,kerala,2021,1,kasaragod district,228237,3185008
6748,kerala,2021,1,malappuram district,676242,10051526
6749,kerala,2021,1,pathanamthitta district,208354,2657364
6750,kerala,2021,1,wayanad district,179709,3269417
6751,kerala,2021,1,alappuzha district,410141,5933047
6752,kerala,2021,1,kozhikode district,691148,11973015
6753,kerala,2021,1,kollam district,480459,6908382
6754,kerala,2021,1,thrissur district,594589,7910699
6755,kerala,2021,1,palakkad district,477868,6855314
6756,kerala,2021,1,kannur district,496955,7186972
6757,kerala,2021,1,kottayam district,387696,5271780
6758,kerala,2021,1,ernakulam district,1126122,22261257
6759,kerala,2021,1,idukki district,211610,2988884
6760,kerala,2021,2,thiruvananthapuram district,820485,8526776
6761,kerala,2021,2,kasaragod district,243917,3444687
6762,kerala,2021,2,malappuram district,722597,8227295
6763,kerala,2021,2,pathanamthitta district,222891,2852610
6764,kerala,2021,2,wayanad district,192607,3553608
6765,kerala,2021,2,alappuzha district,438924,4396583
6766,kerala,2021,2,kozhikode district,737623,9003105
6767,kerala,2021,2,kollam district,513820,5757980
6768,kerala,2021,2,thrissur district,635598,6202633
6769,kerala,2021,2,palakkad district,511298,6562902
6770,kerala,2021,2,kannur district,530657,6759103
6771,kerala,2021,2,kottayam district,415007,4409816
6772,kerala,2021,2,ernakulam district,1203623,13632731
6773,kerala,2021,2,idukki district,227036,4484586
6774,kerala,2021,3,thiruvananthapuram district,878444,11037318
6775,kerala,2021,3,kasaragod district,261347,4398139
6776,kerala,2021,3,malappuram district,773963,11600738
6777,kerala,2021,3,pathanamthitta district,239479,3473793
6778,kerala,2021,3,wayanad district,206950,4890558
6779,kerala,2021,3,alappuzha district,471228,5643125
6780,kerala,2021,3,kozhikode district,789078,11968490
6781,kerala,2021,3,kollam district,551267,7524489
6782,kerala,2021,3,thrissur district,681187,8015973
6783,kerala,2021,3,palakkad district,548776,8458671
6784,kerala,2021,3,kannur district,568613,8784346
6785,kerala,2021,3,kottayam district,445540,5814480
6786,kerala,2021,3,ernakulam district,1289089,18436828
6787,kerala,2021,3,idukki district,244464,6235769
6788,kerala,2021,4,thiruvananthapuram district,935705,21270773
6789,kerala,2021,4,kasaragod district,278581,7248336
6790,kerala,2021,4,malappuram district,824018,23720176
6791,kerala,2021,4,pathanamthitta district,255731,5391118
6792,kerala,2021,4,wayanad district,220807,7982879
6793,kerala,2021,4,alappuzha district,503589,11363976
6794,kerala,2021,4,kozhikode district,839678,24235913
6795,kerala,2021,4,kollam district,588254,13796316
6796,kerala,2021,4,thrissur district,725878,14357402
6797,kerala,2021,4,palakkad district,585306,15190646
6798,kerala,2021,4,kannur district,605576,15222905
6799,kerala,2021,4,kottayam district,475496,10593013
6800,kerala,2021,4,ernakulam district,1374081,36976737
6801,kerala,2021,4,idukki district,261110,6192667
6802,kerala,2022,1,thiruvananthapuram district,989791,5574116
6803,kerala,2022,1,kasaragod district,294943,5220451
6804,kerala,2022,1,malappuram district,871127,9688261
6805,kerala,2022,1,pathanamthitta district,271165,4036616
6806,kerala,2022,1,wayanad district,234308,6349929
6807,kerala,2022,1,alappuzha district,534116,2971951
6808,kerala,2022,1,kozhikode district,887215,8824744
6809,kerala,2022,1,kollam district,623472,4995465
6810,kerala,2022,1,thrissur district,768604,5764628
6811,kerala,2022,1,palakkad district,620428,9057055
6812,kerala,2022,1,kannur district,640842,8394165
6813,kerala,2022,1,kottayam district,504349,4454903
6814,kerala,2022,1,ernakulam district,1454447,8812130
6815,kerala,2022,1,idukki district,277492,9903479
6816,kerala,2022,2,thiruvananthapuram district,1041643,5205518
6817,kerala,2022,2,kasaragod district,309835,6295837
6818,kerala,2022,2,malappuram district,915204,9789246
6819,kerala,2022,2,pathanamthitta district,285622,3462591
6820,kerala,2022,2,wayanad district,246673,7011213
6821,kerala,2022,2,alappuzha district,563253,3130200
6822,kerala,2022,2,kozhikode district,932060,9263814
6823,kerala,2022,2,kollam district,657033,5093583
6824,kerala,2022,2,thrissur district,808727,5650708
6825,kerala,2022,2,palakkad district,653051,9694658
6826,kerala,2022,2,kannur district,673887,9375321
6827,kerala,2022,2,kottayam district,531625,5282278
6828,kerala,2022,2,ernakulam district,1531113,8132654
6829,kerala,2022,2,idukki district,292807,11488771
6830,kerala,2022,3,thiruvananthapuram district,1095580,5022977
6831,kerala,2022,3,kasaragod district,325218,6664472
6832,kerala,2022,3,malappuram district,961854,10102534
6833,kerala,2022,3,pathanamthitta district,301025,3433193
6834,kerala,2022,3,wayanad district,259233,7609643
6835,kerala,2022,3,alappuzha district,593932,2997077
6836,kerala,2022,3,kozhikode district,978992,9370370
6837,kerala,2022,3,kollam district,692226,5343177
6838,kerala,2022,3,thrissur district,851462,5943980
6839,kerala,2022,3,palakkad district,687131,11390747
6840,kerala,2022,3,kannur district,708205,10396280
6841,kerala,2022,3,kottayam district,560099,4928594
6842,kerala,2022,3,ernakulam district,1611052,8148392
6843,kerala,2022,3,idukki district,307968,13214397
6844,kerala,2022,4,thiruvananthapuram district,1146770,33100692
6845,kerala,2022,4,kasaragod district,338388,12808213
6846,kerala,2022,4,malappuram district,1003617,37725553
6847,kerala,2022,4,pathanamthitta district,314210,9572683
6848,kerala,2022,4,wayanad district,270179,15089566
6849,kerala,2022,4,alappuzha district,622234,18999526
6850,kerala,2022,4,kozhikode district,1022289,38157103
6851,kerala,2022,4,kollam district,724767,23525755
6852,kerala,2022,4,thrissur district,889949,22786290
6853,kerala,2022,4,palakkad district,717320,27381415
6854,kerala,2022,4,kannur district,738843,25180742
6855,kerala,2022,4,kottayam district,585546,17988479
6856,kerala,2022,4,ernakulam district,1687311,53387728
6857,kerala,2022,4,idukki district,320679,11278104
6858,kerala,2023,1,thiruvananthapuram district,1196164,5790866
6859,kerala,2023,1,kasaragod district,352199,7272460
6860,kerala,2023,1,malappuram district,1043945,11327999
6861,kerala,2023,1,pathanamthitta district,327848,4496002
6862,kerala,2023,1,wayanad district,281511,7462010
6863,kerala,2023,1,alappuzha district,649660,3956500
6864,kerala,2023,1,kozhikode district,1063764,10336755
6865,kerala,2023,1,kollam district,756282,5731050
6866,kerala,2023,1,thrissur district,927648,5348184
6867,kerala,2023,1,palakkad district,747944,11955428
6868,kerala,2023,1,kannur district,769407,11743750
6869,kerala,2023,1,kottayam district,611048,5890990
6870,kerala,2023,1,ernakulam district,1760620,8892815
6871,kerala,2023,1,idukki district,334683,16191071
6872,kerala,2023,2,thiruvananthapuram district,1241042,6354892
6873,kerala,2023,2,kasaragod district,365799,7727594
6874,kerala,2023,2,malappuram district,1082848,11475040
6875,kerala,2023,2,pathanamthitta district,340929,4397954
6876,kerala,2023,2,wayanad district,292600,7246631
6877,kerala,2023,2,alappuzha district,675625,3829674
6878,kerala,2023,2,kozhikode district,1102669,8793853
6879,kerala,2023,2,kollam district,786161,6933075
6880,kerala,2023,2,thrissur district,963142,5302267
6881,kerala,2023,2,palakkad district,777224,13375973
6882,kerala,2023,2,kannur district,798378,10810493
6883,kerala,2023,2,kottayam district,635322,6941205
6884,kerala,2023,2,ernakulam district,1826879,9272340
6885,kerala,2023,2,idukki district,348723,18849803
6886,ladakh,2018,1,kargil district,1529,0
6887,ladakh,2018,1,leh ladakh district,7255,0
6888,ladakh,2018,2,kargil district,2185,0
6889,ladakh,2018,2,leh ladakh district,10733,0
6890,ladakh,2018,3,kargil district,3132,0
6891,ladakh,2018,3,leh ladakh district,14617,0
6892,ladakh,2018,4,kargil district,4436,0
6893,ladakh,2018,4,leh ladakh district,19447,0
6894,ladakh,2019,1,kargil district,5758,0
6895,ladakh,2019,1,leh ladakh district,23891,0
6896,ladakh,2019,2,kargil district,7126,37803
6897,ladakh,2019,2,leh ladakh district,28390,119514
6898,ladakh,2019,3,kargil district,7718,75759
6899,ladakh,2019,3,leh ladakh district,31455,427367
6900,ladakh,2019,4,kargil district,8338,29350
6901,ladakh,2019,4,leh ladakh district,34770,441090
6902,ladakh,2020,1,kargil district,9711,120845
6903,ladakh,2020,1,leh ladakh district,38079,469639
6904,ladakh,2020,2,kargil district,11252,169411
6905,ladakh,2020,2,leh ladakh district,41782,526262
6906,ladakh,2020,3,kargil district,12814,229879
6907,ladakh,2020,3,leh ladakh district,45587,785801
6908,ladakh,2020,4,kargil district,14601,273960
6909,ladakh,2020,4,leh ladakh district,50252,958797
6910,ladakh,2021,1,kargil district,15824,237045
6911,ladakh,2021,1,leh ladakh district,54095,947159
6912,ladakh,2021,2,kargil district,17077,1494139
6913,ladakh,2021,2,leh ladakh district,57971,2897493
6914,ladakh,2021,3,kargil district,18577,2373080
6915,ladakh,2021,3,leh ladakh district,62633,4726470
6916,ladakh,2021,4,kargil district,20008,573827
6917,ladakh,2021,4,leh ladakh district,67049,2091376
6918,ladakh,2022,1,kargil district,21319,2837111
6919,ladakh,2022,1,leh ladakh district,71173,6064969
6920,ladakh,2022,2,kargil district,22475,5003733
6921,ladakh,2022,2,leh ladakh district,75042,9764396
6922,ladakh,2022,3,kargil district,23530,7104562
6923,ladakh,2022,3,leh ladakh district,78769,12630219
6924,ladakh,2022,4,kargil district,24326,909994
6925,ladakh,2022,4,leh ladakh district,82011,2922345
6926,ladakh,2023,1,kargil district,25409,4076993
6927,ladakh,2023,1,leh ladakh district,85582,10445502
6928,ladakh,2023,2,kargil district,26588,8423789
6929,ladakh,2023,2,leh ladakh district,89148,17861731
6930,lakshadweep,2018,1,lakshadweep district,501,0
6931,lakshadweep,2018,2,lakshadweep district,686,0
